"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00033742",130,45,14,7,24,44,12,13,19,18,6,11,1,23,8,15,0
"E00033743",108,20,6,3,11,49,11,9,29,19,5,14,0,20,10,10,0
"E00033744",146,21,6,1,14,54,9,13,32,26,8,16,2,45,23,22,0
"E00033745",119,12,4,2,6,24,8,1,15,18,11,6,1,65,44,21,0
"E00033746",124,27,7,3,17,35,8,11,16,25,6,17,2,37,15,21,1
"E00033747",146,36,9,4,23,62,17,12,33,30,11,15,4,18,8,9,1
"E00033748",119,15,0,1,14,40,6,15,19,31,13,15,3,33,19,14,0
"E00033749",118,13,3,2,8,61,13,27,21,20,8,11,1,24,15,9,0
"E00033750",137,23,7,4,12,85,25,14,46,21,2,19,0,8,6,2,0
"E00033752",189,54,20,8,26,62,11,15,36,35,13,17,5,38,18,19,1
"E00033753",108,25,9,7,9,49,4,18,27,12,3,7,2,22,9,13,0
"E00033754",126,19,7,3,9,78,18,21,39,15,4,10,1,14,6,7,1
"E00033755",118,18,6,5,7,67,10,23,34,18,1,15,2,15,6,8,1
"E00033756",133,50,8,12,30,66,15,16,35,10,5,3,2,7,3,4,0
"E00033758",112,18,2,4,12,46,11,21,14,17,4,11,2,31,17,14,0
"E00033759",99,12,3,1,8,25,6,3,16,17,7,8,2,45,34,10,1
"E00033762",122,21,3,6,12,61,18,13,30,27,6,18,3,13,8,5,0
"E00033763",125,34,10,7,17,61,7,13,41,22,4,14,4,8,5,3,0
"E00033764",133,20,0,7,13,87,7,27,53,16,3,10,3,10,4,6,0
"E00033765",131,21,4,3,14,48,9,12,27,23,10,11,2,39,20,19,0
"E00033766",123,16,3,4,9,77,5,17,55,18,4,10,4,12,6,6,0
"E00033767",117,28,8,14,6,64,11,15,38,13,5,8,0,12,5,7,0
"E00033768",116,10,2,4,4,58,12,17,29,23,8,13,2,25,13,12,0
"E00033769",130,11,5,3,3,25,10,2,13,17,10,5,2,77,64,13,0
"E00033770",127,7,0,1,6,91,8,20,63,24,1,20,3,5,0,4,1
"E00033771",132,32,4,8,20,81,7,26,48,13,4,8,1,6,3,3,0
"E00033773",114,11,3,2,6,34,4,10,20,38,3,30,5,31,17,14,0
"E00033774",130,16,6,3,7,63,17,22,24,20,4,15,1,31,17,14,0
"E00033775",185,50,8,11,31,95,29,19,47,19,8,10,1,21,8,13,0
"E00033776",146,13,3,0,10,28,4,10,14,33,12,20,1,72,53,17,2
"E00033777",109,27,8,5,14,51,3,20,28,9,4,4,1,22,3,19,0
"E00033778",128,23,4,8,11,81,19,13,49,13,3,8,2,11,6,4,1
"E00033779",132,29,4,7,18,56,23,11,22,28,17,10,1,19,11,7,1
"E00033780",104,7,2,2,3,45,4,14,27,28,7,20,1,24,9,15,0
"E00033781",170,29,11,6,12,56,23,12,21,27,13,11,3,58,38,19,1
"E00033782",131,19,3,3,13,54,10,17,27,21,11,10,0,37,16,18,3
"E00033783",120,12,4,2,6,65,12,18,35,21,5,11,5,22,11,10,1
"E00033784",189,40,8,5,27,78,17,18,43,30,13,13,4,41,19,22,0
"E00033785",128,18,4,3,11,57,11,20,26,31,8,20,3,22,10,12,0
"E00033786",140,11,4,2,5,85,11,25,49,37,2,28,7,7,0,5,2
"E00033787",130,17,4,4,9,70,8,22,40,21,4,16,1,22,5,17,0
"E00033788",107,16,5,7,4,68,7,15,46,16,4,8,4,7,2,3,2
"E00033789",105,10,0,6,4,62,5,23,34,10,1,8,1,23,9,13,1
"E00033790",109,17,5,5,7,69,10,12,47,14,2,11,1,9,4,5,0
"E00033791",150,46,6,4,36,58,13,14,31,20,8,12,0,26,14,11,1
"E00033792",80,16,2,4,10,37,7,12,18,16,3,11,2,11,3,7,1
"E00033793",134,38,11,1,26,56,13,15,28,11,7,4,0,29,13,15,1
"E00033794",117,30,5,1,24,51,16,8,27,19,3,15,1,17,8,9,0
"E00033795",119,17,5,3,9,54,11,13,30,23,8,13,2,25,13,10,2
"E00033796",89,20,6,3,11,26,3,13,10,17,5,10,2,26,13,13,0
"E00033797",106,10,5,1,4,51,9,11,31,14,6,8,0,31,15,15,1
"E00033798",136,9,2,1,6,58,3,23,32,32,6,23,3,37,20,17,0
"E00033799",117,13,5,1,7,46,4,14,28,12,6,5,1,46,17,27,2
"E00033800",84,24,8,7,9,44,9,7,28,13,4,9,0,3,2,1,0
"E00033801",128,24,3,3,18,32,12,11,9,23,8,15,0,49,22,27,0
"E00033802",76,15,4,3,8,22,3,7,12,13,7,5,1,26,10,16,0
"E00033803",120,20,5,5,10,42,8,15,19,24,8,13,3,34,20,13,1
"E00033804",120,15,0,0,15,54,17,15,22,18,8,7,3,33,17,15,1
"E00033805",97,12,4,2,6,36,18,9,9,11,5,6,0,38,29,9,0
"E00033806",122,48,29,16,3,56,42,5,9,12,9,2,1,6,4,1,1
"E00033807",227,47,19,18,10,111,54,13,44,45,24,18,3,24,13,9,2
"E00033808",92,14,5,2,7,35,9,4,22,10,5,4,1,33,17,13,3
"E00033810",145,55,24,9,22,54,33,4,17,15,12,3,0,21,18,2,1
"E00033811",218,58,28,6,24,87,21,10,56,22,9,8,5,51,23,20,8
"E00033812",177,59,31,5,23,66,18,11,37,26,10,10,6,26,20,5,1
"E00033813",207,67,44,14,9,90,31,9,50,16,7,6,3,34,16,10,8
"E00033814",165,49,6,4,39,76,35,14,27,19,11,7,1,21,12,9,0
"E00033815",168,34,7,8,19,63,34,8,21,40,23,13,4,31,21,8,2
"E00033816",130,33,3,6,24,46,11,11,24,22,9,9,4,29,18,10,1
"E00033818",141,22,2,2,18,46,9,9,28,21,13,6,2,52,42,6,4
"E00033819",142,77,49,16,12,47,28,6,13,8,5,2,1,10,8,1,1
"E00033820",141,45,19,7,19,53,33,9,11,23,16,4,3,20,11,8,1
"E00033821",113,38,21,15,2,36,27,4,5,12,10,1,1,27,23,4,0
"E00033822",159,43,8,7,28,66,12,12,42,24,10,9,5,26,12,12,2
"E00033823",58,7,2,2,3,25,6,8,11,9,4,5,0,17,8,6,3
"E00033824",165,61,15,6,40,71,18,4,49,17,5,6,6,16,6,7,3
"E00033825",135,44,7,11,26,52,19,8,25,13,5,6,2,26,9,16,1
"E00033826",176,96,46,43,7,50,31,17,2,21,13,8,0,9,4,5,0
"E00033827",152,71,56,12,3,54,36,11,7,20,16,3,1,7,6,1,0
"E00033828",155,52,14,14,24,60,19,13,28,16,8,7,1,27,18,8,1
"E00033829",142,68,42,20,6,62,43,9,10,10,9,1,0,2,2,0,0
"E00033832",144,72,38,33,1,33,26,3,4,24,18,5,1,15,11,3,1
"E00033833",192,88,51,22,15,78,60,3,15,18,13,4,1,8,8,0,0
"E00033836",91,22,15,5,2,41,32,7,2,14,12,1,1,14,13,1,0
"E00033837",127,15,4,3,8,64,24,17,23,20,12,8,0,28,13,14,1
"E00033838",105,27,4,1,22,44,10,17,17,13,5,8,0,21,9,12,0
"E00033839",242,28,8,7,13,65,17,16,32,44,18,24,2,105,50,52,3
"E00033840",213,97,75,13,9,89,53,14,22,21,18,3,0,6,5,1,0
"E00033841",145,24,15,0,9,53,25,9,19,28,13,13,2,40,25,14,1
"E00033842",194,117,69,20,28,51,19,8,24,10,7,3,0,16,13,2,1
"E00033843",142,38,9,7,22,58,9,14,35,15,10,2,3,31,15,13,3
"E00033844",134,31,7,5,19,44,12,4,28,18,13,4,1,41,18,20,3
"E00033845",142,69,39,26,4,28,21,2,5,6,5,1,0,39,33,5,1
"E00033846",207,90,34,43,13,52,24,8,20,23,15,4,4,42,35,6,1
"E00033847",127,39,22,9,8,45,19,7,19,23,7,13,3,20,17,3,0
"E00033848",147,12,1,9,2,65,6,16,43,35,10,23,2,35,12,23,0
"E00033849",132,8,4,0,4,58,3,22,33,27,2,20,5,39,11,28,0
"E00033850",162,13,5,7,1,61,8,17,36,35,5,27,3,53,23,30,0
"E00033851",119,28,9,15,4,37,7,10,20,18,4,12,2,36,19,17,0
"E00033852",106,10,3,2,5,45,9,11,25,17,3,11,3,34,18,15,1
"E00033853",125,22,7,7,8,54,12,18,24,24,8,16,0,25,8,17,0
"E00033854",134,7,1,1,5,55,6,12,37,30,5,23,2,42,15,26,1
"E00033855",110,21,12,8,1,28,14,4,10,17,8,9,0,44,40,4,0
"E00033856",180,38,24,6,8,37,28,1,8,25,19,5,1,80,63,17,0
"E00033857",116,20,4,10,6,36,13,8,15,20,4,14,2,40,21,18,1
"E00033859",117,22,13,6,3,38,14,6,18,29,10,17,2,28,8,20,0
"E00033861",171,33,13,17,3,72,31,19,22,17,12,5,0,49,38,10,1
"E00033862",141,29,7,16,6,51,13,11,27,17,6,8,3,44,25,19,0
"E00033863",121,11,3,5,3,55,5,17,33,21,8,12,1,34,10,24,0
"E00033864",110,8,3,1,4,35,4,3,28,30,3,25,2,37,19,18,0
"E00033865",137,13,4,3,6,66,9,15,42,18,2,15,1,40,13,27,0
"E00033866",122,6,1,4,1,48,7,13,28,25,1,24,0,43,22,19,2
"E00033867",118,8,0,4,4,47,8,11,28,25,6,19,0,38,16,22,0
"E00033868",119,7,0,1,6,53,4,13,36,28,3,21,4,31,16,15,0
"E00033869",122,3,0,1,2,40,1,12,27,33,3,28,2,46,20,26,0
"E00033870",172,29,14,3,12,88,63,10,15,25,20,4,1,30,23,7,0
"E00033871",115,11,1,2,8,47,4,13,30,24,7,15,2,33,12,21,0
"E00033872",125,10,3,2,5,50,4,11,35,33,9,22,2,32,15,16,1
"E00033873",138,9,3,3,3,61,21,14,26,25,7,16,2,43,25,18,0
"E00033874",131,6,0,5,1,44,3,9,32,30,6,22,2,51,23,28,0
"E00033875",119,7,2,1,4,45,3,5,37,25,4,21,0,42,12,30,0
"E00033876",117,7,1,3,3,46,8,10,28,22,5,11,6,42,18,24,0
"E00033877",130,5,0,3,2,63,3,20,40,25,7,15,3,37,15,22,0
"E00033878",127,5,2,2,1,54,10,18,26,23,1,21,1,45,22,22,1
"E00033879",116,12,3,5,4,45,4,14,27,29,4,21,4,30,12,18,0
"E00033880",187,31,10,14,7,67,13,16,38,31,2,24,5,58,21,37,0
"E00033881",125,6,1,3,2,50,5,15,30,37,9,23,5,32,15,17,0
"E00033882",104,3,0,1,2,42,3,7,32,24,5,17,2,35,13,22,0
"E00033883",129,15,6,5,4,46,12,8,26,28,5,17,6,40,21,19,0
"E00033884",130,6,1,3,2,51,5,13,33,23,3,20,0,50,24,24,2
"E00033885",213,49,23,16,10,87,23,25,39,36,11,23,2,41,17,23,1
"E00033886",112,2,1,1,0,47,2,14,31,22,3,17,2,41,19,22,0
"E00033887",137,14,0,13,1,53,5,15,33,29,5,20,4,41,19,20,2
"E00033888",130,7,3,1,3,43,4,15,24,38,7,28,3,42,19,23,0
"E00033889",123,4,0,1,3,38,2,12,24,39,5,33,1,42,16,26,0
"E00033890",121,37,22,7,8,54,37,5,12,15,8,6,1,15,8,7,0
"E00033891",131,10,5,2,3,44,18,10,16,34,13,18,3,43,20,23,0
"E00033892",63,9,6,1,2,21,9,7,5,17,9,8,0,16,8,8,0
"E00033893",118,13,4,3,6,40,8,10,22,24,9,14,1,41,18,23,0
"E00033894",126,13,3,4,6,47,5,14,28,24,7,15,2,42,17,25,0
"E00033895",108,37,12,14,11,47,28,8,11,8,6,1,1,16,5,10,1
"E00033896",123,28,10,14,4,45,10,14,21,24,8,15,1,26,15,11,0
"E00033897",123,7,4,2,1,39,9,9,21,36,8,25,3,41,16,24,1
"E00033898",149,36,13,11,12,61,16,12,33,24,11,13,0,28,10,17,1
"E00033899",129,40,14,10,16,41,18,9,14,22,14,5,3,26,15,10,1
"E00033900",112,41,9,10,22,40,11,11,18,15,5,9,1,16,6,10,0
"E00033901",184,53,41,9,3,82,53,17,12,26,14,12,0,23,17,6,0
"E00033902",118,44,2,18,24,36,11,5,20,14,4,10,0,24,8,13,3
"E00033903",112,35,21,5,9,49,24,10,15,17,8,7,2,11,8,3,0
"E00033904",144,6,3,0,3,48,20,7,21,22,8,11,3,68,31,36,1
"E00033905",119,3,1,1,1,32,20,4,8,40,28,10,2,44,29,15,0
"E00033906",126,51,39,8,4,50,34,7,9,8,8,0,0,17,14,3,0
"E00033907",161,67,45,13,9,63,36,11,16,16,10,6,0,15,9,6,0
"E00033908",175,71,43,16,12,75,48,13,14,15,9,6,0,14,6,8,0
"E00033909",114,30,6,12,12,39,9,11,19,22,7,15,0,23,8,14,1
"E00033910",158,46,7,16,23,68,29,6,33,21,8,10,3,23,12,11,0
"E00033911",148,42,11,12,19,59,12,14,33,21,8,10,3,26,13,10,3
"E00033913",111,43,12,14,17,48,19,14,15,15,8,7,0,5,4,1,0
"E00033914",143,54,16,15,23,52,20,12,20,11,7,3,1,26,14,11,1
"E00033915",102,37,19,6,12,37,16,4,17,11,4,7,0,17,10,6,1
"E00033917",136,39,14,12,13,50,14,17,19,24,10,14,0,23,17,6,0
"E00033918",161,21,14,1,6,52,35,6,11,26,13,9,4,62,45,17,0
"E00033919",128,20,11,0,9,45,25,8,12,32,18,9,5,31,16,15,0
"E00033920",150,22,14,4,4,40,18,11,11,28,15,12,1,60,44,15,1
"E00033921",163,43,20,10,13,76,36,11,29,24,15,8,1,20,12,6,2
"E00033922",136,30,8,14,8,60,12,18,30,21,8,10,3,25,10,13,2
"E00033923",138,51,24,11,16,46,27,3,16,16,13,2,1,25,12,12,1
"E00033924",179,71,28,14,29,73,31,14,28,15,6,8,1,20,10,10,0
"E00033925",167,71,51,4,16,71,55,6,10,15,12,3,0,10,8,2,0
"E00033926",138,50,13,15,22,51,16,8,27,13,9,4,0,24,11,13,0
"E00033927",147,42,6,15,21,53,10,16,27,28,10,16,2,24,9,15,0
"E00033928",114,15,1,6,8,42,11,2,29,26,9,16,1,31,17,14,0
"E00033930",126,42,22,6,14,47,21,17,9,15,3,11,1,22,11,10,1
"E00033931",139,38,23,4,11,65,24,9,32,23,14,9,0,13,9,4,0
"E00033932",119,19,0,6,13,46,10,13,23,19,5,10,4,35,15,19,1
"E00033933",97,34,8,13,13,33,3,6,24,12,2,9,1,18,10,8,0
"E00033934",162,71,46,12,13,60,34,7,19,20,12,8,0,11,8,3,0
"E00033935",190,65,33,18,14,85,48,18,19,20,15,4,1,20,14,6,0
"E00033936",127,43,13,12,18,45,18,13,14,20,11,7,2,19,9,10,0
"E00033937",95,34,11,7,16,28,6,10,12,20,9,10,1,13,8,5,0
"E00033938",137,55,19,12,24,42,12,12,18,18,10,8,0,22,8,14,0
"E00033939",113,23,8,8,7,57,23,9,25,15,10,3,2,18,5,12,1
"E00033940",142,42,18,15,9,55,24,11,20,25,14,7,4,20,11,9,0
"E00033941",138,29,6,16,7,54,23,10,21,26,11,13,2,29,18,10,1
"E00033942",180,31,10,11,10,49,16,12,21,38,23,13,2,62,41,20,1
"E00033943",146,54,20,14,20,42,16,8,18,25,14,9,2,25,10,15,0
"E00033944",132,61,39,16,6,49,29,13,7,9,4,4,1,13,4,8,1
"E00033945",96,27,16,5,6,30,11,8,11,20,8,10,2,19,14,5,0
"E00033946",168,42,18,11,13,71,13,14,44,25,11,11,3,30,18,12,0
"E00033947",108,27,11,2,14,51,10,7,34,13,6,6,1,17,7,10,0
"E00033948",151,40,8,12,20,54,9,15,30,23,7,13,3,34,18,15,1
"E00033949",151,37,11,4,22,60,31,9,20,24,13,8,3,30,22,8,0
"E00033950",180,32,9,3,20,67,17,15,35,38,8,25,5,43,24,19,0
"E00033951",121,13,4,1,8,42,16,16,10,32,9,21,2,34,20,13,1
"E00033952",151,14,4,4,6,47,11,21,15,60,15,43,2,30,10,18,2
"E00033953",178,43,17,7,19,84,33,18,33,26,11,13,2,25,12,13,0
"E00033954",112,12,6,1,5,38,12,9,17,27,14,13,0,35,22,12,1
"E00033955",160,38,12,4,22,54,14,14,26,32,13,19,0,36,22,14,0
"E00033956",42,3,0,1,2,14,3,2,9,7,2,5,0,18,7,11,0
"E00033957",134,37,13,4,20,58,20,19,19,20,9,9,2,19,13,6,0
"E00033958",135,33,3,5,25,61,14,19,28,17,8,9,0,24,12,12,0
"E00033959",138,43,17,7,19,36,16,6,14,27,12,12,3,32,15,17,0
"E00033960",129,22,4,2,16,60,12,15,33,21,8,11,2,26,11,15,0
"E00033961",136,39,15,7,17,45,18,10,17,22,10,11,1,30,15,15,0
"E00033962",121,26,10,9,7,47,8,13,26,24,6,15,3,24,13,11,0
"E00033963",173,52,8,7,37,61,26,14,21,30,12,17,1,30,18,11,1
"E00033964",172,54,29,7,18,64,49,3,12,29,13,13,3,25,12,9,4
"E00033965",134,19,14,2,3,59,31,8,20,31,17,11,3,25,12,13,0
"E00033966",133,34,17,3,14,52,22,10,20,27,12,13,2,20,10,10,0
"E00033967",138,32,7,7,18,44,8,12,24,29,12,13,4,33,16,17,0
"E00033968",91,24,21,0,3,41,32,4,5,15,10,3,2,11,8,3,0
"E00033969",113,17,6,3,8,45,17,9,19,29,11,16,2,22,12,10,0
"E00033970",146,25,14,0,11,57,32,8,17,25,12,12,1,39,18,21,0
"E00033971",77,5,2,1,2,30,6,4,20,19,6,13,0,23,10,12,1
"E00033972",135,33,24,0,9,61,33,7,21,12,5,6,1,29,16,13,0
"E00033973",84,20,3,7,10,29,11,9,9,12,4,8,0,23,10,13,0
"E00033974",134,27,13,6,8,57,24,14,19,23,11,11,1,27,18,8,1
"E00033975",174,51,22,7,22,58,24,12,22,34,17,15,2,31,16,15,0
"E00033976",114,21,15,2,4,41,15,9,17,29,16,11,2,23,18,5,0
"E00033977",78,8,6,0,2,24,9,5,10,18,7,8,3,28,18,9,1
"E00033978",116,23,20,2,1,37,30,2,5,23,17,6,0,33,22,11,0
"E00033979",72,5,1,0,4,11,5,2,4,19,13,5,1,37,25,9,3
"E00033980",114,10,1,1,8,46,14,17,15,25,8,15,2,33,18,14,1
"E00033981",90,4,0,0,4,16,8,2,6,21,9,12,0,49,35,14,0
"E00033982",43,9,2,1,6,16,2,3,11,5,1,4,0,13,8,5,0
"E00033983",110,35,14,8,13,56,20,14,22,6,2,4,0,13,8,5,0
"E00033984",102,18,9,3,6,39,11,12,16,21,5,14,2,24,8,16,0
"E00033985",110,36,18,2,16,38,16,10,12,16,9,7,0,20,12,7,1
"E00033986",108,10,3,1,6,41,6,8,27,25,7,16,2,32,15,17,0
"E00033987",133,44,22,9,13,51,24,8,19,14,9,5,0,24,14,10,0
"E00033988",119,32,14,5,13,47,20,12,15,24,5,17,2,16,7,8,1
"E00033989",115,41,19,5,17,43,18,13,12,16,7,9,0,15,8,7,0
"E00033990",120,34,7,5,22,50,14,11,25,23,5,15,3,13,8,5,0
"E00033991",117,31,8,8,15,43,7,14,22,16,3,11,2,27,12,15,0
"E00033992",129,7,0,0,7,51,17,12,22,28,17,11,0,43,19,23,1
"E00033993",208,46,15,3,28,90,38,23,29,27,16,9,2,45,29,16,0
"E00033994",132,37,2,5,30,55,7,10,38,22,5,15,2,18,10,8,0
"E00033995",109,21,3,5,13,36,8,8,20,28,6,21,1,24,11,13,0
"E00033996",117,18,2,3,13,50,4,23,23,31,5,24,2,18,8,9,1
"E00033997",147,25,6,5,14,76,19,20,37,19,7,9,3,27,16,11,0
"E00033998",122,20,0,2,18,49,10,15,24,15,5,9,1,38,18,20,0
"E00033999",118,15,3,1,11,59,11,13,35,18,9,8,1,26,11,13,2
"E00034000",117,14,0,2,12,47,8,15,24,25,10,14,1,31,15,16,0
"E00034001",147,35,12,12,11,59,23,12,24,15,4,10,1,38,21,16,1
"E00034002",107,11,1,1,9,33,9,8,16,16,5,9,2,47,20,26,1
"E00034003",91,9,1,0,8,47,8,8,31,15,10,4,1,20,10,10,0
"E00034004",96,7,0,1,6,38,11,10,17,18,8,8,2,33,14,18,1
"E00034005",131,13,1,4,8,45,7,14,24,22,8,12,2,51,25,26,0
"E00034006",121,15,1,4,10,43,12,10,21,21,7,12,2,42,25,17,0
"E00034007",97,16,4,3,9,28,7,9,12,20,8,11,1,33,18,15,0
"E00034008",120,23,5,10,8,44,13,14,17,21,5,14,2,32,14,17,1
"E00034009",112,7,1,2,4,31,9,5,17,22,5,13,4,52,31,21,0
"E00034010",108,9,2,1,6,30,10,6,14,16,6,10,0,53,38,15,0
"E00034011",141,38,6,12,20,68,18,20,30,21,4,16,1,14,6,8,0
"E00034012",111,11,0,0,11,47,6,15,26,31,6,21,4,22,8,13,1
"E00034013",128,26,16,4,6,51,23,10,18,24,6,17,1,27,12,15,0
"E00034014",111,9,0,3,6,33,8,12,13,14,5,6,3,55,29,26,0
"E00034015",110,13,2,0,11,41,6,8,27,21,6,14,1,35,18,16,1
"E00034016",113,19,5,0,14,35,9,9,17,22,4,18,0,37,12,23,2
"E00034017",123,12,0,3,9,63,11,18,34,21,3,17,1,27,9,17,1
"E00034019",131,25,9,2,14,55,24,8,23,24,8,16,0,27,13,12,2
"E00034020",125,28,6,10,12,56,9,8,39,19,5,12,2,22,8,14,0
"E00034021",120,19,2,6,11,50,6,12,32,20,7,10,3,31,17,13,1
"E00034022",152,29,5,6,18,63,18,13,32,26,10,14,2,34,20,13,1
"E00034023",136,36,18,2,16,45,20,13,12,19,13,6,0,36,28,8,0
"E00034024",145,48,23,8,17,63,22,11,30,18,10,6,2,16,12,4,0
"E00034025",178,35,19,3,13,81,29,19,33,21,9,11,1,41,27,14,0
"E00034026",129,30,10,5,15,58,20,10,28,27,10,15,2,14,6,8,0
"E00034027",108,36,6,12,18,46,18,7,21,14,9,4,1,12,7,5,0
"E00034028",164,48,21,6,21,62,30,10,22,22,14,7,1,32,22,9,1
"E00034029",177,51,19,10,22,71,23,20,28,24,10,14,0,31,21,10,0
"E00034030",123,33,7,7,19,46,10,15,21,19,7,11,1,25,15,10,0
"E00034031",106,23,14,1,8,46,19,11,16,15,2,12,1,22,10,11,1
"E00034032",120,6,4,1,1,54,3,16,35,23,5,17,1,37,20,17,0
"E00034033",98,15,2,3,10,47,4,16,27,15,4,11,0,21,9,12,0
"E00034034",132,18,7,4,7,59,16,12,31,26,12,13,1,29,15,13,1
"E00034035",127,27,4,8,15,52,13,14,25,21,7,10,4,27,11,16,0
"E00034036",120,11,2,3,6,51,5,13,33,22,2,18,2,36,13,22,1
"E00034037",132,18,5,3,10,57,9,11,37,20,9,7,4,37,14,23,0
"E00034038",136,18,5,4,9,53,9,21,23,37,16,17,4,28,11,17,0
"E00034039",143,15,6,6,3,56,12,18,26,33,14,17,2,39,22,17,0
"E00034040",108,23,5,6,12,43,7,15,21,20,5,14,1,22,7,15,0
"E00034041",129,14,2,3,9,44,9,12,23,23,4,15,4,48,24,22,2
"E00034042",135,20,3,6,11,57,13,16,28,21,8,10,3,37,20,16,1
"E00034043",159,23,12,3,8,65,25,10,30,32,20,9,3,39,32,7,0
"E00034044",130,16,2,3,11,62,11,13,38,20,5,11,4,32,15,17,0
"E00034045",152,36,13,7,16,59,16,10,33,23,8,13,2,34,20,14,0
"E00034046",133,20,5,5,10,61,24,11,26,19,8,10,1,33,15,17,1
"E00034047",129,18,3,5,10,67,18,17,32,16,8,6,2,28,19,9,0
"E00034048",117,14,2,6,6,42,6,12,24,21,8,12,1,40,23,17,0
"E00034049",130,27,4,11,12,47,10,14,23,23,10,12,1,33,20,12,1
"E00034050",135,31,8,10,13,59,19,10,30,21,5,11,5,24,8,14,2
"E00034051",106,31,7,7,17,40,12,19,9,10,5,5,0,25,20,5,0
"E00034052",119,29,3,4,22,47,13,11,23,25,10,15,0,18,11,7,0
"E00034053",157,52,27,6,19,64,20,17,27,25,12,8,5,16,6,10,0
"E00034054",133,26,4,5,17,61,13,16,32,16,3,12,1,30,17,13,0
"E00034055",162,36,19,8,9,79,42,12,25,29,17,6,6,18,10,8,0
"E00034056",139,48,12,9,27,47,30,9,8,16,11,5,0,28,18,10,0
"E00034057",112,37,12,4,21,50,16,7,27,6,3,3,0,19,11,8,0
"E00034058",152,61,28,17,16,41,24,7,10,21,13,7,1,29,16,11,2
"E00034059",187,52,15,9,28,67,16,15,36,25,11,11,3,43,18,25,0
"E00034061",142,41,14,5,22,63,15,19,29,16,2,13,1,22,9,13,0
"E00034062",190,89,24,52,13,53,25,11,17,22,13,7,2,26,13,11,2
"E00034063",145,97,17,72,8,25,5,10,10,9,2,6,1,14,11,2,1
"E00034064",119,77,9,66,2,19,2,8,9,12,3,7,2,11,3,8,0
"E00034065",126,19,6,6,7,45,18,7,20,22,7,14,1,40,18,21,1
"E00034066",143,47,21,14,12,36,13,7,16,18,11,6,1,42,22,19,1
"E00034067",131,43,4,22,17,47,17,10,20,20,7,11,2,21,13,8,0
"E00034068",144,38,13,17,8,70,37,12,21,18,7,8,3,18,13,5,0
"E00034069",167,76,20,40,16,50,24,10,16,21,7,13,1,20,11,8,1
"E00034070",157,76,20,29,27,55,26,9,20,12,4,7,1,14,8,6,0
"E00034071",182,63,17,26,20,68,27,20,21,24,16,6,2,27,18,8,1
"E00034072",151,41,15,12,14,53,21,15,17,18,12,5,1,39,30,9,0
"E00034073",101,58,17,33,8,25,7,5,13,8,3,3,2,10,5,5,0
"E00034074",171,72,16,28,28,57,26,6,25,21,12,8,1,21,13,8,0
"E00034075",152,55,21,14,20,48,27,2,19,23,16,6,1,26,18,8,0
"E00034076",143,51,11,24,16,49,22,11,16,23,14,9,0,20,16,3,1
"E00034077",147,64,21,18,25,44,26,4,14,9,5,3,1,30,23,7,0
"E00034078",140,53,20,15,18,50,25,7,18,14,7,5,2,23,17,6,0
"E00034079",162,69,22,26,21,63,34,13,16,14,11,3,0,16,13,3,0
"E00034080",113,50,11,30,9,36,13,8,15,11,6,4,1,16,5,11,0
"E00034081",200,96,38,46,12,49,19,10,20,16,11,3,2,39,33,6,0
"E00034082",117,40,11,16,13,36,16,7,13,9,4,4,1,32,16,15,1
"E00034083",107,49,7,29,13,37,12,10,15,10,4,4,2,11,6,5,0
"E00034084",105,54,11,27,16,34,13,6,15,4,3,1,0,13,10,3,0
"E00034085",143,67,21,32,14,48,19,9,20,11,7,3,1,17,11,5,1
"E00034086",61,23,6,11,6,19,2,1,16,8,6,2,0,11,7,3,1
"E00034087",91,56,10,42,4,13,0,2,11,8,1,7,0,14,9,5,0
"E00034088",161,66,18,25,23,49,25,7,17,23,17,5,1,23,13,7,3
"E00034089",99,53,2,46,5,28,1,9,18,5,1,4,0,13,6,6,1
"E00034090",114,46,6,37,3,36,6,10,20,11,5,6,0,21,17,4,0
"E00034091",73,40,4,30,6,15,1,3,11,5,0,3,2,13,7,5,1
"E00034092",84,38,4,31,3,21,6,8,7,13,5,4,4,12,7,5,0
"E00034093",158,81,23,49,9,42,25,5,12,18,10,8,0,17,8,9,0
"E00034094",141,64,9,52,3,38,6,15,17,15,3,10,2,24,11,13,0
"E00034095",134,51,12,32,7,33,12,7,14,23,16,6,1,27,18,9,0
"E00034096",126,58,9,45,4,34,8,15,11,15,6,8,1,19,13,6,0
"E00034097",109,54,4,47,3,21,4,6,11,13,3,6,4,21,7,14,0
"E00034098",125,54,7,44,3,33,10,9,14,15,4,11,0,23,15,8,0
"E00034099",102,46,10,34,2,26,13,6,7,15,4,9,2,15,5,10,0
"E00034100",150,58,16,23,19,47,17,14,16,24,10,12,2,21,13,8,0
"E00034101",152,49,17,19,13,49,23,12,14,21,11,10,0,33,20,10,3
"E00034102",138,53,16,14,23,45,22,7,16,15,7,6,2,25,13,12,0
"E00034104",153,39,11,12,16,50,18,11,21,36,14,19,3,28,14,14,0
"E00034105",150,65,31,26,8,51,16,9,26,14,5,7,2,20,13,7,0
"E00034106",86,16,4,9,3,36,10,10,16,16,2,13,1,18,7,10,1
