"GeographyCode","QS601EW0001","QS601EW0002","QS601EW0003","QS601EW0004","QS601EW0005","QS601EW0006","QS601EW0007","QS601EW0008","QS601EW0009","QS601EW0010","QS601EW0011","QS601EW0012","QS601EW0013","QS601EW0014","QS601EW0015","QS601EW0016"
"E00033784",335,214,47,108,0,5,5,14,29,6,121,40,17,16,33,15
"E00033785",239,173,33,96,1,3,9,11,16,4,66,29,12,10,13,2
"E00033786",359,278,47,167,0,18,5,12,17,12,81,21,29,15,10,6
"E00033787",263,206,46,116,0,4,10,11,8,11,57,31,9,7,6,4
"E00033788",236,191,31,103,1,6,3,17,16,14,45,15,16,3,6,5
"E00033789",225,165,31,100,1,6,3,11,2,11,60,20,16,10,11,3
"E00033790",216,172,38,93,1,8,4,9,10,9,44,12,11,8,13,0
"E00033791",242,135,31,62,0,1,5,4,21,11,107,28,9,29,33,8
"E00033792",159,123,26,73,1,3,4,5,3,8,36,18,6,2,7,3
"E00033793",224,132,33,57,1,1,4,3,25,8,92,27,15,21,20,9
"E00033794",187,114,31,47,0,2,3,1,27,3,73,11,15,14,29,4
"E00033795",212,143,33,79,0,2,0,8,10,11,69,30,9,8,20,2
"E00033796",153,97,22,48,1,1,1,5,12,7,56,22,5,6,19,4
"E00033797",181,103,24,54,0,1,0,4,11,9,78,27,15,8,19,9
"E00033798",287,198,48,99,1,13,4,11,6,16,89,46,17,6,17,3
"E00033799",219,125,34,57,3,2,2,2,20,5,94,45,9,16,19,5
"E00033800",141,118,27,73,0,3,2,3,8,2,23,7,6,1,8,1
"E00033801",191,90,28,42,1,1,0,1,14,3,101,38,5,12,35,11
"E00033802",123,81,12,45,1,0,6,3,13,1,42,12,1,12,13,4
"E00033803",198,121,39,62,0,0,2,4,10,4,77,19,10,11,29,8
"E00033804",199,105,27,50,0,0,0,4,16,8,94,26,10,17,26,15
"E00033805",128,60,20,25,0,1,0,3,8,3,68,24,3,4,27,10
"E00033806",173,133,16,72,0,1,5,10,21,8,40,7,13,3,10,7
"E00033807",353,202,49,78,3,2,5,16,38,11,151,32,46,8,52,13
"E00033808",149,66,17,12,1,1,3,5,19,8,83,20,21,18,17,7
"E00033810",192,106,23,32,0,6,2,4,32,7,86,18,17,16,24,11
"E00033811",375,165,41,38,0,4,4,11,49,18,210,39,51,41,47,32
"E00033812",266,145,34,48,1,6,0,3,41,12,121,21,35,21,30,14
"E00033813",353,189,37,71,1,4,4,8,42,22,164,22,54,35,44,9
"E00033814",239,112,35,29,1,1,0,3,29,14,127,25,20,17,42,23
"E00033815",235,130,30,53,2,1,5,9,26,4,105,22,14,24,29,16
"E00033816",208,123,27,48,1,1,6,12,18,10,85,23,21,18,18,5
"E00033818",192,72,19,21,2,3,1,2,21,3,120,35,16,24,32,13
"E00033819",199,122,17,50,0,3,3,6,24,19,77,6,30,10,22,9
"E00033820",197,109,27,38,1,0,1,7,26,9,88,22,13,16,22,15
"E00033821",129,72,17,24,1,1,1,7,16,5,57,11,10,5,23,8
"E00033822",269,146,30,57,1,2,1,6,35,14,123,23,35,13,27,25
"E00033823",123,66,9,21,0,0,0,4,16,16,57,15,11,10,14,7
"E00033824",302,159,38,51,1,11,1,5,31,21,143,15,51,30,29,18
"E00033825",204,119,20,52,4,4,3,4,23,9,85,19,11,13,27,15
"E00033826",277,212,24,117,1,2,5,16,21,26,65,29,15,2,10,9
"E00033827",204,140,26,67,2,2,9,3,18,13,64,7,13,7,26,11
"E00033828",243,130,29,51,1,1,3,12,20,13,113,25,24,13,28,23
"E00033829",204,133,16,66,1,1,6,8,18,17,71,7,20,2,28,14
"E00033832",237,154,25,85,0,2,2,19,16,5,83,29,12,0,33,9
"E00033833",254,194,35,91,1,3,6,9,39,10,60,10,14,3,23,10
"E00033836",126,78,5,40,1,1,6,9,16,0,48,10,2,2,28,6
"E00033837",230,126,31,58,1,0,2,10,16,8,104,29,17,9,39,10
"E00033838",176,100,24,36,0,0,1,8,25,6,76,22,10,22,19,3
"E00033839",392,197,48,108,0,2,0,8,19,12,195,106,20,20,43,6
"E00033840",287,164,15,96,2,0,5,5,28,13,123,8,47,9,50,9
"E00033841",219,101,25,46,0,3,1,6,14,6,118,33,15,9,49,12
"E00033842",304,170,32,50,0,3,3,7,47,28,134,13,41,16,40,24
"E00033843",226,110,22,31,2,1,5,4,35,10,116,19,28,28,23,18
"E00033844",220,80,22,27,0,2,1,4,15,9,140,30,27,38,32,13
"E00033845",184,123,15,59,0,3,6,7,14,19,61,20,19,6,11,5
"E00033846",317,192,34,87,0,1,8,8,32,22,125,26,50,17,22,10
"E00033847",190,105,20,31,1,1,2,2,24,24,85,21,19,12,22,11
"E00033848",280,216,42,132,0,5,8,9,9,11,64,42,15,6,1,0
"E00033849",251,182,40,104,0,6,10,8,5,9,69,45,11,6,4,3
"E00033850",301,210,32,121,1,10,12,14,12,8,91,64,10,4,10,3
"E00033851",227,146,16,75,1,3,4,11,4,32,81,34,34,3,9,1
"E00033852",205,128,30,71,0,1,3,9,8,6,77,33,20,4,11,9
"E00033853",211,152,27,84,3,8,3,10,11,6,59,31,11,5,6,6
"E00033854",281,171,34,95,1,2,2,15,9,13,110,59,28,9,11,3
"E00033855",130,84,17,40,2,3,5,6,8,3,46,19,4,3,18,2
"E00033856",212,79,14,36,1,1,1,3,20,3,133,44,5,5,57,22
"E00033857",191,129,25,79,1,3,7,6,2,6,62,41,10,4,6,1
"E00033859",188,136,22,69,1,12,8,10,8,6,52,31,9,5,4,3
"E00033861",231,179,34,101,0,2,4,14,10,14,52,24,8,2,13,5
"E00033862",219,162,29,100,3,0,2,8,9,11,57,26,7,5,15,4
"E00033863",222,164,34,103,1,1,4,10,5,6,58,43,7,0,6,2
"E00033864",203,138,28,78,0,2,11,8,8,3,65,39,11,4,10,1
"E00033865",263,198,40,110,0,10,9,12,12,5,65,40,11,6,7,1
"E00033866",236,166,39,98,1,7,4,8,4,5,70,43,11,4,8,4
"E00033867",228,162,22,100,0,4,8,10,9,9,66,39,12,4,7,4
"E00033868",243,183,47,100,0,6,4,9,10,7,60,30,12,5,9,4
"E00033869",246,173,28,111,1,2,4,12,3,12,73,51,14,2,3,3
"E00033870",190,90,19,36,0,0,0,4,23,8,100,13,10,13,55,9
"E00033871",213,156,33,89,1,2,3,8,9,11,57,37,9,4,7,0
"E00033872",243,175,28,122,1,4,3,9,4,4,68,39,14,5,5,5
"E00033873",235,165,35,94,0,1,3,8,17,7,70,32,6,11,19,2
"E00033874",262,176,44,94,0,4,2,9,11,12,86,57,16,4,7,2
"E00033875",223,157,37,90,0,4,7,8,7,4,66,42,8,4,10,2
"E00033876",208,146,32,82,0,3,2,12,8,7,62,41,11,6,2,2
"E00033877",265,195,44,117,1,4,4,7,6,12,70,36,13,2,17,2
"E00033878",218,152,31,98,0,1,4,7,8,3,66,41,10,5,7,3
"E00033879",229,168,26,106,2,4,4,7,7,12,61,40,11,3,6,1
"E00033880",344,242,47,144,1,8,5,13,14,10,102,57,22,8,10,5
"E00033881",246,176,36,104,1,2,5,16,6,6,70,45,10,6,7,2
"E00033882",198,139,34,79,1,4,2,7,7,5,59,38,6,2,10,3
"E00033883",206,147,32,90,0,3,4,8,8,2,59,25,11,6,12,5
"E00033884",237,162,42,101,0,1,0,7,7,4,75,47,16,5,3,4
"E00033885",361,276,48,191,1,6,0,9,16,5,85,53,18,4,6,4
"E00033886",204,145,37,79,1,3,3,8,2,12,59,38,10,5,3,3
"E00033887",292,199,36,126,1,2,5,7,10,12,93,37,33,6,10,7
"E00033888",250,186,36,112,2,5,3,11,11,6,64,45,9,6,2,2
"E00033889",236,159,33,83,1,11,6,13,9,3,77,57,4,7,5,4
"E00033890",156,100,19,55,0,1,0,3,20,2,56,18,5,1,23,9
"E00033891",207,129,23,84,1,5,5,6,5,0,78,53,9,4,9,3
"E00033892",85,54,9,33,1,0,0,3,8,0,31,15,0,5,8,3
"E00033893",194,125,37,65,1,1,4,3,10,4,69,45,9,6,7,2
"E00033894",238,162,28,95,1,4,8,9,8,9,76,52,12,1,9,2
"E00033895",166,137,26,78,0,5,7,9,9,3,29,11,10,4,3,1
"E00033896",229,175,30,97,0,5,12,16,9,6,54,29,6,7,9,3
"E00033897",222,151,27,81,1,6,9,17,4,6,71,54,8,4,3,2
"E00033898",271,167,48,73,0,2,4,9,16,15,104,34,25,14,25,6
"E00033899",192,115,20,57,0,0,3,2,25,8,77,21,5,17,21,13
"E00033900",203,106,24,39,0,0,1,5,24,13,97,23,22,21,23,8
"E00033901",258,167,33,69,0,2,11,3,31,18,91,26,11,4,41,9
"E00033902",241,137,33,47,1,0,4,4,25,23,104,22,33,16,21,12
"E00033903",168,115,20,44,0,1,1,8,30,11,53,12,13,8,8,12
"E00033904",233,108,34,48,1,1,0,5,13,6,125,57,17,9,39,3
"E00033905",136,57,13,28,1,1,2,3,8,1,79,34,6,6,29,4
"E00033906",173,103,16,26,0,2,2,5,36,16,70,13,13,9,31,4
"E00033907",233,171,27,80,0,1,3,8,37,15,62,12,14,9,23,4
"E00033908",237,175,35,76,0,1,2,9,38,14,62,10,11,9,19,13
"E00033909",208,127,26,60,0,2,3,4,7,25,81,23,26,7,18,7
"E00033910",272,167,40,70,1,2,10,7,27,10,105,23,26,14,16,26
"E00033911",249,150,31,64,0,0,5,11,26,13,99,20,20,20,28,11
"E00033913",187,131,15,77,0,4,1,9,19,6,56,11,7,8,24,6
"E00033914",240,149,24,60,0,10,6,5,21,23,91,23,22,10,18,18
"E00033915",153,105,24,47,0,2,2,5,19,6,48,17,10,12,8,1
"E00033917",241,170,35,73,0,1,2,9,46,4,71,24,8,7,23,9
"E00033918",188,96,24,45,1,4,0,1,18,3,92,41,6,4,32,9
"E00033919",198,94,22,37,0,2,0,7,24,2,104,34,13,10,38,9
"E00033920",194,93,22,41,0,2,1,5,13,9,101,51,7,7,33,3
"E00033921",229,166,32,71,0,2,8,3,26,24,63,9,17,6,16,15
"E00033922",266,194,41,97,2,2,3,14,17,18,72,18,26,11,11,6
"E00033923",179,116,18,51,0,2,1,2,36,6,63,10,13,8,23,9
"E00033924",284,184,34,75,1,5,3,2,41,23,100,14,29,17,15,25
"E00033925",199,111,17,45,0,1,1,9,33,5,88,10,13,8,35,22
"E00033926",217,137,26,64,0,3,4,4,20,16,80,16,19,14,22,9
"E00033927",276,178,54,79,0,0,2,3,22,18,98,23,20,19,26,10
"E00033928",188,101,24,46,0,1,1,5,14,10,87,23,18,11,33,2
"E00033930",207,130,30,49,2,1,2,1,33,12,77,18,12,9,29,9
"E00033931",213,132,31,65,3,1,2,6,15,9,81,16,16,11,26,12
"E00033932",236,155,36,59,1,4,0,6,25,24,81,28,16,10,24,3
"E00033933",176,113,30,48,1,0,0,6,12,16,63,12,23,11,10,7
"E00033934",237,145,24,72,0,1,1,6,22,19,92,13,29,6,34,10
"E00033935",266,155,25,57,2,4,5,8,44,10,111,15,17,16,35,28
"E00033936",202,117,22,57,0,4,0,1,23,10,85,18,19,18,15,15
"E00033937",143,80,19,40,0,1,1,0,12,7,63,17,8,13,18,7
"E00033938",213,136,37,61,2,1,2,4,19,10,77,19,14,7,18,19
"E00033939",214,131,26,57,1,1,5,4,29,8,83,19,20,12,21,11
"E00033940",235,135,31,52,0,3,1,10,22,16,100,24,20,12,34,10
"E00033941",250,133,26,73,1,2,1,7,13,10,117,32,33,16,30,6
"E00033942",257,148,31,73,0,6,0,7,24,7,109,41,19,12,28,9
"E00033943",231,152,27,79,1,7,2,7,27,2,79,29,15,10,12,13
"E00033944",213,133,23,63,0,0,1,6,14,26,80,14,31,3,18,14
"E00033945",163,104,13,66,0,1,1,4,15,4,59,17,9,7,15,11
"E00033946",284,170,37,88,1,0,3,3,27,11,114,21,44,13,27,9
"E00033947",195,120,32,52,0,2,2,3,18,11,75,16,18,14,24,3
"E00033948",246,143,27,78,0,1,2,1,18,16,103,31,17,18,29,8
"E00033949",203,101,23,46,1,1,0,0,24,6,102,29,12,14,37,10
"E00033950",299,163,29,92,1,1,0,5,30,5,136,48,15,25,36,12
"E00033951",205,134,38,70,0,1,4,5,16,0,71,33,6,2,22,8
"E00033952",304,210,53,123,0,4,4,7,16,3,94,52,7,3,30,2
"E00033953",286,172,50,75,1,1,2,6,30,7,114,25,24,17,35,13
"E00033954",160,77,19,39,1,0,2,1,14,1,83,31,9,5,24,14
"E00033955",244,141,39,68,0,0,6,6,19,3,103,35,13,17,30,8
"E00033956",70,34,7,15,1,1,1,0,6,3,36,13,4,6,11,2
"E00033957",223,150,25,82,0,4,5,6,23,5,73,18,12,14,22,7
"E00033958",233,143,44,53,0,0,4,6,28,8,90,21,17,16,22,14
"E00033959",203,119,28,60,0,1,3,3,18,6,84,42,6,11,24,1
"E00033960",246,159,46,66,0,0,1,10,25,11,87,28,14,15,22,8
"E00033961",209,130,27,65,0,4,4,9,12,9,79,26,6,15,26,6
"E00033962",230,132,30,63,0,2,5,6,20,6,98,26,20,12,30,10
"E00033963",266,151,37,72,0,1,1,6,25,9,115,30,16,16,37,16
"E00033964",221,111,28,32,2,0,2,5,35,7,110,23,9,6,57,15
"E00033965",206,108,15,50,1,2,2,9,21,8,98,38,9,8,31,12
"E00033966",194,117,30,61,0,4,0,8,13,1,77,23,12,8,20,14
"E00033967",213,108,28,53,2,1,2,0,19,3,105,29,12,19,29,16
"E00033968",117,55,9,32,0,0,1,0,9,4,62,15,4,6,32,5
"E00033969",207,127,25,74,0,3,1,7,8,9,80,32,13,6,20,9
"E00033970",220,109,28,47,1,5,2,2,21,3,111,42,8,11,40,10
"E00033971",148,69,19,27,0,0,1,3,15,4,79,30,9,9,24,7
"E00033972",192,115,31,50,0,3,0,7,19,5,77,23,15,7,25,7
"E00033973",137,72,20,26,0,2,1,3,8,12,65,22,8,8,15,12
"E00033974",210,116,22,58,0,0,2,3,24,7,94,36,8,9,30,11
"E00033975",271,147,24,79,0,1,4,1,29,9,124,34,9,16,49,16
"E00033976",171,106,22,64,0,0,2,4,10,4,65,25,11,6,16,7
"E00033977",114,45,9,16,0,1,2,6,9,2,69,27,6,8,19,9
"E00033978",133,68,11,40,1,3,1,0,9,3,65,22,9,0,23,11
"E00033979",85,26,8,9,1,0,0,2,5,1,59,20,4,5,24,6
"E00033980",182,93,25,39,0,1,1,6,16,5,89,30,3,14,34,8
"E00033981",100,33,12,10,0,0,0,0,10,1,67,31,4,3,22,7
"E00033982",73,42,11,19,2,1,1,0,6,2,31,13,3,4,9,2
"E00033983",181,131,28,63,1,0,2,2,27,8,50,10,10,6,16,8
"E00033984",191,128,23,74,1,0,4,7,13,6,63,35,8,5,12,3
"E00033985",151,102,25,54,0,0,1,6,14,2,49,13,8,5,16,7
"E00033986",189,132,33,79,0,2,2,5,7,4,57,26,9,9,8,5
"E00033987",206,145,34,69,1,3,2,12,13,11,61,22,10,3,22,4
"E00033988",193,129,30,64,0,3,1,5,16,10,64,14,9,19,15,7
"E00033989",184,132,24,59,0,1,3,11,32,2,52,18,5,12,11,6
"E00033990",225,176,28,108,0,3,2,9,17,9,49,17,6,13,8,5
"E00033991",209,158,34,87,0,0,4,6,16,11,51,24,7,6,13,1
"E00033992",209,108,34,45,0,1,4,0,19,5,101,42,9,11,33,6
"E00033993",305,192,40,100,0,0,3,8,31,10,113,37,18,18,37,3
"E00033994",258,184,45,98,1,4,0,9,16,11,74,24,15,16,14,5
"E00033995",205,141,29,88,0,2,1,1,15,5,64,41,6,6,10,1
"E00033996",230,159,31,94,0,0,0,7,26,1,71,37,4,13,13,4
"E00033997",255,169,42,91,0,0,7,7,16,6,86,30,20,11,23,2
"E00033998",212,130,37,55,1,1,4,3,25,4,82,36,15,10,15,6
"E00033999",215,105,20,53,0,1,1,0,19,11,110,28,16,15,41,10
"E00034000",212,114,36,46,1,6,5,4,12,4,98,47,9,13,18,11
"E00034001",230,152,24,95,2,1,7,7,8,8,78,33,7,7,22,9
"E00034002",163,82,16,43,1,1,2,0,14,5,81,47,7,9,16,2
"E00034003",148,73,27,24,0,0,1,2,15,4,75,22,16,7,23,7
"E00034004",162,81,24,36,0,1,1,3,10,6,81,38,8,8,22,5
"E00034005",204,137,26,83,0,0,0,8,13,7,67,35,6,9,16,1
"E00034006",202,128,28,69,2,4,2,5,11,7,74,32,13,8,20,1
"E00034007",161,84,15,46,0,1,2,5,13,2,77,32,9,9,20,7
"E00034008",217,153,29,94,1,4,6,4,13,2,64,19,16,3,18,8
"E00034009",173,79,6,52,1,0,0,3,14,3,94,46,4,11,24,9
"E00034010",134,89,20,47,0,1,2,3,9,7,45,16,9,4,15,1
"E00034011",259,202,34,129,1,5,5,12,9,7,57,19,14,6,14,4
"E00034012",219,135,32,75,0,2,2,4,13,7,84,24,13,10,26,11
"E00034013",206,123,20,71,0,0,5,9,15,3,83,22,10,9,36,6
"E00034014",192,98,36,41,1,1,0,4,8,7,94,44,11,9,25,5
"E00034015",189,106,30,44,1,1,0,5,17,8,83,27,10,12,24,10
"E00034016",191,95,21,49,2,0,1,2,16,4,96,42,13,9,23,9
"E00034017",254,175,47,92,0,3,2,9,15,7,79,36,21,8,13,1
"E00034019",201,134,33,68,0,3,5,8,16,1,67,25,21,8,12,1
"E00034020",229,171,42,105,1,0,5,2,12,4,58,24,14,6,8,6
"E00034021",220,160,43,78,0,3,3,9,15,9,60,25,14,8,10,3
"E00034022",261,175,30,105,0,7,7,10,13,3,86,37,15,8,20,6
"E00034023",166,103,21,46,0,2,1,12,18,3,63,19,6,10,18,10
"E00034024",220,151,33,88,0,0,3,3,20,4,69,15,15,13,22,4
"E00034025",264,138,35,55,0,0,5,5,29,9,126,32,20,17,50,7
"E00034026",206,142,30,85,0,2,2,4,11,8,64,22,11,9,16,6
"E00034027",165,107,22,61,0,0,3,6,10,5,58,9,8,13,18,10
"E00034028",264,159,39,89,1,4,3,10,8,5,105,16,8,9,61,11
"E00034029",291,191,28,101,0,7,6,13,28,8,100,33,10,16,27,14
"E00034030",191,125,23,73,0,2,1,8,17,1,66,19,9,13,21,4
"E00034031",179,133,19,73,1,0,2,6,27,5,46,19,5,7,9,6
"E00034032",230,175,45,100,0,2,3,7,10,8,55,25,13,6,9,2
"E00034033",183,137,30,80,0,2,2,7,5,11,46,23,9,8,4,2
"E00034034",231,168,43,87,2,5,5,7,12,7,63,22,8,7,21,5
"E00034035",240,155,37,75,0,6,5,8,13,11,85,29,19,15,15,7
"E00034036",234,170,41,92,0,2,6,6,11,12,64,20,20,9,14,1
"E00034037",239,169,37,97,0,3,1,8,10,13,70,25,12,11,18,4
"E00034038",270,188,46,99,1,1,10,11,13,7,82,39,12,9,19,3
"E00034039",239,155,24,86,1,0,5,8,22,9,84,41,11,4,22,6
"E00034040",209,145,29,90,1,0,5,5,9,6,64,33,12,10,7,2
"E00034041",219,149,40,79,1,3,5,5,7,9,70,38,7,9,10,6
"E00034042",219,163,45,88,0,0,5,7,14,4,56,27,8,7,11,3
"E00034043",250,152,29,79,1,0,4,10,21,8,98,27,18,13,35,5
"E00034044",250,166,35,90,2,1,4,9,16,9,84,27,18,13,19,7
"E00034045",234,163,44,76,0,0,0,7,28,8,71,21,7,11,28,4
"E00034046",209,131,36,64,1,1,0,0,20,9,78,32,11,12,20,3
"E00034047",210,135,27,76,0,4,1,6,16,5,75,20,17,9,19,10
"E00034048",189,132,37,64,0,6,3,6,8,8,57,24,4,9,15,5
"E00034049",214,143,28,96,0,0,2,4,11,2,71,32,8,13,15,3
"E00034050",240,175,31,110,0,3,2,7,13,9,65,26,9,10,16,4
"E00034051",157,114,19,80,0,3,0,2,7,3,43,20,3,6,9,5
"E00034052",196,149,37,91,0,0,0,3,11,7,47,16,7,7,12,5
"E00034053",303,199,37,89,0,4,2,12,40,15,104,23,17,17,31,16
"E00034054",233,171,37,96,0,2,2,8,22,4,62,24,11,7,17,3
"E00034055",261,190,35,92,1,4,7,8,32,11,71,16,16,7,21,11
"E00034056",182,112,36,51,0,0,1,2,15,7,70,25,6,11,19,9
"E00034057",169,117,20,68,0,0,4,2,23,0,52,15,8,12,15,2
"E00034058",212,144,21,67,0,2,0,5,33,16,68,18,10,11,19,10
"E00034059",299,198,44,103,0,0,2,8,32,9,101,31,16,15,28,11
"E00034061",267,201,50,102,0,1,1,13,25,9,66,18,16,12,15,5
"E00034062",402,193,41,77,0,4,2,8,21,40,209,30,139,9,25,6
"E00034063",423,223,27,62,1,6,1,3,20,103,200,10,171,7,7,5
"E00034064",470,193,35,41,0,0,1,4,15,97,277,18,245,2,8,4
"E00034065",226,145,25,85,0,2,6,7,9,11,81,41,9,8,15,8
"E00034066",212,123,34,60,0,0,3,5,13,8,89,36,12,9,24,8
"E00034067",237,177,39,93,2,3,6,6,12,16,60,21,14,10,11,4
"E00034068",231,147,21,69,0,2,2,9,19,25,84,10,35,9,21,9
"E00034069",356,214,40,69,3,2,4,15,18,63,142,19,81,16,17,9
"E00034070",266,177,41,70,1,2,5,4,40,14,89,11,20,22,25,11
"E00034071",305,209,38,96,2,6,6,6,26,29,96,28,21,12,27,8
"E00034072",221,121,23,52,1,1,2,3,21,18,100,16,20,12,37,15
"E00034073",228,146,23,56,3,4,2,5,8,45,82,12,53,5,5,7
"E00034074",252,186,41,97,1,0,0,8,22,17,66,10,12,14,18,12
"E00034075",195,124,22,64,0,0,0,6,25,7,71,23,10,11,19,8
"E00034076",231,147,31,48,2,4,0,6,24,32,84,19,36,11,11,7
"E00034077",179,123,23,65,1,1,3,5,20,5,56,11,12,11,17,5
"E00034078",207,128,35,55,1,0,0,1,24,12,79,15,34,7,14,9
"E00034079",240,151,40,59,0,0,3,8,20,21,89,15,40,9,17,8
"E00034080",198,135,28,77,0,0,2,4,5,19,63,17,23,5,10,8
"E00034081",301,186,27,94,1,2,1,9,27,25,115,18,44,15,28,10
"E00034082",180,100,11,58,0,0,1,4,17,9,80,30,22,8,15,5
"E00034083",216,131,22,61,0,0,1,6,17,24,85,9,50,13,10,3
"E00034084",209,123,26,44,0,1,6,3,18,25,86,6,50,16,9,5
"E00034085",206,133,37,45,1,2,1,8,20,19,73,9,35,5,21,3
"E00034086",117,52,9,25,0,1,4,2,10,1,65,7,38,8,8,4
"E00034087",219,113,14,35,0,1,5,7,14,37,106,7,82,3,9,5
"E00034088",232,129,29,60,0,2,3,6,13,16,103,21,29,13,20,20
"E00034089",260,144,20,68,0,0,1,5,9,41,116,13,90,5,7,1
"E00034090",272,151,22,52,0,0,3,16,11,47,121,13,78,12,11,7
"E00034091",200,108,17,29,0,2,3,4,8,45,92,8,65,7,4,8
"E00034092",199,141,14,67,0,1,2,5,8,44,58,10,36,2,5,5
"E00034093",339,173,30,60,0,1,4,2,22,54,166,24,97,9,31,5
"E00034094",379,213,38,87,0,1,0,8,21,58,166,18,120,3,13,12
"E00034095",211,115,19,64,0,1,4,1,11,15,96,27,47,5,12,5
"E00034096",308,155,20,52,0,1,3,5,19,55,153,23,106,8,12,4
"E00034097",299,154,21,61,0,2,4,6,9,51,145,15,117,4,2,7
"E00034098",291,156,18,78,1,3,0,8,13,35,135,19,94,4,12,6
"E00034099",290,158,19,59,0,2,4,10,15,49,132,16,97,5,12,2
"E00034100",260,183,38,108,1,0,4,7,10,15,77,22,22,5,20,8
"E00034101",221,150,36,90,0,0,0,10,10,4,71,22,20,9,18,2
"E00034102",196,129,25,75,0,1,3,2,18,5,67,16,10,9,20,12
"E00034104",260,187,38,93,0,2,11,10,20,13,73,22,16,6,20,9
"E00034105",290,149,21,57,1,2,2,8,21,37,141,13,76,15,23,14
"E00034106",184,129,20,68,0,2,4,9,11,15,55,19,16,6,8,6
"E00034107",261,152,38,80,0,1,3,5,7,18,109,22,56,9,14,8
"E00034108",140,76,18,34,0,0,4,2,9,9,64,22,16,9,13,4
"E00034109",141,88,13,53,2,1,1,4,11,3,53,10,9,9,17,8
"E00034110",255,189,35,103,0,0,3,13,20,15,66,18,26,5,14,3
"E00034111",195,109,36,46,0,5,1,4,13,4,86,27,11,9,26,13
"E00034113",235,149,34,70,0,0,3,10,25,7,86,22,16,16,27,5
"E00034114",232,144,37,62,0,0,2,3,21,19,88,22,23,13,21,9
"E00034115",212,142,31,73,0,2,1,5,21,9,70,27,9,11,23,0
"E00034116",234,144,37,63,0,5,2,0,26,11,90,32,10,14,27,7
"E00034117",207,121,39,55,0,1,2,2,17,5,86,26,15,18,25,2
"E00034118",155,98,23,45,1,0,2,2,18,7,57,18,12,6,15,6
"E00034119",216,140,37,75,1,1,0,3,12,11,76,23,19,9,17,8
"E00034120",196,119,28,59,1,0,2,3,16,10,77,21,11,13,23,9
"E00034121",215,117,27,63,0,1,6,2,13,5,98,26,11,21,28,12
"E00034122",225,121,35,55,1,1,2,4,20,3,104,39,12,10,29,14
"E00034123",237,113,23,50,0,0,0,4,23,13,124,17,26,32,32,17
"E00034124",218,127,36,53,1,1,3,7,20,6,91,20,13,21,31,6
"E00034125",204,105,29,43,1,0,0,2,19,11,99,31,15,15,30,8
"E00034126",287,212,44,130,3,2,3,7,10,13,75,36,13,6,16,4
"E00034127",254,166,44,83,0,0,1,7,17,14,88,23,12,17,26,10
"E00034130",211,126,33,62,0,2,1,9,13,6,85,35,14,8,23,5
"E00034131",283,180,30,106,0,2,1,4,25,12,103,32,21,16,24,10
"E00034132",142,74,16,35,0,0,1,2,16,4,68,18,7,11,28,4
"E00034133",178,121,31,67,0,0,2,7,8,6,57,18,6,12,16,5
"E00034134",229,139,42,57,0,2,3,1,23,11,90,32,11,13,28,6
"E00034135",174,116,31,64,0,0,3,8,6,4,58,19,7,11,13,8
"E00034136",249,152,34,86,1,3,2,4,17,5,97,28,13,23,23,10
"E00034137",170,107,25,46,2,1,2,4,14,13,63,16,9,14,20,4
"E00034138",217,136,40,47,0,2,0,6,37,4,81,24,13,15,20,9
"E00034139",214,118,37,56,0,0,3,2,20,0,96,26,14,11,32,13
"E00034140",176,109,26,52,0,1,1,8,12,9,67,21,7,7,28,4
"E00034141",140,76,19,32,0,0,1,3,17,4,64,25,7,9,19,4
"E00034142",272,169,42,80,0,0,5,8,23,11,103,38,17,14,23,11
"E00034143",237,142,30,74,0,1,0,8,14,15,95,32,11,16,28,8
"E00034144",261,160,33,80,1,1,1,6,29,9,101,30,20,19,26,6
"E00034145",168,100,20,50,0,0,2,4,21,3,68,27,4,9,21,7
"E00034146",195,121,43,37,1,1,3,4,21,11,74,16,17,15,18,8
"E00034147",169,90,20,43,0,0,0,0,20,7,79,19,15,13,27,5
"E00034148",240,144,41,56,1,0,3,4,28,11,96,15,14,24,32,11
"E00034149",192,115,26,53,0,0,1,3,24,8,77,26,7,16,17,11
"E00034150",149,95,24,47,0,1,3,3,10,7,54,18,9,7,16,4
"E00034151",196,117,43,44,0,1,0,1,17,11,79,22,15,17,18,7
"E00034152",215,140,32,74,0,1,3,4,20,6,75,25,9,5,27,9
"E00034153",207,111,38,51,0,1,2,0,17,2,96,27,18,21,22,8
"E00034154",243,151,39,80,0,1,0,4,24,3,92,20,12,16,36,8
"E00034155",264,151,29,76,0,0,1,4,37,4,113,28,17,30,32,6
"E00034156",168,86,20,32,0,2,2,5,19,6,82,29,12,11,25,5
"E00034157",210,138,26,77,1,1,0,3,22,8,72,20,9,12,22,9
"E00034158",249,155,32,95,0,0,0,5,18,5,94,34,16,9,29,6
"E00034159",217,160,41,91,1,0,4,8,13,2,57,15,9,9,22,2
"E00034160",193,123,25,71,0,1,1,4,13,8,70,25,12,11,19,3
"E00034161",208,140,35,73,0,0,3,5,16,8,68,35,7,5,17,4
"E00034162",257,172,38,80,0,7,2,8,30,7,85,35,12,15,17,6
"E00034163",178,105,21,57,0,0,2,1,17,7,73,28,5,12,23,5
"E00034164",239,153,47,67,0,0,1,9,22,7,86,21,11,16,32,6
