"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E00033958",113,4,2,0,0,1,0,0,0,0,1,2,0,0,1,1,16,2,0,1,1,0,0,3,0,0,3,7,7,4,0,0,2,2,0,0,0,7,0,0,0,0,1,0,1,0,0,3,3,0,0,3,0,0,0,2,0,1,11,9,3,2,3,1,0,2,2,8,0,0,1,1,0,0,0,0,5,3,2,0,2,0,0,2,0,13,12,4,0,8,1,1,0,0,0,15,10,10,0,0,5,3,2,7,3,1,0,1,1,4,2,2,0,32,5,0,3,2,27,1,10,2,0,3,11
"E00033959",100,5,4,0,1,2,0,0,0,0,1,1,0,1,0,0,8,2,0,0,2,0,0,1,0,0,1,0,0,5,1,1,0,2,0,0,1,8,1,1,0,0,1,0,1,0,0,2,0,1,1,4,0,2,0,2,0,0,10,7,4,1,1,1,0,3,3,12,0,0,1,0,0,0,1,0,8,5,3,0,3,0,0,2,1,12,9,0,1,8,3,1,2,0,0,12,7,7,0,0,5,5,0,8,5,1,1,2,1,3,2,1,0,25,3,0,1,2,22,2,12,1,2,3,2
"E00033960",126,11,10,0,2,1,0,5,0,0,2,1,0,0,0,1,8,2,0,1,1,0,0,2,1,0,1,4,4,0,0,0,0,0,0,0,0,11,2,1,0,1,6,2,4,0,0,0,0,0,0,3,0,0,0,0,0,3,12,10,4,0,3,3,0,2,2,10,0,0,5,1,0,2,2,0,3,1,2,0,2,0,0,1,1,22,17,4,0,13,5,1,4,0,0,15,12,10,1,1,3,2,1,14,7,4,2,0,1,7,7,0,0,23,2,0,0,2,21,3,9,2,0,3,4
"E00033961",115,12,9,0,1,0,0,0,0,1,7,3,0,2,0,1,15,5,1,2,2,0,0,7,1,0,6,1,1,2,1,1,0,0,0,0,0,8,0,0,0,0,3,0,3,1,1,2,1,0,1,2,0,0,1,0,0,1,15,12,3,2,3,3,1,3,3,13,0,0,4,1,2,1,0,0,7,6,1,0,2,0,0,2,0,13,10,3,0,7,3,0,2,0,1,9,6,6,0,0,3,3,0,10,4,1,0,3,0,6,4,2,0,20,1,0,0,1,19,1,9,5,1,2,1
"E00033962",111,10,2,0,0,1,0,1,0,0,0,8,0,3,0,5,12,2,0,1,1,0,0,1,0,0,1,4,4,5,1,2,0,1,0,1,0,14,2,0,0,2,3,0,3,1,1,2,1,1,0,6,0,2,1,2,0,1,11,7,2,2,0,3,0,4,4,9,0,0,2,1,0,0,1,0,3,0,3,0,4,0,0,4,0,10,8,2,0,6,2,0,0,1,1,11,5,5,0,0,6,5,1,13,5,0,4,0,1,8,7,0,1,21,2,0,0,2,19,1,7,5,0,1,5
"E00033963",121,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,1,1,3,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,2,15,9,3,1,4,1,0,6,6,13,0,0,6,2,0,1,3,0,5,2,3,0,2,0,0,2,0,19,14,4,0,10,5,1,0,2,2,18,16,14,1,1,2,2,0,19,9,4,0,3,2,10,6,4,0,26,6,0,1,5,20,1,8,1,0,7,3
"E00033964",69,5,3,0,1,1,0,1,0,0,0,2,0,1,1,0,6,0,0,0,0,0,0,3,0,0,3,1,1,2,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,1,0,1,0,1,6,5,1,1,1,1,1,1,1,4,0,0,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,7,6,4,2,0,1,1,0,17,8,4,1,0,3,9,9,0,0,17,1,0,0,1,16,0,7,0,1,1,7
"E00033965",83,5,0,0,0,0,0,0,0,0,0,5,0,1,0,4,4,0,0,0,0,0,0,2,0,0,2,1,1,1,0,0,1,0,0,0,0,6,1,0,0,1,1,0,1,0,0,1,0,0,1,3,0,1,1,0,0,1,13,12,4,4,3,1,0,1,1,5,1,1,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,12,9,1,0,8,3,0,2,1,0,7,5,5,0,0,2,2,0,15,3,1,0,0,2,12,10,2,0,16,1,0,0,1,15,2,10,0,0,1,2
"E00033966",104,5,3,0,1,0,0,0,0,0,2,2,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15,10,2,2,2,2,2,5,5,12,0,0,3,0,1,0,2,0,4,1,3,0,5,0,0,5,0,19,11,2,0,9,8,2,3,2,1,8,4,4,0,0,4,4,0,20,6,3,2,0,1,14,9,5,0,18,3,0,1,2,15,1,6,2,0,3,3
"E00033967",89,6,2,0,0,0,0,0,0,0,2,4,0,3,0,1,5,0,0,0,0,0,0,2,0,0,2,1,1,2,0,0,2,0,0,0,0,5,0,0,0,0,1,0,1,0,0,1,0,0,1,3,0,1,0,1,0,1,13,13,3,3,4,3,0,0,0,7,0,0,2,0,0,0,2,0,3,2,0,1,2,0,0,1,1,13,10,3,0,7,3,2,1,0,0,12,9,8,0,1,3,3,0,6,4,1,0,1,2,2,2,0,0,22,7,0,2,5,15,0,6,1,0,3,5
"E00033968",46,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,2,2,5,0,0,2,1,0,1,0,0,2,2,0,0,1,0,0,1,0,5,5,1,0,4,0,0,0,0,0,8,6,6,0,0,2,2,0,3,2,0,0,0,2,1,1,0,0,15,3,0,0,3,12,3,4,0,0,2,3
"E00033969",114,10,9,0,2,2,1,1,0,0,3,1,0,0,0,1,12,4,0,1,3,0,0,2,0,0,2,3,3,3,0,1,0,2,0,0,0,6,3,1,0,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,14,6,4,1,2,1,4,4,10,0,0,3,0,0,2,1,0,6,5,1,0,1,0,0,1,0,10,7,3,0,4,3,0,3,0,0,11,8,6,0,2,3,3,0,14,7,3,0,1,3,7,6,1,0,23,1,0,0,1,22,0,5,7,2,2,6
"E00033970",88,7,2,0,0,0,0,1,0,1,0,5,0,1,2,2,6,0,0,0,0,0,0,5,3,0,2,0,0,1,0,1,0,0,0,0,0,3,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,1,1,0,3,3,8,2,2,2,0,0,1,1,0,3,1,2,0,1,0,0,1,0,18,16,2,1,13,2,0,0,1,1,10,9,9,0,0,1,1,0,8,2,1,0,1,0,6,4,1,1,20,1,0,0,1,19,0,12,0,0,3,4
"E00033971",54,5,2,0,1,0,0,0,0,0,1,3,0,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,6,1,0,0,1,2,1,1,0,0,1,0,0,1,2,0,0,1,0,0,1,7,7,2,1,1,2,1,0,0,7,0,0,2,0,0,1,1,0,1,1,0,0,4,0,0,4,0,10,8,2,0,6,2,0,1,1,0,5,5,5,0,0,0,0,0,6,3,0,1,2,0,3,3,0,0,6,0,0,0,0,6,0,3,2,0,0,1
"E00033972",96,4,2,0,0,0,0,0,0,0,2,2,0,1,1,0,7,0,0,0,0,0,0,5,0,1,4,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,1,4,2,1,1,0,0,0,9,5,1,2,2,0,0,4,4,11,0,0,3,0,1,1,1,0,2,1,1,0,6,0,1,5,0,10,5,0,0,5,5,0,1,4,0,12,10,9,1,0,2,2,0,15,6,2,1,1,2,9,8,1,0,22,2,0,0,2,20,3,5,1,0,1,10
"E00033973",64,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,10,9,3,2,1,3,0,1,1,4,0,0,1,1,0,0,0,0,2,2,0,0,1,0,0,1,0,13,12,1,0,11,1,1,0,0,0,6,5,4,1,0,1,1,0,5,2,2,0,0,0,3,3,0,0,19,2,0,1,1,17,0,6,1,1,0,9
"E00033974",91,4,2,0,0,1,0,0,0,0,1,2,0,2,0,0,6,0,0,0,0,0,0,1,0,0,1,1,1,4,2,0,2,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,2,0,0,0,14,13,5,5,0,3,0,1,1,10,0,0,4,0,1,1,1,1,4,2,2,0,2,1,1,0,0,13,8,3,0,5,5,1,1,1,2,10,10,10,0,0,0,0,0,11,6,4,1,0,1,5,2,3,0,19,3,0,2,1,16,2,6,2,1,3,2
"E00033975",114,7,5,0,0,0,0,0,0,0,5,2,0,0,1,1,14,3,0,2,1,0,0,4,1,0,3,2,2,5,0,1,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,1,14,11,5,3,3,0,0,3,3,9,0,0,1,0,0,0,1,0,5,2,2,1,3,0,2,0,1,21,15,3,0,12,6,1,1,2,2,7,2,2,0,0,5,5,0,17,10,2,1,3,4,7,6,1,0,21,4,0,2,2,17,0,10,1,0,2,4
"E00033976",96,8,6,0,4,0,0,0,0,2,0,2,0,1,0,1,9,0,0,0,0,0,0,4,1,0,3,2,2,3,2,1,0,0,0,0,0,8,2,0,0,2,1,0,1,0,0,2,1,0,1,3,0,0,1,1,0,1,16,13,8,3,0,2,0,3,3,7,0,0,3,0,2,0,1,0,2,1,1,0,2,0,0,2,0,9,8,4,0,4,1,1,0,0,0,16,13,11,1,1,3,3,0,11,3,0,0,1,2,8,8,0,0,12,1,0,0,1,11,1,4,1,0,3,2
"E00033977",36,3,2,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,0,2,0,1,0,0,0,6,0,0,1,0,0,1,0,0,4,4,0,0,1,0,1,0,0,4,3,0,0,3,1,1,0,0,0,6,4,3,0,1,2,1,1,5,1,0,0,0,1,4,2,2,0,5,0,0,0,0,5,0,3,0,0,1,1
"E00033978",58,5,2,0,0,0,0,0,0,0,2,3,0,1,0,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,4,1,0,2,1,0,0,7,6,3,2,0,1,0,1,1,7,0,0,5,0,1,3,1,0,2,2,0,0,0,0,0,0,0,7,6,1,0,5,1,0,0,1,0,6,5,3,2,0,1,1,0,2,2,0,2,0,0,0,0,0,0,16,3,0,1,2,13,1,4,2,0,4,2
"E00033979",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,2,2,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,1,0,1,0
"E00033980",76,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,3,2,1,0,2,0,0,1,1,0,0,16,15,2,5,5,2,1,1,1,6,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,13,12,2,0,10,1,0,0,1,0,7,5,4,0,1,2,1,1,6,1,0,1,0,0,5,3,1,1,19,2,0,1,1,17,0,9,1,1,1,5
"E00033981",23,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,2,1,1,0,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,1,1,0,0,8,0,0,0,0,8,1,4,1,0,0,2
"E00033982",35,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,2,2,1,1,0,0,1,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,5,0,0,2,0,1,1,0,0,1,1,0,0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4,3,3,0,0,1,1,0,6,1,0,1,0,0,5,4,1,0,8,1,0,0,1,7,0,1,0,0,1,5
"E00033983",103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,2,1,0,1,3,3,4,1,0,0,3,0,0,0,5,0,0,0,0,1,0,1,1,1,0,0,0,0,3,0,0,2,1,0,0,11,9,2,5,1,1,0,2,2,8,0,0,6,0,4,1,1,0,2,0,2,0,0,0,0,0,0,13,10,3,0,7,3,2,0,0,1,21,15,14,0,1,6,5,1,11,4,1,0,1,2,7,5,2,0,24,3,0,1,2,21,4,4,4,0,3,6
"E00033984",112,4,1,0,0,0,0,0,0,0,1,3,0,1,0,2,11,2,1,0,1,0,0,3,1,0,2,4,4,2,2,0,0,0,0,0,0,10,3,2,0,1,1,1,0,1,1,1,1,0,0,4,0,0,0,2,0,2,14,11,4,1,4,1,1,3,3,13,0,0,9,2,2,2,3,0,4,2,2,0,0,0,0,0,0,15,12,3,1,8,3,0,3,0,0,12,11,8,1,2,1,1,0,15,5,1,1,2,1,10,9,0,1,18,2,0,1,1,16,3,6,4,1,0,2
"E00033985",86,3,2,0,0,1,0,0,0,1,0,1,0,0,0,1,8,1,0,0,1,0,0,3,1,0,2,3,3,1,0,1,0,0,0,0,0,10,3,2,0,1,1,0,1,2,2,1,0,0,1,3,0,0,2,0,0,1,17,13,3,3,1,5,1,4,4,7,0,0,2,1,0,0,1,0,1,0,1,0,4,0,1,2,1,9,6,0,1,5,3,0,2,0,1,11,6,6,0,0,5,3,2,10,3,0,1,1,1,7,6,1,0,11,1,0,1,0,10,0,4,0,0,1,5
"E00033986",124,7,4,0,2,0,0,2,0,0,0,3,0,1,0,2,10,3,1,0,2,0,0,4,0,0,4,2,2,1,0,1,0,0,0,0,0,10,1,1,0,0,1,0,1,2,2,0,0,0,0,6,0,0,2,2,0,2,24,21,7,6,1,6,1,3,3,10,0,0,5,0,0,3,2,0,4,1,2,1,1,0,0,1,0,17,16,6,0,10,1,0,0,1,0,10,6,5,1,0,4,4,0,16,8,2,2,3,1,8,5,2,1,20,2,1,0,1,18,2,5,6,0,0,5
"E00033987",129,11,6,0,0,2,2,0,0,0,2,5,0,2,0,3,15,3,0,1,2,0,0,5,0,0,5,3,3,4,0,1,0,3,0,0,0,9,3,3,0,0,3,0,3,1,1,0,0,0,0,2,0,0,0,1,0,1,20,13,2,5,3,2,1,7,7,11,0,0,2,0,0,2,0,0,6,0,6,0,3,0,0,3,0,15,11,1,0,10,4,1,1,2,0,19,17,13,1,3,2,2,0,10,5,1,1,0,3,5,5,0,0,19,2,1,1,0,17,2,4,0,1,3,7
"E00033988",106,10,5,1,1,0,0,0,0,2,1,5,0,2,2,1,10,1,0,0,1,0,0,5,0,0,5,1,1,3,0,1,0,1,0,1,0,8,0,0,0,0,0,0,0,4,4,1,0,0,1,3,0,1,1,1,0,0,22,15,3,3,1,8,0,7,7,13,0,0,6,1,1,1,2,1,5,4,1,0,2,0,1,1,0,4,4,3,0,1,0,0,0,0,0,17,14,12,2,0,3,2,1,10,3,1,0,1,1,7,6,0,1,12,1,0,1,0,11,0,4,1,0,2,4
"E00033989",99,6,3,0,0,1,2,0,0,0,0,3,0,0,0,3,14,2,0,0,2,0,0,4,1,0,3,6,6,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,14,10,2,3,1,3,1,4,4,12,0,0,3,0,1,0,2,0,5,3,2,0,4,1,0,3,0,11,9,2,0,7,2,0,1,0,1,8,8,7,0,1,0,0,0,18,6,1,1,0,4,12,11,1,0,13,1,0,1,0,12,0,6,0,0,2,4
"E00033990",159,10,5,0,1,0,1,1,0,0,2,5,0,2,1,2,13,2,0,0,2,0,0,6,1,0,5,1,1,4,0,1,1,1,0,0,1,19,2,0,0,2,3,0,3,5,5,0,0,0,0,9,0,1,3,4,0,1,30,25,12,1,5,6,1,5,5,11,0,0,3,1,0,1,1,0,6,4,2,0,2,0,1,1,0,19,16,6,0,10,3,1,2,0,0,27,22,20,2,0,5,3,2,13,3,0,1,0,2,10,9,0,1,17,3,0,2,1,14,0,4,2,0,3,5
"E00033991",139,9,6,0,3,0,0,1,0,0,2,3,0,1,0,2,7,0,0,0,0,0,0,1,0,0,1,3,3,3,0,1,0,0,0,1,1,19,3,2,0,1,3,0,3,2,2,3,2,0,1,8,1,0,2,2,0,3,23,21,7,5,5,4,0,2,2,14,0,0,8,0,3,1,4,0,6,4,1,1,0,0,0,0,0,16,12,4,0,8,4,1,2,1,0,22,14,13,1,0,8,5,3,11,6,3,1,2,0,5,5,0,0,18,1,0,0,1,17,1,7,2,0,2,5
"E00033992",88,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,7,5,1,0,2,1,1,2,2,15,1,1,3,0,1,1,1,0,4,2,2,0,7,0,2,4,1,14,13,4,0,9,1,0,0,0,1,11,9,9,0,0,2,2,0,10,3,0,1,2,0,7,6,0,1,22,2,0,0,2,20,2,5,2,0,4,7
"E00033993",158,6,3,0,1,1,0,0,0,0,1,3,0,2,0,1,16,7,3,4,0,0,0,4,0,0,4,3,3,2,0,1,1,0,0,0,0,14,5,2,0,3,2,1,1,1,1,0,0,0,0,6,0,0,3,2,1,0,27,24,8,6,6,4,0,3,3,19,1,1,5,1,1,2,1,0,6,3,3,0,7,0,1,6,0,18,16,1,0,15,2,0,1,1,0,15,10,8,1,1,5,4,1,15,6,0,3,1,2,9,9,0,0,28,5,0,2,3,23,2,2,7,1,3,8
"E00033994",165,4,3,0,0,0,1,0,0,0,2,1,0,0,0,1,8,1,1,0,0,0,0,3,0,0,3,2,2,2,1,1,0,0,0,0,0,17,6,3,0,3,2,1,1,0,0,1,0,1,0,8,0,0,3,2,0,3,22,18,3,5,5,3,2,4,4,16,1,1,4,0,2,0,2,0,8,6,2,0,3,0,1,1,1,20,16,5,1,10,4,0,2,2,0,28,22,22,0,0,6,4,2,24,12,3,1,1,7,12,8,3,1,26,1,0,0,1,25,2,8,0,0,8,7
"E00033995",124,6,5,0,2,0,0,1,1,0,1,1,0,0,0,1,7,1,1,0,0,0,0,1,0,0,1,4,4,1,0,0,1,0,0,0,0,11,2,2,0,0,3,1,2,1,1,1,0,0,1,4,0,0,1,0,0,3,18,15,3,2,4,6,0,3,3,13,3,3,3,0,1,0,2,0,4,4,0,0,3,1,0,2,0,16,10,4,0,6,6,2,3,1,0,21,18,16,1,1,3,3,0,16,8,4,2,0,2,8,7,0,1,16,1,0,0,1,15,1,1,2,5,2,4
"E00033996",133,10,7,0,2,1,1,2,0,0,1,3,0,0,0,3,6,1,0,1,0,0,0,1,0,0,1,2,2,2,0,2,0,0,0,0,0,8,1,0,0,1,1,0,1,2,2,0,0,0,0,4,0,0,2,1,0,1,28,21,6,10,2,2,1,7,7,13,0,0,5,1,0,2,2,0,4,4,0,0,4,0,0,4,0,21,14,3,0,11,7,1,6,0,0,10,7,6,1,0,3,2,1,15,5,2,0,2,1,10,10,0,0,22,5,0,3,2,17,2,5,3,0,6,1
"E00033997",150,13,11,0,1,2,0,4,0,0,4,2,0,1,0,1,16,4,0,3,1,0,0,3,0,0,3,5,5,4,0,2,2,0,0,0,0,17,3,2,0,1,3,0,3,2,2,1,1,0,0,8,0,3,2,0,0,3,16,13,4,2,1,5,1,3,3,20,0,0,3,1,0,2,0,0,10,10,0,0,7,0,2,5,0,20,14,3,0,11,6,3,1,1,1,12,10,7,1,2,2,2,0,14,4,2,0,0,2,10,9,0,1,22,4,0,1,3,18,0,9,2,0,1,6
"E00033998",103,4,2,0,1,0,0,1,0,0,0,2,0,1,0,1,7,2,1,0,1,0,0,2,0,0,2,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,1,0,0,1,3,0,0,2,1,0,0,9,7,1,3,2,1,0,2,2,11,0,0,2,0,0,0,2,0,3,2,1,0,6,1,1,3,1,14,11,0,0,11,3,0,2,1,0,22,20,19,0,1,2,0,2,12,4,1,0,2,1,8,5,1,2,18,1,0,0,1,17,1,7,3,2,1,3
"E00033999",81,4,3,0,1,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,5,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,16,13,3,4,4,2,0,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,11,9,1,0,8,2,1,1,0,0,15,14,11,0,3,1,1,0,8,4,2,1,1,0,4,4,0,0,17,3,1,1,1,14,1,2,1,0,2,8
"E00034000",102,5,3,0,1,0,0,0,0,0,2,2,0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,10,1,1,0,0,2,0,2,2,2,0,0,0,0,5,0,0,2,0,0,3,7,4,0,1,0,3,0,3,3,17,0,0,8,1,2,3,2,0,6,6,0,0,3,0,0,3,0,10,8,2,0,6,2,0,1,0,1,16,16,14,2,0,0,0,0,13,5,0,0,2,3,8,7,0,1,21,2,0,2,0,19,0,12,2,0,0,5
"E00034001",144,8,7,0,1,0,2,1,0,0,3,1,0,1,0,0,17,5,1,0,3,0,1,1,0,0,1,6,6,5,2,1,0,1,1,0,0,16,3,2,0,1,0,0,0,2,2,0,0,0,0,11,0,1,3,1,0,6,16,13,2,4,5,2,0,3,3,15,0,0,6,1,4,0,1,0,5,3,1,1,4,0,0,4,0,21,16,2,0,14,5,1,2,2,0,20,15,13,0,2,5,3,2,13,3,0,0,2,1,10,8,1,1,18,4,0,1,3,14,3,4,2,4,0,1
"E00034002",67,4,3,0,1,1,0,0,0,0,1,1,0,0,0,1,6,2,0,2,0,0,0,0,0,0,0,1,1,3,0,2,1,0,0,0,0,6,1,1,0,0,1,0,1,1,1,1,0,0,1,2,0,0,1,1,0,0,3,1,0,0,0,1,0,2,2,5,0,0,1,0,0,0,1,0,1,0,1,0,3,0,0,3,0,17,16,4,0,12,1,0,0,0,1,3,2,2,0,0,1,1,0,12,5,2,1,1,1,7,6,1,0,11,1,0,0,1,10,1,3,0,0,1,5
"E00034003",57,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,2,7,4,1,2,0,1,0,3,3,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,8,3,0,5,4,0,2,2,0,7,6,6,0,0,1,1,0,4,0,0,0,0,0,4,4,0,0,15,0,0,0,0,15,0,5,2,2,0,6
"E00034004",71,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,5,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,5,0,1,1,2,1,0,7,7,3,2,0,1,1,0,0,8,0,0,3,0,1,0,2,0,2,2,0,0,3,0,0,2,1,9,9,5,0,4,0,0,0,0,0,10,8,8,0,0,2,2,0,9,2,1,0,1,0,7,6,0,1,14,0,0,0,0,14,1,2,1,1,2,7
"E00034005",123,11,4,0,0,0,0,0,2,0,2,7,0,3,2,2,10,1,0,1,0,0,0,5,0,1,4,1,1,3,0,1,0,1,0,1,0,11,2,1,0,1,1,0,1,2,2,2,0,0,2,4,0,0,2,1,0,1,22,18,7,5,2,3,1,4,4,14,1,1,5,1,3,1,0,0,6,5,0,1,2,0,1,1,0,13,11,4,0,7,2,1,0,0,1,11,7,7,0,0,4,4,0,16,8,2,0,1,5,8,5,1,2,15,0,0,0,0,15,3,3,2,3,2,2
"E00034006",114,7,5,0,1,2,0,0,0,1,1,2,0,1,0,1,19,3,0,2,0,0,1,6,3,0,3,6,6,4,1,1,1,1,0,0,0,5,2,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,13,11,3,1,4,2,1,2,2,17,0,0,8,1,2,1,4,0,5,3,2,0,4,0,1,3,0,17,14,4,0,10,3,1,1,0,1,12,10,9,1,0,2,2,0,6,1,0,0,1,0,5,5,0,0,18,3,0,3,0,15,1,7,2,0,3,2
"E00034007",71,4,1,0,0,0,0,0,0,0,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,14,12,4,1,5,2,0,2,2,6,1,1,1,0,0,1,0,0,4,3,1,0,0,0,0,0,0,10,9,3,0,6,1,1,0,0,0,9,8,8,0,0,1,1,0,11,4,2,1,0,1,7,6,0,1,10,2,0,1,1,8,0,4,2,0,0,2
