"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E01006640",1813,1745,1,0,0,0,0,0,0,0,0,4,0,0,9,0,0,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,4,0,0,0,4,0,12,10,1,0,0,0,1,0,0,0,0,0,0,0,18,0,3,12,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
"E01006641",1619,1490,0,0,0,0,0,0,0,0,0,1,0,0,21,0,6,11,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,3,7,0,3,4,0,0,40,0,0,0,0,0,0,0,0,2,38,0,0,0,47,4,1,24,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0
"E01006642",1248,1215,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,5,0,0,0,16,3,4,4,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006643",1727,1675,0,0,0,0,0,0,0,0,0,2,1,1,14,0,0,8,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,12,1,2,0,0,0,0,0,0,3,6,0,0,0,11,0,1,2,0,0,0,1,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0
"E01006644",1954,1904,0,0,0,0,0,0,0,0,0,2,0,1,15,0,0,12,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,3,13,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,2,0,1
"E01006645",1368,1339,0,0,0,0,0,0,0,0,0,3,0,1,15,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0
"E01006646",1847,1658,3,0,0,0,0,0,0,0,0,7,1,4,90,3,7,47,2,5,2,1,3,4,2,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,1,0,0,1,0,0,10,1,4,0,0,1,0,0,0,4,0,0,0,0,31,9,3,16,0,0,0,0,2,1,0,0,0,0,0,0,9,0,1,0,0,0,1,0,2,0,3,1,0,0,0,1,2,2,0,0,0,0
"E01006647",1372,1333,0,0,0,0,0,0,0,0,0,1,0,0,23,0,1,9,3,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E01006648",2118,1937,1,0,0,0,0,0,0,0,0,3,9,20,69,2,0,43,6,6,0,4,0,1,3,2,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,5,0,27,4,0,0,4,0,0,19,3,13,0,0,2,0,0,1,0,0,0,0,0,20,5,2,7,0,0,0,0,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E01006651",1557,1530,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,9,0,2,3,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006652",1451,1409,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,21,2,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"E01006653",1455,1425,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,13,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006654",1460,1419,1,0,0,0,0,0,0,0,0,0,1,1,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,11,0,0,0,11,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
"E01006655",1693,1610,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,8,0,3,4,1,0,32,0,6,1,0,1,2,0,0,4,18,0,0,0,17,0,1,8,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006656",1416,1403,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006657",1152,1141,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006658",1265,1227,0,0,0,0,0,0,0,0,0,0,0,3,15,0,1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006659",1729,1630,28,0,0,0,0,0,0,0,0,0,0,0,31,0,3,15,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,22,8,0,0,0,3,1,0,0,2,8,0,0,0,11,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0
"E01006660",1380,1296,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,4,38,0,0,1,0,0,0,0,0,0,37,0,0,0,32,1,1,3,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006661",1602,1563,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,0,0,6,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"E01006662",1678,1618,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,20,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,16,1,3,0,0,0,0,0,0,0,12,0,0,0,10,0,0,3,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006663",1097,1079,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006664",1711,1602,1,0,0,0,0,0,0,0,0,7,0,1,67,1,0,49,11,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,3,10,0,0,0,9,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006665",1483,1461,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"E01006666",1453,1389,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,2,31,1,7,19,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0
"E01006667",1406,1372,0,0,0,0,0,0,0,0,0,0,0,1,15,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,12,2,0,6,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006668",1469,1434,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,1,0,0,7,3,0,0,0,0,0,0,0,2,2,0,0,0,12,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006669",1405,1354,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,2,0,0,0,25,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"E01006670",1478,1424,0,0,0,0,0,0,0,0,0,1,0,1,23,1,8,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,21,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006671",1312,1258,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,0,0,5,0,0,0,0,3,0,0,0,30,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006672",1848,1753,0,0,0,0,0,0,0,0,0,1,0,0,57,0,0,52,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,2,0,0,15,0,0,2,0,6,0,0,0,3,4,0,0,0,8,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,3,0,0
"E01006673",1839,1314,0,1,1,0,0,0,0,0,0,15,11,14,31,2,4,12,2,2,0,3,2,0,1,2,0,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,0,126,51,0,33,18,0,0,37,15,1,0,0,13,4,0,0,4,0,0,0,0,87,10,27,41,0,0,1,0,1,5,2,0,0,0,0,0,146,2,4,111,0,0,0,0,0,0,2,2,0,2,6,17,1,1,0,0,0,0
"E01006674",1768,1187,0,0,0,0,0,0,0,0,0,8,6,4,22,0,1,13,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,1,0,2,8,170,91,0,66,12,7,6,33,5,0,9,0,10,0,0,0,9,0,0,0,0,15,0,8,4,0,0,2,1,0,0,0,0,1,0,0,0,216,1,2,186,0,5,0,0,1,0,0,10,0,3,1,7,1,1,0,0,0,0
"E01006675",1786,1482,3,1,1,0,0,0,0,0,0,8,12,8,60,5,9,19,0,4,1,1,3,4,0,5,3,2,0,2,0,0,2,0,2,1,0,0,0,1,0,0,0,7,0,53,66,0,55,9,0,2,20,0,0,4,0,8,0,0,0,0,8,0,0,0,25,1,1,12,1,2,4,0,2,0,2,0,0,0,0,0,38,1,2,28,0,0,0,1,0,0,2,1,0,0,1,2,0,0,1,0,0,1
"E01006676",1652,1307,0,1,0,0,0,0,0,1,0,14,2,5,28,2,0,4,1,4,1,11,0,0,0,4,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,2,54,53,0,25,15,11,2,69,26,11,4,0,17,0,0,1,7,2,1,0,0,20,2,2,8,0,1,1,0,2,2,2,0,0,0,0,0,88,2,7,57,0,0,4,0,2,0,1,0,0,4,0,11,0,0,0,0,0,0
"E01006677",974,798,0,0,0,0,0,0,0,0,0,5,4,0,5,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,38,24,0,21,3,0,0,25,5,0,0,0,8,0,0,0,12,0,0,0,0,29,11,6,4,0,0,0,1,5,2,0,0,0,0,0,0,40,0,1,24,0,0,2,0,3,0,3,3,0,1,0,3,0,0,0,0,0,0
"E01006678",2062,1893,0,0,0,0,0,0,0,0,0,8,1,3,17,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,55,11,0,11,0,0,0,17,8,0,0,0,1,0,0,0,4,0,3,1,0,19,9,5,4,0,0,0,0,0,1,0,0,0,0,0,0,34,7,1,19,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0
"E01006679",2091,1358,0,0,0,0,0,0,0,0,0,5,1,6,29,3,2,2,9,8,1,3,0,0,0,0,1,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,5,7,192,78,0,58,15,5,0,43,7,0,8,0,22,0,0,0,2,2,2,0,0,47,0,17,13,0,0,2,2,10,3,0,0,0,0,0,0,298,4,5,249,1,1,2,4,15,5,4,1,0,1,1,5,6,6,5,1,4,0
"E01006680",1526,1482,4,0,0,0,0,0,0,0,0,2,0,0,11,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,16,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006681",1535,1487,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,1,15,3,0,3,0,7,0,0,0,0,0,0,2,0,20,0,6,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"E01006682",1273,1252,4,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006683",1476,1438,3,0,0,0,0,0,0,0,0,4,1,3,7,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"E01006684",2052,1990,5,0,0,0,0,0,0,0,0,5,1,2,18,3,4,6,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,11,0,3,0,0,6,0,2,0,0,0,0,0,0,14,1,2,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"E01006685",1458,1424,4,0,0,0,0,0,0,0,0,3,0,3,15,2,0,3,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E01006686",1403,1384,0,0,0,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006687",1870,1799,2,0,0,0,0,0,0,0,0,1,0,3,18,2,3,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,6,0,0,0,0,16,2,11,2,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0
"E01006688",1477,1425,1,0,0,0,0,0,0,0,0,4,0,4,20,0,8,7,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006689",1605,1581,1,0,0,0,0,0,0,0,0,4,6,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006690",1427,1176,2,0,0,0,0,0,0,0,0,10,2,6,109,1,3,53,14,10,1,12,4,1,2,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,12,0,7,4,0,1,6,2,0,3,0,0,0,0,0,1,0,0,0,0,41,10,0,12,0,0,1,0,0,17,1,0,0,0,0,0,30,0,2,0,0,0,4,0,5,2,8,7,0,1,1,0,0,0,0,0,0,0
"E01006691",1435,1124,0,2,2,0,0,0,0,0,0,4,3,7,84,3,0,21,39,12,0,4,3,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,6,37,15,0,7,4,4,0,53,5,4,5,0,2,0,0,0,14,5,15,3,0,37,1,6,25,0,0,1,0,0,4,0,0,0,0,0,0,58,0,21,3,0,0,1,4,0,0,8,13,0,1,0,7,1,1,0,0,0,0
"E01006692",2085,1829,0,0,0,0,0,0,0,0,0,21,1,5,117,0,5,75,16,8,1,8,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,10,2,14,5,0,5,0,0,0,25,3,4,5,0,0,0,0,1,8,0,0,4,0,24,1,6,16,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,3,0,1,10,0,0,0,0,3,0,0,0,8,1,1,1,1,0,0
"E01006693",1483,1389,0,0,0,0,0,0,0,0,0,2,1,1,24,0,1,14,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,3,6,0,0,18,0,0,1,0,0,0,0,0,1,16,0,0,0,15,0,2,11,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,3,2,1,0
"E01006694",1760,1484,0,0,0,0,0,0,0,0,0,10,1,4,109,0,1,64,25,5,4,6,4,0,0,0,0,0,0,0,0,0,0,0,10,8,0,2,0,0,0,0,0,8,0,7,10,0,7,3,0,0,38,1,5,0,0,2,4,0,0,5,13,2,5,1,29,4,2,21,0,0,2,0,0,0,0,0,0,0,0,0,47,0,0,0,0,9,4,0,11,0,0,12,0,3,1,7,0,0,3,3,0,0
"E01006695",1764,1483,0,0,0,0,0,0,0,0,0,18,3,5,117,1,2,72,11,4,4,17,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,46,0,16,20,10,0,5,1,2,0,0,2,0,0,0,0,0,0,0,0,23,3,0,19,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,10,0,0,0,0,1,2,2,6,0,5,0,7,4,4,2,2,0,0
"E01006696",1694,1439,0,0,0,0,0,0,0,0,0,0,3,3,65,1,0,32,14,14,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,3,2,1,1,63,6,1,0,0,7,3,0,0,12,33,1,0,0,46,2,8,18,0,0,0,0,0,15,3,0,0,0,0,0,45,0,0,1,0,14,0,5,4,0,0,1,0,10,2,8,2,2,0,0,0,0
"E01006697",1732,1417,2,0,0,0,0,0,0,0,0,22,4,2,99,3,6,29,25,13,4,16,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,38,33,0,10,14,6,3,44,15,2,0,0,3,0,0,0,7,17,0,0,0,42,4,0,36,0,0,0,0,1,1,0,0,0,0,0,0,23,0,0,3,0,3,2,1,8,0,0,0,0,2,0,4,1,1,0,0,0,0
"E01006698",1617,1601,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"E01006699",1530,1450,0,0,0,0,0,0,0,0,0,3,1,1,60,1,0,56,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,2,0,0
"E01006700",1396,1355,0,1,1,0,0,0,0,0,0,0,0,0,11,0,1,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,5,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,14,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006701",1333,1287,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,11,0,8,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
