"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00033920",245,0,0,2,3,1,0,3,0,1,2,1,1,1,1,1,3,2,2,2,0,2,1,7,3,3,2,6,5,1,2,2,5,1,3,2,0,1,2,5,5,4,2,1,4,5,5,2,6,3,2,3,1,3,2,2,3,0,1,5,3,8,6,3,4,7,5,3,4,5,8,3,3,3,9,2,4,5,4,0,1,2,2,1,1,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1
"E00033921",313,10,7,6,3,4,5,2,2,1,3,1,8,3,3,5,2,4,2,2,2,4,2,6,5,1,2,8,1,6,9,7,6,4,9,15,9,10,4,7,5,7,7,7,4,2,4,5,3,1,3,3,7,3,6,2,3,8,3,1,3,5,2,2,1,0,2,1,0,0,0,1,0,1,1,1,2,3,1,1,2,2,0,1,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0
"E00033922",341,4,1,3,3,4,3,2,8,3,3,3,4,4,3,4,5,4,4,7,4,4,17,10,6,12,3,4,6,2,4,3,8,5,6,7,6,3,3,5,2,3,4,5,7,3,6,9,4,5,7,5,4,5,4,5,4,5,6,5,4,4,1,3,2,4,3,4,3,1,0,1,1,1,1,2,5,1,0,0,1,2,0,2,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"E00033923",232,4,2,3,2,3,2,1,4,3,1,4,2,4,1,0,0,2,1,4,1,7,2,9,8,8,3,6,4,6,11,5,4,2,2,4,7,2,8,0,0,3,5,5,4,2,2,2,3,2,2,3,1,2,1,2,3,3,1,2,4,0,1,3,0,2,1,2,2,1,1,1,2,1,1,3,2,1,0,1,2,0,2,0,0,0,2,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0
"E00033924",381,3,9,13,7,7,2,7,2,6,2,6,2,3,11,4,1,10,2,4,3,7,16,6,7,5,8,4,7,7,8,15,6,9,16,3,6,6,3,9,10,5,4,3,6,7,9,5,6,4,5,1,2,4,7,3,0,4,5,1,3,1,2,0,0,5,1,2,1,3,0,1,1,1,2,3,3,3,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"E00033925",236,10,3,1,4,0,2,0,0,1,3,1,1,1,3,1,0,1,0,3,2,4,7,2,8,7,3,5,13,5,4,3,9,7,3,4,6,1,3,3,5,1,9,3,3,8,7,12,1,5,5,7,0,3,1,1,1,3,2,1,3,0,4,1,0,2,0,0,0,1,2,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033926",300,11,5,5,5,6,2,3,3,3,4,2,2,1,2,9,1,4,4,3,7,8,5,7,6,7,6,6,5,5,5,2,8,10,6,6,6,3,3,9,4,4,6,1,6,2,2,1,7,0,7,2,3,4,1,2,2,2,4,3,1,1,4,0,1,2,1,3,3,0,2,2,1,0,0,2,0,2,3,4,2,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033927",378,7,7,3,6,6,8,4,7,8,6,3,5,6,7,4,3,3,7,3,4,6,16,7,11,7,3,7,4,10,2,6,8,6,3,9,3,4,8,3,7,5,7,4,0,4,8,3,5,2,4,7,1,3,7,4,4,2,3,5,5,3,5,5,6,6,2,3,7,0,1,2,1,2,1,2,1,2,1,0,0,0,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033928",262,2,1,1,4,4,5,2,2,7,5,5,5,3,2,3,6,3,6,4,3,2,6,3,1,2,3,7,1,1,2,2,2,3,5,5,2,2,3,8,3,3,3,5,7,6,3,4,2,1,4,2,1,1,1,4,4,5,4,5,4,5,5,6,2,2,3,5,0,0,2,1,3,1,2,3,1,1,1,0,1,0,2,0,1,2,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"E00033930",260,3,2,4,5,1,7,2,3,0,3,1,0,4,1,4,3,1,5,1,7,3,4,3,9,7,9,3,7,7,6,6,5,2,2,11,4,0,2,2,5,2,4,6,7,1,4,3,5,3,5,5,1,4,5,1,3,2,3,0,1,3,3,3,1,1,2,1,2,4,0,1,2,2,1,5,2,0,2,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033931",278,3,4,2,6,6,8,2,2,5,2,2,5,2,3,4,3,4,3,5,1,2,4,5,2,7,7,9,2,8,5,2,5,0,7,5,5,8,4,5,5,2,7,7,7,0,7,2,4,5,3,2,5,3,6,3,5,1,3,5,3,3,1,4,2,1,1,0,1,3,1,3,1,0,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00033932",316,6,5,7,5,6,4,1,0,5,2,0,3,4,2,4,4,5,5,4,10,6,6,9,8,4,7,5,6,4,6,1,1,3,3,8,6,2,2,2,3,4,7,5,3,3,3,6,5,6,3,6,4,1,1,2,2,7,0,1,1,1,5,5,1,6,4,4,3,4,3,2,3,3,5,1,2,3,1,3,1,0,3,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033933",256,5,5,12,3,4,5,2,6,0,5,4,3,3,6,1,2,6,4,5,3,5,8,9,4,9,5,6,3,4,1,3,2,3,8,4,2,1,2,4,3,6,1,2,4,1,4,2,2,2,4,2,4,3,6,1,3,1,2,3,3,3,1,0,2,1,1,0,1,1,1,3,0,1,1,0,3,0,2,2,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00033934",291,3,3,5,1,3,4,4,3,2,3,1,4,5,3,2,3,5,3,0,2,1,9,11,7,7,2,11,7,14,16,6,7,4,4,10,3,4,6,4,5,5,2,4,7,2,4,2,4,4,4,2,6,5,0,2,3,3,3,2,3,3,5,0,1,1,6,1,0,0,2,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033935",330,9,3,5,2,2,6,3,2,1,3,2,3,5,3,0,4,0,5,0,8,12,6,10,5,5,9,11,10,4,7,10,3,5,2,11,6,5,5,13,4,12,3,1,8,9,5,3,4,3,4,8,4,3,2,2,3,4,2,2,1,2,3,3,1,2,1,3,0,2,3,2,1,3,1,0,1,1,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"E00033936",273,7,2,5,8,4,4,4,4,3,9,1,1,3,1,0,1,3,5,2,2,7,18,3,6,2,6,4,8,5,5,6,8,2,1,1,3,2,4,5,4,5,5,1,6,3,4,2,1,6,4,2,2,2,2,4,3,6,1,4,3,1,2,4,3,1,1,2,0,1,1,1,1,3,2,1,1,2,3,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033937",196,6,5,3,10,4,2,0,2,2,1,2,1,0,3,2,0,0,0,4,1,6,2,0,3,3,6,11,3,3,5,7,6,1,3,3,1,4,4,4,1,2,1,0,2,1,4,3,1,0,5,4,4,0,2,0,3,4,0,3,2,2,1,3,7,1,0,4,0,0,1,0,1,1,0,0,0,0,0,1,0,3,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033938",284,8,6,9,3,5,2,1,4,3,2,4,3,0,1,1,3,4,2,4,6,3,8,6,2,7,7,4,5,9,6,7,2,4,10,17,2,2,3,3,1,6,3,2,3,4,5,2,3,1,4,1,3,2,3,3,2,0,2,5,0,1,2,5,2,7,0,4,2,1,0,3,3,2,3,0,0,1,2,4,1,1,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033939",273,3,4,0,5,8,1,2,1,1,3,2,4,3,8,2,4,8,11,5,3,4,3,4,4,5,5,11,4,3,4,7,1,2,3,5,5,6,6,3,8,6,2,4,1,4,6,2,6,7,5,4,5,1,0,4,2,0,6,2,2,1,3,3,0,0,1,2,0,1,1,4,3,1,4,1,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033940",301,3,0,7,1,5,0,3,5,1,3,2,4,4,6,5,7,1,5,3,7,6,4,9,6,8,3,7,6,7,11,8,4,3,0,6,3,6,12,4,9,3,3,2,6,2,7,4,1,5,2,2,2,1,3,2,4,4,4,4,3,2,3,1,5,2,2,4,4,3,1,2,1,2,0,1,0,1,0,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033941",318,3,0,7,5,2,3,6,4,3,7,3,3,2,5,1,2,1,4,3,4,9,8,6,7,7,8,7,4,2,9,1,9,5,4,7,5,5,4,12,1,1,2,5,2,2,3,4,5,9,8,2,4,0,6,4,3,4,1,0,3,5,5,6,7,5,2,3,1,1,0,4,2,3,6,0,0,2,1,1,2,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033942",354,7,1,5,3,5,2,4,2,1,2,3,6,1,2,7,3,3,5,4,10,6,13,7,3,3,7,5,1,2,4,3,5,6,3,8,4,6,3,2,2,1,7,4,4,3,3,4,4,5,6,4,4,2,6,1,5,1,4,7,8,5,6,3,6,6,6,4,1,1,4,4,5,4,0,4,5,3,2,5,1,5,4,3,2,3,2,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0
"E00033943",292,5,4,2,11,8,1,2,7,3,2,1,2,2,0,0,1,1,3,1,3,0,3,7,8,6,14,8,6,12,11,8,2,10,4,0,5,6,6,4,2,1,2,2,3,2,4,8,3,4,2,2,0,1,1,5,4,2,2,3,3,2,6,4,2,5,3,4,2,2,8,3,3,0,2,1,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"E00033944",248,2,0,2,1,5,0,3,1,1,1,2,1,2,0,3,1,0,1,2,13,20,11,7,12,5,4,2,7,5,3,2,7,8,7,6,0,2,8,3,1,4,3,4,2,6,2,3,2,4,8,4,2,2,2,2,1,6,0,1,0,0,1,3,0,2,1,1,2,0,1,3,1,1,1,2,1,2,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033945",195,3,2,3,1,2,0,0,0,0,1,2,3,1,2,1,1,0,1,4,2,2,3,2,5,1,8,7,9,4,3,4,4,3,3,0,3,6,1,2,2,1,4,1,3,4,4,3,2,3,2,3,1,2,3,1,3,4,4,5,3,1,3,2,2,3,2,4,1,1,0,0,4,1,1,3,2,0,2,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033946",410,3,4,1,11,7,12,9,6,2,12,9,10,7,5,2,5,6,4,4,5,9,10,6,8,5,2,8,3,9,5,7,3,11,4,4,4,7,10,10,13,7,3,6,5,7,1,4,3,10,4,2,6,2,8,4,1,5,5,3,3,7,3,1,4,4,3,2,3,3,3,0,2,0,3,0,2,0,4,3,1,1,2,1,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"E00033947",269,6,1,10,5,4,2,3,5,3,4,5,1,3,4,4,5,10,8,5,4,6,4,5,7,5,2,4,3,4,2,2,5,6,2,1,2,3,2,5,2,6,4,5,2,2,11,5,2,3,4,3,3,4,4,1,2,2,4,0,2,3,1,0,2,1,2,3,0,2,1,0,1,2,4,5,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033948",333,2,9,3,4,3,7,8,2,3,2,5,2,8,4,2,5,6,5,9,4,3,3,7,10,7,9,4,8,3,9,6,6,2,4,0,6,2,5,10,3,10,4,3,6,2,4,3,6,1,1,0,3,2,4,2,3,4,3,2,6,4,2,5,5,3,3,0,2,2,3,5,3,4,3,2,6,0,0,1,1,3,0,0,0,0,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"E00033949",280,8,4,3,4,5,4,0,4,2,3,6,1,4,5,2,6,4,6,4,4,1,1,6,5,1,6,2,4,1,5,2,5,3,17,1,1,5,2,4,1,2,2,1,7,4,4,4,3,5,8,7,3,3,1,6,3,1,3,6,2,1,6,3,2,5,3,0,2,0,2,2,1,3,6,1,2,1,1,1,1,1,1,1,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033950",413,3,6,5,5,6,7,3,3,9,4,8,5,7,12,7,5,4,5,4,3,5,3,4,3,4,9,5,5,7,8,4,4,5,6,5,8,8,3,4,7,7,7,8,6,4,1,3,6,6,1,7,8,4,8,4,6,11,8,8,5,5,3,4,4,4,4,5,3,6,2,5,4,5,1,3,1,2,1,2,3,1,3,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"E00033951",249,2,2,6,3,1,1,0,3,0,1,1,0,2,1,1,1,0,3,3,3,2,3,3,4,8,5,2,7,1,1,4,1,7,3,2,4,0,1,1,3,0,3,1,2,5,4,3,3,6,6,1,3,5,8,5,5,6,3,10,6,4,5,4,2,7,3,5,3,3,1,1,3,3,3,2,4,1,1,4,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033952",354,0,0,2,4,0,0,2,4,1,4,5,3,6,2,4,3,2,3,6,5,5,4,6,8,1,11,4,2,1,3,4,8,3,6,4,0,4,5,2,3,5,1,3,4,4,7,3,4,6,6,4,9,8,8,5,9,13,9,12,12,7,10,8,6,6,7,5,4,2,5,4,2,2,2,2,2,2,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033953",379,5,4,7,5,2,7,2,3,6,7,2,5,8,4,8,1,6,5,6,10,6,10,5,10,11,0,4,7,11,7,5,5,5,4,2,9,11,9,4,9,3,7,6,3,4,1,7,6,5,6,3,3,6,5,6,3,2,3,4,3,2,4,5,6,4,0,1,4,4,1,2,2,2,1,1,1,1,1,2,3,3,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033954",214,1,1,1,2,1,3,2,2,0,3,2,2,2,2,3,6,4,3,2,2,4,1,1,2,6,0,3,1,2,1,1,2,2,5,4,2,3,4,1,2,1,2,3,2,2,2,0,0,5,3,5,3,6,2,2,5,2,4,4,9,4,3,7,2,1,1,6,2,1,2,1,4,1,5,0,3,2,0,3,1,1,4,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033955",344,7,7,6,6,2,5,6,3,0,6,5,3,8,4,2,2,3,2,2,3,8,5,8,11,8,5,7,6,7,5,3,4,1,5,4,1,3,6,4,4,3,2,6,6,1,5,3,4,2,3,4,3,5,4,4,6,2,3,2,11,2,6,7,5,8,1,3,3,2,2,3,3,2,1,2,3,6,2,2,3,1,0,1,2,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
"E00033956",102,1,0,1,0,4,1,2,0,0,0,3,3,0,0,4,3,0,1,1,3,0,0,2,2,3,3,0,1,1,1,0,2,0,0,0,1,0,0,2,1,3,2,0,0,0,1,2,0,1,2,3,2,2,1,2,4,2,2,0,0,0,0,2,1,0,2,2,1,3,0,1,0,0,3,2,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033957",314,7,6,4,4,8,3,6,6,2,4,4,3,7,3,5,8,4,3,8,1,3,4,5,8,6,11,12,5,3,9,4,7,5,2,0,7,3,4,2,5,7,7,2,2,0,4,0,3,6,7,9,3,4,3,3,3,0,3,6,2,1,3,2,4,5,1,1,3,1,0,1,1,2,0,3,3,2,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033958",320,8,3,3,7,4,8,4,4,1,5,5,2,4,6,4,3,4,10,5,2,4,6,10,3,10,2,3,7,14,3,10,6,4,2,4,2,3,3,5,8,5,5,3,1,7,3,1,3,5,8,4,3,6,6,2,3,1,5,3,2,4,0,1,3,4,3,2,2,0,1,1,1,3,1,1,2,3,3,2,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"E00033959",264,4,9,1,2,6,4,1,4,3,2,3,3,3,4,0,2,0,3,4,4,2,5,8,1,5,6,6,4,4,4,4,6,4,1,4,4,4,3,5,2,4,2,0,2,1,4,5,1,3,0,2,0,4,3,3,7,2,3,6,3,1,5,1,5,9,2,3,3,4,8,2,5,2,2,3,0,3,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033960",331,5,3,3,6,4,4,4,7,2,2,3,5,9,6,4,5,6,7,8,4,6,9,8,2,2,8,9,6,8,4,1,3,1,4,2,4,1,1,5,6,9,8,4,1,8,5,5,3,5,5,7,7,3,3,2,2,2,4,1,4,1,1,4,5,5,2,1,1,5,6,1,2,4,2,3,2,1,2,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"E00033961",277,5,3,5,5,4,2,5,2,2,3,1,2,2,3,1,1,2,3,5,3,3,6,2,4,3,5,6,2,9,9,11,5,4,2,2,1,5,2,4,6,1,2,2,4,5,3,3,5,2,7,2,3,3,3,4,3,2,2,3,2,5,3,3,8,7,4,2,1,2,0,0,4,1,3,1,8,5,0,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033962",292,2,3,1,9,2,1,2,4,1,5,4,3,3,4,4,4,5,6,8,2,8,5,6,3,3,6,5,3,4,7,2,6,3,8,6,8,1,6,6,1,4,3,2,10,1,2,2,1,5,6,2,8,4,1,3,5,0,2,4,2,9,4,1,7,3,3,4,2,4,1,3,1,0,1,2,2,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033963",357,10,4,3,9,4,6,8,8,0,2,9,0,4,6,0,4,4,9,5,3,1,3,9,8,7,3,7,10,6,7,12,8,2,5,6,4,2,4,1,3,1,4,4,11,3,7,5,6,4,5,6,6,4,2,4,3,4,3,2,4,7,5,3,7,4,3,4,3,2,2,1,2,1,4,1,0,1,2,1,3,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"E00033964",286,6,2,5,4,3,1,2,9,0,1,4,2,3,2,2,2,4,2,7,3,3,4,4,3,4,8,5,5,7,6,7,4,3,11,0,6,6,5,2,3,3,5,1,3,4,2,3,7,8,4,2,3,1,3,4,2,4,4,3,3,5,4,5,4,6,1,0,2,2,3,4,2,0,0,2,2,1,3,0,2,1,1,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
"E00033965",281,1,0,1,2,1,2,1,5,4,3,6,2,3,4,4,4,2,5,2,7,4,2,2,6,3,2,3,0,4,2,2,4,1,2,1,6,2,3,3,4,5,1,8,3,2,2,1,12,3,5,6,5,3,1,5,2,1,5,2,6,2,5,6,7,6,5,5,1,3,1,2,3,5,3,2,2,1,1,1,7,3,2,2,0,3,1,3,1,0,0,1,2,0,0,1,0,1,0,0,0,0
"E00033966",257,2,4,4,8,2,2,2,2,5,1,2,5,4,1,3,1,5,1,3,2,3,6,3,3,2,2,4,7,2,11,1,4,7,5,1,2,3,4,3,5,2,5,1,1,8,2,2,5,3,2,3,4,5,4,4,2,5,10,5,4,1,3,2,2,7,1,3,3,2,1,0,1,0,1,1,3,1,2,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"E00033967",300,9,7,2,4,5,9,6,1,2,2,0,2,7,4,6,1,2,4,8,5,5,1,7,7,8,6,5,2,5,7,4,3,2,3,1,7,2,5,5,3,0,3,1,1,1,2,3,6,5,2,4,3,4,1,3,10,2,2,3,3,2,5,7,5,4,1,3,0,3,3,5,1,4,3,1,1,2,2,2,1,3,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00033968",145,1,2,1,1,0,1,2,1,3,2,4,1,2,1,0,1,1,0,2,1,1,6,1,2,2,3,1,3,3,4,4,3,1,2,3,5,2,2,3,2,4,1,1,3,3,1,0,2,1,2,0,5,2,0,6,3,1,0,3,1,3,2,1,1,4,3,0,0,1,0,1,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00033969",246,4,3,4,3,4,4,0,1,0,2,3,2,0,1,3,1,12,3,3,5,2,5,4,3,2,2,1,0,2,4,2,2,6,6,5,5,2,1,6,6,3,1,1,6,4,0,2,1,5,4,4,7,5,2,6,3,4,7,6,5,4,5,3,2,4,2,2,4,1,4,1,4,2,2,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033970",298,1,2,3,4,1,4,2,3,5,4,5,5,5,3,4,3,2,4,5,4,0,1,6,1,3,3,0,0,4,5,6,4,3,4,2,8,1,5,4,1,6,5,6,10,8,4,1,6,3,7,5,5,3,0,4,4,4,4,2,5,7,3,3,2,4,4,3,3,5,4,4,1,2,3,4,2,2,4,1,1,2,2,1,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033971",190,0,1,0,1,0,3,3,2,1,5,4,1,6,2,4,1,5,4,1,2,5,4,2,1,0,2,2,2,2,0,3,1,0,0,3,3,3,3,1,5,2,3,4,6,4,1,4,4,2,3,1,1,2,1,3,0,2,5,1,6,4,3,4,3,2,1,2,4,1,2,4,4,0,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033972",251,2,4,3,3,5,0,1,2,1,1,3,3,1,3,5,8,4,3,3,3,4,2,8,9,4,2,3,1,5,5,7,1,2,4,2,3,6,2,2,6,3,4,5,3,1,4,5,1,9,4,4,3,3,4,6,0,6,3,2,1,0,2,1,1,0,1,3,3,2,3,3,5,4,1,1,3,2,1,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033973",182,3,3,3,1,5,2,3,1,0,1,0,2,1,2,4,0,1,4,1,0,3,8,2,3,4,4,3,2,7,1,3,4,1,3,4,4,1,4,1,1,0,2,1,2,1,1,1,2,2,3,1,5,0,3,5,3,1,3,2,1,4,3,1,1,2,1,2,0,1,1,6,2,1,1,3,1,1,0,2,1,1,0,1,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0
"E00033974",287,3,3,4,1,2,0,5,3,2,3,4,1,8,1,1,5,4,4,6,3,4,5,0,2,6,2,7,7,5,6,2,0,3,3,2,5,6,3,2,1,4,4,2,4,2,3,4,2,5,4,9,4,7,5,2,3,4,2,2,3,2,5,4,4,7,5,1,4,5,3,0,3,1,2,1,2,3,0,1,2,1,2,3,1,0,0,2,2,3,1,2,4,2,0,0,0,0,0,0,0,0
"E00033975",349,3,6,6,4,5,3,5,4,1,2,2,5,3,6,8,2,3,7,4,3,5,3,6,6,3,5,3,6,11,10,5,6,6,8,6,7,3,5,2,5,7,2,4,6,7,3,11,3,2,2,2,8,3,5,3,5,1,4,6,5,1,7,7,7,3,2,3,3,5,3,3,1,3,2,4,2,1,3,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033976",211,2,3,4,3,1,0,0,3,2,2,1,2,0,0,3,4,1,0,7,4,2,2,2,2,1,2,4,1,1,0,6,3,10,4,1,4,3,7,6,3,2,3,2,1,2,1,2,3,4,2,3,1,5,3,4,3,4,4,4,4,1,4,2,5,8,4,1,2,0,2,0,3,4,0,2,2,0,0,1,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033977",156,0,2,1,2,0,1,0,1,0,2,4,4,1,0,3,3,2,2,0,3,1,3,0,0,2,0,1,0,2,1,0,5,0,2,3,1,1,5,2,3,6,0,2,4,1,3,1,0,1,1,2,4,2,1,2,0,1,1,6,1,4,6,3,2,3,1,4,0,2,1,3,2,2,2,1,1,0,3,2,0,3,2,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00033978",165,1,0,0,0,1,1,1,2,0,1,2,0,2,0,0,0,2,0,0,3,1,2,1,3,2,3,1,1,1,2,4,5,2,2,2,0,1,5,0,1,3,4,5,0,5,5,2,1,3,5,1,3,2,0,2,1,1,2,2,2,1,3,4,9,2,2,3,3,1,1,3,1,1,2,4,6,3,1,1,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0
"E00033979",121,1,0,1,3,0,1,0,0,0,0,1,2,2,0,2,4,0,2,0,1,1,2,0,2,1,0,0,2,1,4,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,2,4,1,0,2,3,0,5,3,2,3,2,1,5,1,2,3,4,3,3,1,2,3,0,2,2,1,0,3,5,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00033980",242,1,1,1,3,6,2,3,1,5,3,1,5,2,4,3,1,1,2,2,3,1,4,5,4,3,0,2,0,6,3,0,3,4,2,1,1,0,1,1,2,1,4,5,1,2,4,4,4,4,4,3,8,5,9,5,6,5,6,5,3,1,7,0,2,2,7,4,3,2,1,1,4,3,6,0,2,4,1,1,3,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"E00033981",148,0,2,0,1,2,0,4,0,2,1,1,1,0,0,2,1,1,2,1,0,1,1,0,0,2,1,1,1,2,0,1,1,0,1,1,2,0,2,0,0,2,1,0,2,1,1,1,2,3,1,0,2,0,2,2,0,4,2,3,4,4,6,3,0,4,5,3,3,3,2,3,2,2,2,4,1,4,3,2,1,2,3,2,4,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"E00033982",110,2,3,0,1,2,1,0,0,0,5,2,4,1,2,2,3,0,2,2,4,1,1,0,1,1,1,0,0,3,3,1,1,3,0,2,4,1,1,0,1,0,1,0,0,3,1,2,1,1,2,1,4,0,3,0,0,1,1,0,2,3,1,1,1,0,0,0,2,1,1,1,1,1,3,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
