"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00033784",189,115,14,67,0,4,1,11,17,1,74,41,0,10,15,8
"E00033785",128,93,15,58,0,2,4,7,7,0,35,23,0,4,6,2
"E00033786",140,123,7,86,0,15,3,10,2,0,17,10,1,4,2,0
"E00033787",130,105,17,67,0,4,6,7,4,0,25,22,0,1,2,0
"E00033788",107,97,9,61,1,4,1,14,5,2,10,7,0,0,3,0
"E00033789",105,81,11,55,0,6,1,7,1,0,24,21,0,1,2,0
"E00033790",109,93,10,66,1,6,1,7,2,0,16,9,0,2,5,0
"E00033791",150,79,19,42,0,1,0,1,10,6,71,29,1,20,15,6
"E00033792",80,65,5,48,1,3,2,3,1,2,15,11,0,1,2,1
"E00033793",134,79,19,35,0,1,2,3,17,2,55,29,1,11,11,3
"E00033794",117,70,18,33,0,2,2,1,14,0,47,15,1,7,21,3
"E00033795",119,77,14,51,0,2,0,7,3,0,42,31,0,1,9,1
"E00033796",89,48,11,27,0,1,0,3,6,0,41,26,1,3,11,0
"E00033797",106,54,14,31,0,0,0,3,4,2,52,29,1,3,12,7
"E00033798",136,95,14,56,0,12,2,9,2,0,41,36,0,0,4,1
"E00033799",117,60,12,34,2,0,0,2,9,1,57,41,1,4,7,4
"E00033800",84,73,12,52,0,2,1,2,4,0,11,6,1,1,3,0
"E00033801",128,49,15,25,0,1,0,0,7,1,79,46,0,10,18,5
"E00033802",76,36,4,25,0,0,2,3,2,0,40,26,0,6,6,2
"E00033803",120,58,17,37,0,0,1,1,2,0,62,35,0,3,18,6
"E00033804",120,56,12,31,0,0,0,4,8,1,64,32,0,5,21,6
"E00033805",97,33,11,12,0,1,0,3,5,1,64,38,0,1,19,6
"E00033806",122,98,11,53,0,1,2,9,18,4,24,7,2,0,10,5
"E00033807",227,136,27,59,2,2,1,14,27,4,91,29,7,2,43,10
"E00033808",92,38,10,9,1,1,2,3,10,2,54,31,1,5,13,4
"E00033810",145,87,19,28,0,6,1,3,25,5,58,18,8,4,20,8
"E00033811",218,103,29,30,0,2,1,10,23,8,115,51,8,11,35,10
"E00033812",177,106,26,38,1,5,0,3,29,4,71,31,2,7,23,8
"E00033813",207,119,22,55,0,4,4,7,21,6,88,24,5,13,38,8
"E00033814",165,76,27,23,1,1,0,1,16,7,89,26,7,8,35,13
"E00033815",168,94,17,41,2,1,5,8,18,2,74,23,2,12,26,11
"E00033816",130,77,18,35,1,0,3,8,8,4,53,30,2,7,13,1
"E00033818",141,46,16,15,0,3,1,2,9,0,95,49,1,11,25,9
"E00033819",142,94,13,42,0,3,3,5,16,12,48,10,15,4,12,7
"E00033820",141,83,18,36,1,0,1,7,18,2,58,22,5,5,20,6
"E00033821",113,55,16,20,1,1,0,6,9,2,58,22,4,3,25,4
"E00033822",159,88,17,40,1,2,0,4,18,6,71,28,3,9,14,17
"E00033823",58,29,5,16,0,0,0,2,6,0,29,16,1,2,10,0
"E00033824",165,97,19,36,1,9,1,3,23,5,68,16,8,20,17,7
"E00033825",135,76,15,33,2,3,2,4,14,3,59,21,3,7,18,10
"E00033826",176,145,14,87,1,2,3,11,9,18,31,14,5,1,7,4
"E00033827",152,104,17,56,2,2,8,3,11,5,48,8,6,2,25,7
"E00033828",155,81,18,36,1,1,1,7,13,4,74,27,5,4,21,17
"E00033829",142,97,12,52,1,1,3,5,12,11,45,5,9,1,16,14
"E00033832",144,108,16,61,0,2,1,14,11,3,36,17,3,0,11,5
"E00033833",192,150,30,69,1,3,3,9,30,5,42,9,5,1,20,7
"E00033836",91,61,3,33,0,0,3,8,14,0,30,12,0,1,14,3
"E00033837",127,63,15,29,1,0,0,8,9,1,64,28,1,5,23,7
"E00033838",105,55,13,20,0,0,0,6,14,2,50,24,1,11,12,2
"E00033839",242,91,18,59,0,2,0,4,5,3,151,115,5,8,20,3
"E00033840",213,127,10,80,2,0,2,4,22,7,86,8,22,4,46,6
"E00033841",145,59,14,26,0,3,0,5,7,4,86,35,3,4,40,4
"E00033842",194,128,25,33,0,1,2,5,39,23,66,11,23,7,14,11
"E00033843",142,73,17,22,1,1,4,2,19,7,69,26,3,11,17,12
"E00033844",134,49,16,21,0,2,1,1,7,1,85,37,4,17,22,5
"E00033845",142,86,9,47,0,3,2,6,9,10,56,31,7,1,13,4
"E00033846",207,124,26,64,0,0,5,8,13,8,83,39,10,5,23,6
"E00033847",127,70,13,24,1,0,2,2,13,15,57,26,5,5,14,7
"E00033848",147,105,13,75,0,5,3,7,2,0,42,41,1,0,0,0
"E00033849",132,90,12,60,0,5,3,8,1,1,42,39,0,3,0,0
"E00033850",162,106,11,67,1,8,8,7,3,1,56,51,1,0,2,2
"E00033851",119,76,3,48,1,2,0,9,3,10,43,34,2,2,4,1
"E00033852",106,67,7,46,0,1,1,8,3,1,39,30,2,1,4,2
"E00033853",125,90,10,57,1,8,1,7,5,1,35,27,3,0,3,2
"E00033854",134,87,10,61,1,1,0,11,2,1,47,43,0,2,0,2
"E00033855",110,51,8,27,1,3,1,5,6,0,59,44,1,0,12,2
"E00033856",180,64,7,32,1,0,1,2,19,2,116,82,0,3,13,18
"E00033857",116,69,9,48,0,3,2,6,1,0,47,43,0,1,2,1
"E00033859",117,91,10,49,0,11,7,7,4,3,26,22,0,0,3,1
"E00033861",171,108,8,74,0,2,3,12,5,4,63,47,0,0,12,4
"E00033862",141,91,12,67,1,0,0,6,4,1,50,38,0,0,9,3
"E00033863",121,82,9,63,0,1,2,6,1,0,39,38,0,0,0,1
"E00033864",110,69,8,43,0,2,6,6,3,1,41,37,0,0,4,0
"E00033865",137,95,11,63,0,7,1,12,1,0,42,37,1,0,2,2
"E00033866",122,81,14,54,0,5,2,5,1,0,41,38,1,1,1,0
"E00033867",118,74,6,52,0,3,3,8,2,0,44,41,0,1,2,0
"E00033868",119,82,13,55,0,6,1,6,1,0,37,29,1,2,2,3
"E00033869",122,75,8,55,0,2,0,10,0,0,47,43,0,0,0,4
"E00033870",172,70,17,30,0,0,0,2,17,4,102,35,3,12,46,6
"E00033871",115,72,10,54,1,1,1,5,0,0,43,39,0,2,2,0
"E00033872",125,88,6,70,0,4,1,6,1,0,37,35,0,1,1,0
"E00033873",138,77,10,53,0,0,1,8,5,0,61,45,0,3,12,1
"E00033874",131,76,10,53,0,3,1,6,2,1,55,52,0,0,2,1
"E00033875",119,74,8,55,0,2,5,3,1,0,45,41,0,0,4,0
"E00033876",117,71,10,45,0,2,2,11,1,0,46,42,1,1,0,2
"E00033877",130,86,9,63,1,3,2,7,0,1,44,39,0,1,4,0
"E00033878",127,80,14,57,0,1,1,5,2,0,47,42,0,1,3,1
"E00033879",116,83,8,64,1,3,2,3,0,2,33,31,0,1,1,0
"E00033880",187,127,17,85,1,6,3,11,3,1,60,54,0,1,4,1
"E00033881",125,85,7,60,0,2,2,11,2,1,40,36,0,2,0,2
"E00033882",104,65,9,47,0,2,2,5,0,0,39,36,0,0,1,2
"E00033883",129,83,11,55,0,2,1,7,6,1,46,38,0,1,2,5
"E00033884",130,77,13,61,0,0,0,3,0,0,53,49,1,0,1,2
"E00033885",213,163,16,127,2,4,0,9,5,0,50,46,0,2,0,2
"E00033886",112,71,8,49,1,3,2,6,1,1,41,40,0,1,0,0
"E00033887",137,92,10,71,0,2,0,5,1,3,45,40,0,1,3,1
"E00033888",130,79,8,57,0,5,2,6,1,0,51,48,0,2,0,1
"E00033889",123,79,9,48,1,10,3,7,1,0,44,43,0,0,1,0
"E00033890",121,73,12,40,0,1,0,3,15,2,48,20,3,1,19,5
"E00033891",131,78,9,56,0,4,2,5,2,0,53,44,1,1,5,2
"E00033892",63,36,6,23,0,0,0,1,6,0,27,18,0,1,7,1
"E00033893",118,71,15,42,1,1,2,2,7,1,47,42,1,2,1,1
"E00033894",126,77,7,55,0,2,2,7,3,1,49,48,0,1,0,0
"E00033895",108,92,18,56,0,4,4,7,2,1,16,11,0,2,2,1
"E00033896",123,83,9,51,0,4,4,12,2,1,40,30,2,1,6,1
"E00033897",123,81,4,49,0,5,7,14,2,0,42,39,1,0,1,1
"E00033898",149,100,25,50,0,2,3,7,9,4,49,27,1,5,15,1
"E00033899",129,70,10,39,0,0,3,2,14,2,59,26,1,11,13,8
"E00033900",112,61,13,24,1,0,1,5,11,6,51,18,4,13,14,2
"E00033901",184,118,21,54,0,2,9,3,19,10,66,24,2,1,34,5
"E00033902",118,78,20,37,0,0,3,2,7,9,40,20,1,7,8,4
"E00033903",112,80,14,30,0,0,1,6,22,7,32,13,1,7,7,4
"E00033904",144,56,19,27,1,1,0,4,4,0,88,55,1,2,28,2
"E00033905",119,41,9,25,0,1,1,1,4,0,78,52,1,3,19,3
"E00033906",126,69,12,21,0,1,0,2,29,4,57,17,6,2,29,3
"E00033907",161,110,14,49,0,1,1,6,32,7,51,17,7,5,20,2
"E00033908",175,127,24,55,0,0,2,8,33,5,48,15,5,6,13,9
"E00033909",114,64,12,32,0,2,0,4,5,9,50,27,4,3,9,7
"E00033910",158,95,24,44,0,1,6,7,12,1,63,23,5,8,13,14
"E00033911",148,88,17,41,0,0,2,10,18,0,60,25,3,10,18,4
"E00033913",111,77,3,54,0,3,1,8,6,2,34,11,0,5,15,3
"E00033914",143,90,13,35,0,10,2,3,16,11,53,26,1,5,13,8
"E00033915",102,68,13,29,0,2,2,5,16,1,34,17,2,7,8,0
"E00033917",136,98,19,47,0,1,2,8,19,2,38,19,1,4,10,4
"E00033918",161,65,13,35,1,2,0,1,12,1,96,58,0,2,28,8
"E00033919",128,63,12,26,0,2,0,6,17,0,65,32,1,3,24,5
"E00033920",150,57,15,29,0,2,0,4,4,3,93,62,2,5,23,1
"E00033921",163,117,27,56,0,1,7,2,13,11,46,17,1,3,17,8
"E00033922",136,96,14,61,2,2,3,6,7,1,40,22,5,3,6,4
"E00033923",138,86,14,37,0,1,2,1,29,2,52,18,2,6,19,7
"E00033924",179,124,21,57,1,5,0,1,30,9,55,16,2,9,8,20
"E00033925",167,96,16,37,0,1,0,8,30,4,71,12,9,4,33,13
"E00033926",138,86,14,48,0,3,0,3,11,7,52,23,4,5,14,6
"E00033927",147,96,27,53,0,0,2,2,6,6,51,24,1,9,9,8
"E00033928",114,57,13,27,0,0,1,4,9,3,57,29,2,2,22,2
"E00033930",126,76,17,30,1,1,1,0,20,6,50,20,5,5,14,6
"E00033931",139,85,16,48,2,1,3,4,9,2,54,16,4,6,22,6
"E00033932",119,77,17,34,1,4,0,4,11,6,42,27,0,5,10,0
"E00033933",97,63,17,31,0,0,0,5,6,4,34,15,4,6,3,6
"E00033934",162,96,14,50,0,0,0,5,20,7,66,13,13,0,32,8
"E00033935",190,108,15,38,2,4,5,7,32,5,82,21,4,9,24,24
"E00033936",127,74,12,42,0,3,0,1,11,5,53,23,2,11,10,7
"E00033937",95,49,9,30,0,1,0,0,5,4,46,20,2,8,13,3
"E00033938",137,82,16,45,0,1,1,3,12,4,55,22,2,5,11,15
"E00033939",113,71,12,39,1,0,3,2,12,2,42,18,1,4,16,3
"E00033940",142,75,21,34,0,2,0,7,10,1,67,22,9,6,27,3
"E00033941",138,73,11,44,0,1,1,4,7,5,65,34,2,9,17,3
"E00033942",180,83,10,48,0,4,0,6,15,0,97,62,3,3,23,6
"E00033943",146,101,15,55,0,4,1,7,19,0,45,26,5,3,4,7
"E00033944",132,88,12,50,0,0,0,6,10,10,44,11,10,1,11,11
"E00033945",96,60,5,38,0,0,1,3,11,2,36,19,5,3,5,4
"E00033946",168,99,17,60,1,0,1,4,10,6,69,25,8,6,21,9
"E00033947",108,65,19,33,0,2,1,3,6,1,43,14,1,11,15,2
"E00033948",151,80,16,48,0,1,1,1,11,2,71,35,4,10,16,6
"E00033949",151,67,15,33,0,1,0,0,16,2,84,35,2,11,29,7
"E00033950",180,95,16,56,1,1,0,4,15,2,85,44,1,10,24,6
"E00033951",121,68,18,39,0,1,0,4,6,0,53,34,0,1,15,3
"E00033952",151,98,19,66,0,2,2,5,3,1,53,38,0,1,12,2
"E00033953",178,108,31,51,1,1,1,6,15,2,70,26,0,10,26,8
"E00033954",112,49,14,23,1,0,0,1,9,1,63,38,0,3,15,7
"E00033955",160,88,23,44,0,0,5,6,9,1,72,37,2,9,18,6
"E00033956",42,14,2,6,1,1,0,0,3,1,28,17,0,5,5,1
"E00033957",134,85,10,53,0,2,4,5,9,2,49,20,0,10,15,4
"E00033958",135,82,27,36,0,0,2,3,14,0,53,25,0,7,12,9
"E00033959",138,78,18,42,0,1,2,2,10,3,60,34,2,7,17,0
"E00033960",129,81,16,45,0,0,1,7,10,2,48,25,1,5,13,4
"E00033961",136,72,11,44,0,4,2,3,7,1,64,32,0,9,18,5
"E00033962",121,72,14,36,0,2,4,6,9,1,49,25,0,2,17,5
"E00033963",173,93,27,47,0,1,0,4,14,0,80,37,3,10,22,8
"E00033964",172,84,18,27,2,0,2,5,27,3,88,28,2,4,42,12
"E00033965",134,74,9,35,1,1,1,8,16,3,60,28,0,5,21,6
"E00033966",133,81,22,46,0,2,0,6,5,0,52,23,0,6,16,7
"E00033967",138,74,23,33,1,1,1,0,13,2,64,33,0,12,16,3
"E00033968",91,42,7,25,0,0,0,0,7,3,49,14,1,4,26,4
"E00033969",113,70,15,39,0,3,1,5,5,2,43,26,0,2,10,5
"E00033970",146,65,16,30,1,5,0,1,12,0,81,42,0,8,26,5
"E00033971",77,35,9,13,1,0,1,2,9,0,42,28,0,3,10,1
"E00033972",135,81,19,38,0,3,0,7,12,2,54,25,3,2,20,4
"E00033973",84,37,8,15,0,2,0,3,4,5,47,22,0,5,13,7
"E00033974",134,69,12,40,0,0,0,1,14,2,65,32,0,7,21,5
"E00033975",174,97,20,54,0,1,3,1,17,1,77,34,1,7,28,7
"E00033976",114,66,6,48,0,0,1,4,6,1,48,28,1,2,13,4
"E00033977",78,28,5,10,0,1,1,5,6,0,50,34,0,2,9,5
"E00033978",116,50,6,33,1,2,0,0,7,1,66,36,3,1,17,9
"E00033979",72,17,5,5,1,0,0,2,3,1,55,35,0,2,17,1
"E00033980",114,58,16,27,0,1,0,5,9,0,56,30,1,7,13,5
"E00033981",90,18,7,7,0,0,0,0,3,1,72,47,2,2,16,5
"E00033982",43,20,7,9,1,1,0,0,2,0,23,12,0,2,7,2
"E00033983",110,81,15,45,0,0,1,2,17,1,29,9,2,2,10,6
"E00033984",102,66,11,42,1,0,0,7,4,1,36,25,3,1,6,1
"E00033985",110,66,13,39,0,0,0,5,9,0,44,19,4,4,13,4
"E00033986",108,73,15,48,0,1,0,4,5,0,35,27,0,3,4,1
"E00033987",133,88,17,47,0,1,1,10,9,3,45,23,2,2,16,2
"E00033988",119,81,12,48,0,2,1,4,12,2,38,15,0,10,8,5
"E00033989",115,86,11,46,0,1,1,8,18,1,29,17,0,4,6,2
"E00033990",120,88,9,62,0,2,2,7,5,1,32,18,0,8,3,3
"E00033991",117,79,13,55,0,0,0,4,5,2,38,28,0,3,6,1
"E00033992",129,53,17,25,0,1,3,0,7,0,76,44,0,6,24,2
"E00033993",208,118,22,72,0,0,3,4,16,1,90,50,3,6,28,3
"E00033994",132,93,24,53,1,1,0,5,8,1,39,19,2,11,6,1
"E00033995",109,76,10,57,0,1,1,0,7,0,33,26,1,4,2,0
"E00033996",117,82,14,48,0,0,0,6,14,0,35,21,0,7,5,2
"E00033997",147,95,21,59,0,0,3,7,3,2,52,27,3,3,16,3
"E00033998",122,67,23,29,0,1,3,2,8,1,55,38,0,6,7,4
"E00033999",118,50,12,25,0,1,0,0,8,4,68,28,2,4,26,8
"E00034000",117,59,17,24,0,5,3,3,7,0,58,36,1,5,11,5
"E00034001",147,89,11,63,1,1,3,6,3,1,58,36,3,1,11,7
"E00034002",107,42,6,27,0,1,2,0,5,1,65,52,0,3,9,1
"E00034003",91,40,19,15,0,0,1,2,3,0,51,26,0,5,15,5
"E00034004",96,41,14,21,0,0,1,2,3,0,55,31,1,2,19,2
"E00034005",131,63,11,42,0,0,0,7,2,1,68,49,1,4,11,3
"E00034006",121,64,10,42,0,2,0,5,5,0,57,41,0,3,12,1
"E00034007",97,41,6,28,0,0,0,5,2,0,56,36,1,7,9,3
"E00034008",120,76,15,47,1,3,1,4,5,0,44,28,1,4,8,3
"E00034009",112,38,4,25,0,0,0,2,7,0,74,54,0,2,14,4
"E00034010",108,46,10,29,0,0,1,3,2,1,62,51,0,1,9,1
"E00034011",141,111,6,83,0,4,3,11,4,0,30,15,1,2,9,3
"E00034012",111,63,19,35,0,2,1,2,4,0,48,23,2,4,16,3
"E00034013",128,64,9,38,0,0,0,8,7,2,64,27,3,1,29,4
"E00034014",111,48,19,27,0,0,0,2,0,0,63,46,0,3,11,3
"E00034015",110,50,14,23,0,1,0,2,9,1,60,31,1,5,16,7
"E00034016",113,46,14,22,1,0,0,2,7,0,67,42,2,6,9,8
"E00034017",123,87,21,52,0,3,0,7,3,1,36,25,3,0,8,0
"E00034019",131,82,15,48,0,3,4,5,7,0,49,35,3,2,8,1
"E00034020",125,91,17,64,0,0,3,2,5,0,34,22,3,4,4,1
"E00034021",120,80,19,48,0,2,2,8,1,0,40,33,1,1,5,0
"E00034022",152,100,15,62,0,4,6,7,6,0,52,37,3,2,9,1
"E00034023",136,78,17,36,0,2,1,9,11,2,58,31,1,6,12,8
"E00034024",145,96,17,61,0,0,3,3,12,0,49,20,3,8,17,1
"E00034025",178,87,22,37,0,0,5,4,17,2,91,35,4,10,38,4
"E00034026",129,89,14,60,0,1,1,2,8,3,40,19,1,4,13,3
"E00034027",108,69,14,46,0,0,1,4,4,0,39,12,1,6,14,6
"E00034028",164,108,26,63,1,2,2,8,3,3,56,26,1,5,17,7
"E00034029",177,113,14,66,0,6,3,12,10,2,64,30,0,10,16,8
"E00034030",123,82,15,48,0,2,0,7,10,0,41,22,0,6,12,1
"E00034031",106,71,8,34,0,0,1,5,23,0,35,23,1,3,6,2
"E00034032",120,81,16,52,0,2,2,7,2,0,39,35,0,0,3,1
"E00034033",98,68,9,49,0,1,1,6,1,1,30,26,0,3,1,0
"E00034034",132,90,18,52,2,5,2,5,5,1,42,25,0,2,14,1
"E00034035",127,77,18,45,0,3,2,4,3,2,50,26,1,9,8,6
"E00034036",120,82,16,54,0,2,1,5,2,2,38,31,2,1,3,1
"E00034037",132,87,16,63,0,1,0,3,3,1,45,34,0,2,8,1
"E00034038",136,94,23,61,0,1,0,3,5,1,42,29,2,3,7,1
"E00034039",143,85,10,57,1,0,3,7,7,0,58,41,1,1,12,3
"E00034040",108,71,12,50,1,0,1,4,3,0,37,25,3,5,3,1
"E00034041",129,75,18,47,0,2,1,4,3,0,54,48,0,0,4,2
"E00034042",135,85,21,51,0,0,4,6,3,0,50,40,3,1,5,1
"E00034043",159,86,11,48,1,0,1,7,17,1,73,40,1,4,25,3
"E00034044",130,78,12,48,2,1,1,7,7,0,52,32,1,3,10,6
"E00034045",152,100,19,55,0,0,0,4,21,1,52,31,2,5,12,2
"E00034046",133,79,21,44,1,1,0,0,9,3,54,33,1,3,15,2
"E00034047",129,83,10,55,0,4,1,4,9,0,46,27,0,6,9,4
"E00034048",117,69,15,41,0,2,1,5,5,0,48,39,1,1,5,2
"E00034049",130,90,11,64,0,0,2,4,7,2,40,29,0,3,7,1
"E00034050",135,96,16,65,0,2,0,6,7,0,39,25,0,4,8,2
"E00034051",106,73,10,56,0,2,0,2,3,0,33,24,1,1,3,4
"E00034052",119,87,23,58,0,0,0,2,4,0,32,21,0,2,6,3
"E00034053",157,105,21,58,0,3,1,9,11,2,52,18,3,7,14,10
"E00034054",133,84,14,55,0,2,1,5,7,0,49,32,0,6,10,1
"E00034055",162,118,15,60,1,4,5,7,23,3,44,19,2,3,13,7
"E00034056",139,80,22,44,0,0,0,2,10,2,59,27,4,9,13,6
"E00034057",112,77,12,48,0,0,2,2,13,0,35,17,0,5,12,1
"E00034058",152,95,13,50,0,0,0,4,24,4,57,26,0,9,17,5
"E00034059",187,121,28,66,0,0,2,6,16,3,66,39,0,9,14,4
"E00034061",142,102,20,56,0,1,1,8,14,2,40,25,0,7,7,1
"E00034062",190,109,17,51,0,4,2,7,14,14,81,32,26,1,19,3
"E00034063",145,104,13,39,1,2,1,3,6,39,41,13,18,0,8,2
"E00034064",119,91,14,26,0,0,0,4,4,43,28,10,13,0,3,2
"E00034065",126,73,6,48,0,2,4,5,5,3,53,41,0,1,6,5
"E00034066",143,76,22,39,0,0,2,3,7,3,67,38,1,5,20,3
"E00034067",131,96,15,58,1,3,3,6,7,3,35,22,1,6,5,1
"E00034068",144,92,15,45,0,1,2,7,14,8,52,18,5,6,19,4
"E00034069",167,109,18,40,2,2,2,8,11,26,58,26,7,9,14,2
"E00034070",157,107,24,40,1,1,5,3,27,6,50,13,3,8,20,6
"E00034071",182,123,18,64,2,3,4,6,15,11,59,33,5,5,14,2
"E00034072",151,69,9,36,1,1,2,3,9,8,82,36,3,6,25,12
"E00034073",101,78,11,39,2,3,2,3,3,15,23,10,5,2,4,2
"E00034074",171,112,28,63,1,0,0,5,10,5,59,22,2,10,17,8
"E00034075",152,92,13,52,0,0,0,4,21,2,60,31,3,4,15,7
"E00034076",143,99,21,31,2,4,0,5,19,17,44,27,5,5,4,3
"E00034077",147,93,19,52,0,1,1,4,15,1,54,29,2,8,13,2
"E00034078",140,89,21,39,0,0,0,1,19,9,51,20,7,3,14,7
"E00034079",162,111,30,49,0,0,1,8,11,12,51,20,7,4,15,5
"E00034080",113,77,15,52,0,0,2,2,1,5,36,16,2,5,9,4
"E00034081",200,116,13,65,0,2,0,5,19,12,84,37,9,11,22,5
"E00034082",117,61,5,44,0,0,0,2,7,3,56,32,6,5,10,3
"E00034083",107,79,10,43,0,0,0,5,6,15,28,12,2,5,7,2
"E00034084",105,69,15,29,1,0,3,3,8,10,36,12,10,3,7,4
"E00034085",143,92,21,34,1,1,0,7,17,11,51,16,12,2,19,2
"E00034086",61,29,5,17,0,1,2,2,2,0,32,10,11,4,5,2
"E00034087",91,63,8,22,0,1,1,6,7,18,28,12,9,2,5,0
"E00034088",161,95,20,47,0,1,3,6,8,10,66,24,4,7,15,16
"E00034089",99,74,14,33,0,0,0,4,4,19,25,14,7,2,1,1
"E00034090",114,79,9,25,0,0,1,14,3,27,35,18,3,2,7,5
"E00034091",73,53,8,19,0,1,1,2,2,20,20,11,5,0,2,2
"E00034092",84,67,5,39,0,1,1,2,1,18,17,11,2,0,3,1
"E00034093",158,98,13,41,0,1,3,2,12,26,60,21,10,1,26,2
"E00034094",141,99,15,46,0,1,0,6,5,26,42,21,8,1,7,5
"E00034095",134,78,11,45,0,1,2,1,10,8,56,27,14,2,9,4
"E00034096",126,83,11,29,0,0,1,4,15,23,43,21,11,3,7,1
"E00034097",109,83,12,33,0,2,3,3,3,27,26,16,6,2,0,2
"E00034098",125,83,7,46,1,3,0,6,3,17,42,24,10,0,5,3
"E00034099",102,75,7,38,0,2,2,7,4,15,27,14,8,1,4,0
"E00034100",150,106,13,68,1,0,2,7,6,9,44,22,4,2,12,4
"E00034101",152,97,20,63,0,0,0,9,5,0,55,29,3,6,14,3
"E00034102",138,84,14,49,0,0,3,2,13,3,54,28,0,4,15,7
"E00034104",153,108,16,60,0,1,7,9,11,4,45,24,0,4,10,7
"E00034105",150,90,11,43,1,2,1,8,8,16,60,19,10,9,16,6
"E00034106",86,65,6,41,0,1,3,5,5,4,21,11,2,1,5,2
"E00034107",128,80,19,44,0,1,0,4,4,8,48,21,10,6,7,4
"E00034108",121,53,12,26,0,0,4,2,6,3,68,43,3,5,14,3
"E00034109",102,59,10,37,1,1,1,4,5,0,43,18,1,7,13,4
"E00034110",143,106,13,67,0,0,1,10,9,6,37,23,2,2,7,3
"E00034111",121,62,19,30,0,3,0,4,6,0,59,33,0,5,16,5
"E00034113",116,73,14,41,0,0,1,8,9,0,43,23,0,4,14,2
"E00034114",123,70,15,42,0,0,0,2,10,1,53,33,1,8,9,2
"E00034115",113,72,12,41,0,1,1,5,10,2,41,26,1,2,12,0
"E00034116",153,87,25,36,0,3,1,0,19,3,66,39,2,5,13,7
"E00034117",124,69,21,35,0,1,1,0,10,1,55,28,0,11,15,1
"E00034118",92,56,10,37,1,0,2,2,4,0,36,20,2,4,7,3
"E00034119",124,72,22,37,0,1,0,3,6,3,52,35,2,4,6,5
"E00034120",103,54,12,29,1,0,1,3,7,1,49,28,0,7,10,4
"E00034121",117,61,12,36,0,1,3,1,7,1,56,22,0,10,16,8
"E00034122",128,58,18,30,0,0,1,1,8,0,70,37,2,4,21,6
"E00034123",137,65,17,31,0,0,0,4,12,1,72,19,1,23,19,10
"E00034124",127,70,23,28,1,1,2,4,11,0,57,30,0,11,13,3
"E00034125",125,62,20,27,1,0,0,2,8,4,63,34,3,8,14,4
"E00034126",148,103,13,79,1,2,1,3,2,2,45,29,0,2,10,4
"E00034127",126,84,20,51,0,0,0,6,6,1,42,19,1,4,16,2
"E00034130",117,63,13,34,0,0,0,5,9,2,54,34,0,5,13,2
"E00034131",152,91,12,61,0,0,1,4,12,1,61,36,1,6,10,8
"E00034132",91,44,9,23,0,0,1,2,9,0,47,24,0,4,17,2
"E00034133",101,60,10,39,0,0,1,5,5,0,41,28,1,5,5,2
"E00034134",133,65,16,34,0,2,2,0,9,2,68,34,0,9,23,2
"E00034135",117,66,15,42,0,0,3,5,1,0,51,27,3,6,8,7
"E00034136",136,73,11,49,1,2,0,2,8,0,63,33,0,10,14,6
"E00034137",108,61,17,29,2,1,2,3,5,2,47,24,1,9,12,1
"E00034138",129,79,21,27,0,2,0,4,22,3,50,25,1,12,9,3
"E00034139",118,49,14,30,0,0,1,0,4,0,69,42,3,8,11,5
"E00034140",98,49,11,24,0,1,1,7,3,2,49,33,0,3,12,1
"E00034141",111,44,12,19,0,0,1,2,10,0,67,42,2,7,14,2
"E00034142",146,84,20,46,0,0,1,6,11,0,62,42,2,5,9,4
"E00034143",123,65,10,43,0,1,0,5,4,2,58,35,0,12,9,2
"E00034144",136,76,14,44,0,1,0,4,13,0,60,36,2,7,14,1
"E00034145",106,56,11,25,0,0,1,4,15,0,50,34,1,4,7,4
"E00034146",120,74,32,26,0,1,3,3,7,2,46,22,1,8,12,3
"E00034147",106,42,7,26,0,0,0,1,6,2,64,36,2,7,19,0
"E00034148",149,82,28,35,1,0,1,3,14,0,67,31,1,12,18,5
"E00034149",118,61,18,31,0,0,1,2,8,1,57,33,2,9,7,6
"E00034150",92,53,9,33,0,1,3,3,4,0,39,26,0,3,8,2
"E00034151",119,60,24,25,0,1,0,1,5,4,59,34,3,10,11,1
"E00034152",127,72,16,43,0,1,1,4,6,1,55,38,1,2,9,5
"E00034153",133,67,24,30,0,1,0,0,12,0,66,32,4,11,12,7
"E00034154",140,74,16,47,0,0,0,3,8,0,66,40,1,7,16,2
"E00034155",148,83,15,50,0,0,1,4,12,1,65,30,1,14,19,1
"E00034156",104,53,12,23,0,2,1,2,13,0,51,27,0,4,19,1
"E00034157",133,74,13,46,0,1,0,2,12,0,59,33,2,2,16,6
"E00034158",140,73,14,53,0,0,0,2,4,0,67,45,0,4,15,3
"E00034159",121,85,14,61,1,0,0,6,3,0,36,20,0,2,13,1
"E00034160",111,65,16,43,0,1,0,3,2,0,46,37,1,0,8,0
"E00034161",131,86,24,46,0,0,2,5,9,0,45,27,1,2,13,2
"E00034162",143,98,16,54,0,5,2,6,14,1,45,25,0,7,10,3
"E00034163",118,53,8,35,0,0,1,1,8,0,65,39,2,7,12,5
"E00034164",158,88,27,35,0,0,1,9,15,1,70,38,1,7,21,3
