"GeographyCode","QS501EW0001","QS501EW0002","QS501EW0003","QS501EW0004","QS501EW0005","QS501EW0006","QS501EW0007","QS501EW0008"
"E00034358",296,98,50,45,5,38,50,10
"E00034359",210,66,35,24,6,16,52,11
"E00034360",141,68,17,15,0,15,21,5
"E00034361",176,97,14,19,3,19,18,6
"E00034362",208,144,18,16,4,7,14,5
"E00034363",222,102,30,26,4,22,29,9
"E00034364",193,81,17,30,2,14,38,11
"E00034365",262,140,33,32,3,29,17,8
"E00034366",283,149,31,30,3,31,21,18
"E00034368",226,76,36,38,9,24,36,7
"E00034369",221,74,21,44,4,27,40,11
"E00034371",199,134,21,15,4,9,9,7
"E00034372",216,116,34,19,5,16,20,6
"E00034373",181,113,30,14,1,11,11,1
"E00034374",220,113,28,33,3,17,11,15
"E00034375",358,78,75,67,16,52,61,9
"E00034376",271,83,45,40,6,30,57,10
"E00034377",266,62,47,51,7,33,57,9
"E00034378",256,62,43,51,9,41,46,4
"E00034379",286,55,40,69,6,46,61,9
"E00034380",269,55,46,45,16,31,65,11
"E00034381",427,102,72,74,22,63,85,9
"E00034382",294,70,45,51,8,39,65,16
"E00034383",353,71,55,80,16,46,73,12
"E00034384",248,66,30,47,7,37,38,23
"E00034386",339,89,52,55,4,52,64,23
"E00034387",206,68,24,34,8,34,26,12
"E00034388",212,95,24,37,9,22,17,8
"E00034389",182,45,43,29,4,24,29,8
"E00034390",296,77,51,47,10,45,55,11
"E00034391",317,71,53,51,13,43,80,6
"E00034392",248,65,46,45,6,41,38,7
"E00034393",215,63,43,36,9,30,30,4
"E00034394",243,47,43,45,14,38,48,8
"E00034395",185,58,19,42,4,24,35,3
"E00034396",248,69,26,46,10,36,47,14
"E00034397",261,61,50,50,4,35,46,15
"E00034398",246,62,54,37,8,27,49,9
"E00034399",282,73,41,46,11,43,58,10
"E00034400",224,68,41,38,5,28,37,7
"E00034401",309,89,52,49,6,56,45,12
"E00034402",248,66,38,42,8,37,48,9
"E00034403",267,62,50,50,13,34,49,9
"E00034404",229,42,28,49,7,43,55,5
"E00034405",291,70,52,54,14,50,47,4
"E00034406",282,57,45,61,7,47,50,15
"E00034409",320,85,51,59,12,35,66,12
"E00034410",249,66,47,37,9,38,44,8
"E00034412",288,85,38,58,8,31,50,18
"E00034413",209,67,27,27,7,27,47,7
"E00034414",221,64,34,48,10,28,29,8
"E00034415",283,109,34,42,6,26,36,30
"E00034416",289,91,45,47,14,29,48,15
"E00034417",208,101,41,27,5,11,14,9
"E00034418",332,78,46,75,14,55,50,14
"E00034419",204,64,39,24,9,25,38,5
"E00034420",205,64,39,26,10,30,33,3
"E00034421",250,72,46,40,11,23,46,12
"E00034422",247,103,28,40,7,34,29,6
"E00034424",209,122,19,21,5,12,16,14
"E00034425",260,117,36,52,7,19,20,9
"E00034426",347,130,38,63,8,48,51,9
"E00034427",206,101,30,23,7,12,24,9
"E00034428",266,91,39,55,6,32,31,12
"E00034429",224,96,32,41,8,12,27,8
"E00034430",227,80,35,42,7,36,22,5
"E00034431",198,53,42,28,5,19,43,8
"E00034432",305,71,66,62,6,37,56,7
"E00034433",241,43,17,39,10,28,99,5
"E00034434",324,44,27,50,9,34,145,15
"E00034435",274,42,24,43,10,37,108,10
"E00034436",265,45,19,37,10,20,125,9
"E00034437",304,114,45,51,7,31,48,8
"E00034438",214,49,15,29,10,25,80,6
"E00034439",246,34,17,27,6,28,132,2
"E00034440",244,67,33,34,8,35,61,6
"E00034441",243,54,36,28,14,43,61,7
"E00034442",244,36,34,31,12,38,89,4
"E00034443",248,66,27,30,10,31,69,15
"E00034444",249,59,29,33,9,37,62,20
"E00034445",253,59,35,33,6,29,79,12
"E00034446",361,75,38,50,18,37,137,6
"E00034447",269,16,23,35,2,29,159,5
"E00034448",228,39,23,35,8,26,88,9
"E00034449",155,35,19,16,8,8,60,9
"E00034451",245,74,19,30,1,15,97,9
"E00034453",231,73,16,24,9,26,76,7
"E00034454",276,144,22,26,14,18,37,15
"E00034455",209,28,28,42,9,23,68,11
"E00034456",219,42,28,33,6,28,75,7
"E00034457",211,48,26,43,12,22,52,8
"E00034458",188,48,22,27,14,19,51,7
"E00034459",254,58,33,40,12,43,61,7
"E00034460",191,39,14,19,14,17,71,17
"E00034461",154,42,14,23,11,14,47,3
"E00034462",216,47,29,25,17,29,64,5
"E00034463",194,25,18,24,6,17,99,5
"E00034464",235,71,20,41,17,35,46,5
"E00034465",236,40,25,40,6,13,104,8
"E00034466",249,68,47,25,14,24,64,7
"E00034467",245,28,18,35,6,34,121,3
"E00034468",249,44,35,49,11,30,74,6
"E00034469",227,13,23,31,6,21,128,5
"E00034470",281,33,36,36,2,31,137,6
"E00034471",256,46,22,35,10,23,114,6
"E00034472",263,49,31,38,7,32,95,11
"E00034473",277,44,23,37,15,21,129,8
"E00034474",281,91,34,34,5,37,67,13
"E00034475",209,53,33,34,8,37,36,8
"E00034476",224,57,19,31,6,24,82,5
"E00034477",260,27,30,39,11,26,118,9
"E00034478",295,89,27,34,8,35,96,6
"E00034479",278,33,32,46,12,36,113,6
"E00034480",201,119,17,16,11,8,24,6
"E00034481",202,74,34,29,5,19,31,10
"E00034482",164,87,9,11,4,13,31,9
"E00034483",254,81,40,39,5,34,49,6
"E00034484",248,85,40,30,9,24,54,6
"E00034485",242,51,29,37,5,29,79,12
"E00165671",314,94,57,52,12,41,51,7
"E00165713",108,17,20,21,5,13,27,5
"E00165714",123,38,22,23,5,15,19,1
"E00165715",339,111,51,44,5,41,79,8
"E00165716",266,100,39,41,8,22,34,22
"E00165717",138,19,17,16,2,20,61,3
"E00165718",348,87,38,52,18,39,101,13
"E00165719",217,43,24,27,5,26,80,12
"E00165720",268,37,23,34,3,41,121,9
"E00165721",113,21,10,12,1,14,45,10
"E00165722",291,80,43,33,6,34,86,9
"E00165723",183,30,28,27,9,24,54,11
"E00165724",306,72,28,33,11,38,115,9
"E00165725",155,59,19,18,7,14,32,6
"E00165726",384,199,62,44,7,29,32,11
"E00165727",149,52,28,23,3,14,22,7
"E00165729",277,104,31,34,15,26,47,20
"E00165730",374,53,53,63,19,43,129,14
"E00165731",224,40,23,26,3,26,101,5
"E00165758",140,28,21,22,6,15,44,4
"E00165759",222,67,19,30,6,29,62,9
"E00165760",185,116,22,10,6,11,15,5
"E00165762",294,74,34,55,11,44,65,11
"E00165763",200,104,29,22,4,21,8,12
"E00176596",205,75,10,30,10,16,49,15
"E00176597",235,131,32,36,3,12,14,7
"E00176598",188,28,26,40,3,25,63,3
"E00176599",169,80,26,23,3,18,11,8
"E00176600",160,16,28,33,7,29,41,6
"E00176601",270,24,39,54,8,40,96,9
"E00176602",109,42,7,16,3,12,17,12
"E00176603",169,11,10,15,1,26,100,6
"E00176604",146,6,18,5,1,21,94,1
"E00176605",191,5,12,17,2,31,116,8
"E00176606",175,16,19,13,5,26,94,2
"E00176607",174,1,9,15,1,41,99,8
"E00176608",202,13,24,26,6,29,102,2
"E00176609",254,126,32,29,2,27,24,14
"E00176610",276,140,53,31,2,22,20,8
"E00176611",186,13,9,19,1,111,30,3
"E00176612",310,36,12,28,4,154,67,9
"E00176613",218,3,6,28,0,93,81,7
"E00176614",526,26,22,36,0,344,84,14
"E00176615",272,16,10,21,0,167,52,6
"E00176616",226,7,10,26,0,90,89,4
"E00176617",848,16,11,47,1,668,77,28
"E00176618",171,85,8,25,4,14,30,5
"E00176619",235,16,9,7,3,60,128,12
"E00176620",250,14,9,15,3,79,118,12
"E00176621",134,1,5,6,0,32,81,9
"E00176622",168,5,13,10,6,20,109,5
"E00176623",98,6,4,3,1,15,55,14
"E00176624",960,46,24,113,1,605,116,55
"E00176625",160,6,5,14,1,25,103,6
"E00176626",221,9,17,20,0,24,137,14
"E00176627",183,51,13,12,4,36,61,6
"E00176628",194,4,11,19,2,49,92,17
"E00176629",204,6,15,29,7,38,90,19
"E00176630",265,67,28,49,11,41,56,13
"E00176631",172,75,16,28,5,22,19,7
"E00176632",185,31,39,41,10,20,38,6
"E00176633",139,33,17,14,4,23,42,6
"E00176634",428,24,6,26,0,206,102,64
"E00176635",250,6,13,14,0,76,125,16
"E00176636",195,21,18,14,2,29,86,25
"E00176637",119,14,7,6,1,27,54,10
"E00176638",202,23,16,18,7,35,100,3
"E00176639",584,5,18,64,1,298,147,51
"E00176640",348,77,38,28,4,66,103,32
"E00176641",102,27,5,11,2,20,28,9
"E00176642",277,10,10,22,1,54,165,15
"E00176643",193,6,8,22,0,33,110,14
"E00176644",181,17,8,9,0,29,97,21
"E00176645",172,8,15,17,1,17,104,10
"E00176646",173,12,13,15,3,44,63,23
"E00176647",201,7,7,11,1,47,112,16
"E00176648",381,110,48,62,5,36,87,33
"E00176649",180,102,21,25,4,6,19,3
"E00176650",187,11,3,20,2,37,101,13
"E00176651",188,72,22,35,5,17,24,13
"E00176652",211,10,9,23,3,57,81,28
"E00176653",410,12,18,35,3,101,222,19
"E00176654",182,12,3,13,3,24,115,12
"E00176655",465,42,24,16,1,119,179,84
"E00176656",194,16,11,19,2,26,116,4
"E00176657",194,8,8,22,1,47,98,10
"E00176658",246,12,13,19,1,75,103,23
"E00176659",334,23,20,42,3,132,99,15
"E00176660",164,7,6,10,0,22,110,9
"E00176661",191,8,7,15,0,76,69,16
"E00176662",238,48,43,47,9,22,61,8
"E00176663",233,44,22,34,3,33,75,22
"E00176664",182,48,23,30,3,30,41,7
"E00176665",348,165,50,52,2,32,38,9
"E00176666",946,17,20,55,5,694,129,26
"E00176667",715,82,26,55,5,345,182,20
"E00176668",396,103,42,54,14,54,108,21
"E00176669",182,50,27,18,3,25,51,8
"E00176670",239,44,36,40,11,31,56,21
"E00176671",272,106,37,44,13,25,40,7
"E00176672",128,13,16,17,1,26,45,10
"E00176673",158,33,27,22,1,22,39,14
"E00176674",191,2,13,16,5,37,108,10
"E00176675",349,12,21,42,3,55,195,21
"E00176676",173,25,14,24,0,26,62,22
"E00176677",249,55,36,42,8,41,58,9
"E00176678",245,66,30,39,9,32,65,4
"E00176679",222,3,12,22,2,33,135,15
"E00176680",243,7,20,21,0,41,142,12
"E00176681",182,3,14,18,2,31,95,19
"E00176682",175,3,11,15,3,28,106,9
"E00176683",177,4,2,15,0,44,103,9
"E00176684",220,7,9,10,1,36,139,18
"E00176685",254,116,23,33,6,23,34,19
"E00176686",182,6,17,22,5,43,68,21
"E00176687",1303,11,49,177,4,849,166,47
"E00176688",1361,25,91,146,10,787,153,149
"E00176689",885,21,30,71,2,505,148,108
"E00176690",425,45,39,20,2,135,81,103
"E00176691",211,24,13,7,1,103,44,19
"E00176692",233,8,16,17,0,79,97,16
"E00176693",157,18,20,13,4,31,57,14
"E00176694",169,16,10,15,0,28,91,9
"E00176695",221,37,17,24,1,35,95,12
"E00176696",359,132,61,61,9,29,48,19
"E00176697",250,70,32,39,11,38,45,15
"E00176698",610,6,14,56,1,444,54,35
"E00176699",200,84,23,23,9,20,27,14
"E00176700",186,6,15,20,6,32,90,17
"E00176701",227,5,9,17,0,25,147,24
"E00176702",247,23,10,19,3,145,41,6
"E00176703",205,10,19,25,3,28,118,2
"E00176704",170,50,22,32,4,22,28,12
"E00176705",103,10,13,27,3,18,28,4
"E00176706",255,41,31,58,7,43,67,8
"E00176707",220,70,28,21,2,18,37,44
"E00176708",149,67,18,17,2,11,20,14
"E00176709",316,7,8,13,0,158,107,23
"E00176710",238,121,20,20,7,43,15,12
"E00176711",737,51,20,74,1,290,156,145
"E00176712",239,13,4,33,0,129,42,18
"E00176713",355,46,16,41,0,194,36,22
"E00176714",145,60,31,13,1,16,17,7
"E00176715",109,67,7,14,2,1,11,7
"E00176716",168,14,7,18,3,28,91,7
"E00176717",121,31,20,10,5,10,39,6
"E00176718",171,67,24,18,1,20,28,13
"E00176719",180,12,14,19,1,23,106,5
"E00176720",209,13,26,28,5,20,108,9
"E00176721",194,13,16,19,5,31,108,2
"E00176722",238,24,23,27,3,37,122,2
"E00176723",236,16,15,30,4,20,149,2
"E00176724",136,22,7,11,0,26,66,4
"E00176725",165,8,20,10,3,23,98,3
"E00176726",350,98,31,44,6,108,55,8
"E00176727",270,89,24,30,2,49,67,9
"E00176728",844,286,189,136,38,67,75,53
"E00176729",197,45,39,38,9,27,35,4
"E00176730",131,32,24,22,3,17,30,3
"E00176731",100,38,11,15,2,8,15,11
"E00176732",280,81,50,41,6,31,51,20
"E00176733",184,54,25,34,7,14,24,26
"E00176734",105,16,5,6,1,19,53,5
"E00176735",191,3,10,15,1,51,100,11
"E00176736",209,8,11,18,0,50,111,11
"E00176737",185,8,7,12,0,41,99,18
"E00176738",94,49,14,16,1,7,3,4
"E00176739",213,4,11,17,1,55,111,14
"E00176740",536,38,13,25,0,191,158,111
"E00176741",188,103,21,21,3,10,27,3
"E00176742",156,17,35,30,3,27,32,12
"E00176743",179,22,28,40,5,24,41,19
"E00176744",445,45,20,27,2,155,101,95
"E00176745",203,40,33,29,0,24,51,26
"E00176746",488,180,56,53,5,42,131,21
"E00176747",109,59,12,16,1,9,6,6
"E00176748",188,6,9,16,2,40,104,11
"E00176749",243,6,10,17,2,39,151,18
"E00176750",194,71,33,31,7,27,20,5
"E00176751",188,37,26,27,1,27,65,5
"E00176752",251,114,23,26,2,26,47,13
"E00176753",153,64,24,35,2,9,9,10
"E00176754",203,90,44,32,9,17,11,0
"E00176755",227,88,37,36,8,23,24,11
"E00176756",202,7,11,19,1,29,126,9
"E00176757",195,32,17,12,0,19,107,8
"E00176758",685,45,26,62,2,386,94,70
"E00176759",175,76,21,38,2,20,14,4
"E00176760",132,59,22,29,1,7,9,5
"E00176761",166,32,24,29,4,19,52,6
"E00176762",155,70,22,31,1,11,17,3
"E00176763",68,18,13,10,0,6,19,2
"E00176764",188,63,15,44,5,27,22,12
"E00176765",182,41,23,28,1,21,44,24
"E00176766",170,4,7,10,1,28,112,8
"E00176767",180,58,31,33,6,12,27,13
"E00176768",458,261,40,50,7,27,45,28
"E00176769",159,4,18,20,0,28,79,10
"E00176770",911,368,173,154,18,88,60,50
"E00176771",595,10,29,71,5,394,66,20
"E00176772",217,32,15,28,6,27,103,6
"E00176773",142,15,27,15,2,32,47,4
"E00176774",87,49,11,9,2,8,6,2
