"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00033468",126,1,0,5,2,0,0,0,0,2,1,0,1,10,20,9,9,2,1,2,3,17,9,8,22,7,0,0
"E00033470",123,0,1,11,3,0,0,1,2,3,2,0,3,10,21,5,4,1,4,2,4,10,7,6,28,6,0,0
"E00033471",115,0,0,9,5,0,0,0,1,1,2,1,2,8,17,13,7,2,5,1,2,7,6,6,20,9,0,0
"E00033472",80,0,0,5,2,0,0,1,0,2,0,0,0,10,14,8,2,0,3,1,2,7,3,7,16,2,0,0
"E00033473",103,0,0,7,3,0,0,0,0,2,2,0,1,11,11,11,9,2,1,0,1,7,6,8,21,7,0,0
"E00033474",82,1,0,8,1,1,0,1,1,1,3,0,2,9,17,4,9,1,2,0,3,5,4,1,11,5,0,0
"E00033475",99,0,0,13,5,3,1,0,3,0,1,0,0,9,15,4,7,3,5,1,2,9,9,2,16,4,0,0
"E00033476",101,0,0,10,2,2,0,2,1,0,3,1,3,4,17,6,7,3,7,1,2,4,9,5,17,5,0,0
"E00033477",76,0,1,9,1,0,0,2,0,3,3,0,0,8,11,7,2,1,3,1,1,0,11,4,13,4,0,0
"E00033478",112,0,0,16,5,0,5,1,1,3,1,0,1,5,18,10,7,0,2,1,4,8,9,10,16,5,0,0
"E00033479",176,0,0,22,4,1,0,1,4,6,6,0,1,15,29,11,7,3,5,2,3,7,14,15,33,9,0,0
"E00033480",145,0,0,6,0,0,0,1,0,3,2,0,0,20,19,13,12,2,10,1,6,5,12,14,18,7,0,0
"E00033481",145,0,0,14,1,0,1,2,2,6,2,0,1,14,30,7,13,0,5,2,5,10,10,7,21,6,0,0
"E00033482",113,0,0,7,0,0,1,1,1,2,2,0,2,13,19,8,5,3,3,0,5,5,9,8,22,4,0,0
"E00033483",142,0,0,9,3,4,0,0,2,0,0,2,2,6,31,7,6,8,6,1,7,15,11,7,16,8,0,0
"E00033484",134,0,0,12,1,1,0,1,3,4,2,1,4,11,15,10,9,6,5,2,6,5,14,7,20,7,0,0
"E00033485",118,0,0,3,0,1,0,0,0,1,1,1,1,13,14,10,5,5,4,1,2,7,10,11,25,6,0,0
"E00033486",163,0,0,7,3,0,1,0,1,0,2,0,1,12,23,14,8,1,9,2,9,11,15,8,33,10,0,0
"E00033487",71,0,0,3,1,0,0,1,0,1,0,0,1,6,12,10,1,4,8,0,1,1,3,7,10,4,0,0
"E00033488",74,0,0,5,4,0,0,0,0,1,0,0,1,1,16,6,2,0,2,1,5,6,6,5,12,6,0,0
"E00033489",118,0,0,6,0,0,0,0,2,3,1,0,1,13,21,7,5,1,5,2,0,6,12,9,21,9,0,0
"E00033490",94,0,0,10,2,0,0,3,1,2,2,0,0,8,14,8,7,0,1,0,6,4,2,8,23,3,0,0
"E00033491",105,0,0,6,0,0,0,3,0,2,1,0,1,12,17,8,9,1,7,0,1,8,7,7,14,7,0,0
"E00033492",108,0,0,6,4,1,1,0,0,0,0,0,2,7,21,3,11,1,5,2,4,9,6,7,17,7,0,0
"E00033493",144,0,0,7,3,0,0,1,2,1,0,1,0,6,31,11,11,1,1,2,2,8,21,13,25,4,0,0
"E00033494",106,0,0,6,0,1,1,1,1,1,1,0,0,10,13,6,6,1,8,1,4,7,9,9,23,3,0,0
"E00033495",147,0,0,6,0,0,0,1,0,3,2,0,3,11,33,6,9,0,5,1,4,12,10,13,19,15,0,0
"E00033496",102,0,0,5,4,0,0,0,0,1,0,0,1,11,14,5,11,4,1,0,6,11,6,7,17,3,0,0
"E00033497",99,0,0,5,1,1,0,0,0,2,1,1,0,8,16,9,4,2,7,2,3,5,4,9,12,12,0,0
"E00033498",25,0,0,7,2,0,0,2,2,0,1,0,1,1,4,2,2,0,0,0,0,1,4,2,1,0,0,0
"E00033501",35,0,0,5,0,0,0,2,1,1,1,0,0,0,7,4,3,1,0,0,1,3,3,1,5,2,0,0
"E00033502",133,0,0,5,0,0,0,0,1,2,2,1,0,8,27,9,8,5,8,2,4,6,18,8,18,6,0,0
"E00033503",128,0,0,11,4,1,0,0,1,3,2,0,1,12,17,11,4,3,4,2,6,3,11,9,25,9,0,0
"E00033504",112,0,0,11,2,1,1,3,2,2,0,0,0,11,18,10,8,1,5,0,4,8,7,6,14,9,0,0
"E00033505",104,0,0,8,0,1,0,0,2,5,0,0,0,10,13,9,8,1,4,2,4,5,14,6,15,5,0,0
"E00033506",107,1,0,5,3,0,0,0,0,2,0,0,1,10,22,8,6,0,2,1,2,12,8,9,15,5,0,0
"E00033507",90,0,0,4,0,0,0,0,0,2,2,0,0,8,11,10,8,0,1,4,9,10,7,2,9,7,0,0
"E00033508",73,0,0,4,0,0,0,0,4,0,0,0,1,3,11,5,8,3,1,2,3,3,7,3,16,3,0,0
"E00033509",110,0,0,8,2,0,0,1,1,3,1,0,2,7,13,8,7,4,5,4,4,4,10,4,21,9,0,0
"E00033510",118,0,0,9,0,0,1,0,2,4,2,1,0,6,14,10,6,5,5,2,2,6,8,11,23,10,0,0
"E00033511",77,0,0,6,3,0,0,0,1,1,1,0,0,5,15,8,8,1,1,1,1,4,4,5,15,3,0,0
"E00033512",71,0,0,5,2,0,0,1,0,2,0,1,0,9,10,9,6,3,1,0,1,2,3,5,13,3,0,0
"E00033513",112,0,0,7,4,1,0,0,1,0,1,0,0,13,20,7,9,2,3,1,4,11,7,5,14,9,0,0
"E00033514",98,0,0,10,3,1,0,0,1,0,5,0,0,8,18,5,11,0,6,0,2,5,2,5,22,4,0,0
"E00033515",138,0,0,6,3,0,0,1,0,2,0,0,2,14,26,13,8,0,8,3,3,9,13,5,24,4,0,0
"E00033516",126,0,0,9,2,1,0,0,0,2,4,0,1,9,20,4,5,2,9,2,2,10,18,12,11,12,0,0
"E00033517",128,0,0,6,1,0,0,1,1,3,0,0,1,16,24,5,8,2,7,2,4,10,9,8,19,7,0,0
"E00033518",102,0,0,9,2,0,0,0,0,2,5,0,2,8,13,7,9,5,0,1,3,3,6,10,18,8,0,0
"E00033519",105,0,0,7,0,1,0,0,3,1,2,1,3,5,21,7,5,1,4,2,7,6,7,8,18,3,0,0
"E00033520",93,0,0,8,0,0,0,0,2,3,3,1,0,4,15,7,8,2,6,1,2,2,7,3,15,12,0,0
"E00033521",93,0,0,6,2,0,0,1,0,2,1,0,2,6,16,7,10,0,2,2,5,4,5,7,10,11,0,0
"E00033522",94,0,0,6,2,1,0,1,0,2,0,0,2,8,23,9,7,1,4,1,0,5,3,6,15,4,0,0
"E00033523",144,0,0,11,2,0,0,5,2,1,1,0,2,9,26,11,10,4,5,1,5,6,12,10,20,12,0,0
"E00033524",206,1,0,12,0,3,0,1,1,3,4,0,0,19,39,11,9,3,7,5,9,13,16,16,38,8,0,0
"E00033525",145,0,0,6,1,0,0,0,1,3,1,3,2,18,31,8,4,2,6,6,3,12,10,11,18,5,0,0
"E00033526",150,0,0,11,3,0,0,1,0,4,3,1,2,13,15,5,7,3,5,3,4,6,16,24,27,8,0,0
"E00033527",166,1,0,11,0,1,0,4,1,2,3,1,0,16,23,11,10,6,12,3,5,9,12,13,30,3,0,0
"E00033528",120,0,0,12,1,0,1,4,1,3,2,0,1,9,12,10,6,3,9,1,5,1,16,11,18,6,0,0
"E00033530",244,1,0,16,4,1,0,0,1,10,0,1,3,14,34,12,14,10,18,2,10,6,16,19,54,14,0,0
"E00033531",188,0,0,11,2,0,1,1,0,4,3,0,1,14,24,9,11,8,4,4,17,9,18,21,27,10,0,0
"E00033532",210,0,0,20,6,1,0,0,3,3,7,0,1,22,27,9,9,2,14,3,7,11,24,26,27,8,0,0
"E00033533",122,0,0,5,2,0,0,1,0,2,0,0,2,9,14,7,6,7,3,1,9,0,15,19,17,8,0,0
"E00033534",91,0,0,4,2,0,0,0,0,2,0,0,0,8,11,7,2,2,8,4,6,3,11,8,16,1,0,0
"E00033535",168,0,1,10,2,0,0,4,2,2,0,0,1,12,20,5,6,10,12,2,9,4,14,17,32,13,0,0
"E00033536",145,0,0,15,5,0,0,4,2,4,0,0,1,13,10,8,9,7,10,3,9,10,8,18,17,7,0,0
"E00033537",123,0,0,8,1,0,0,1,2,3,1,1,1,10,16,8,16,3,4,4,5,3,12,7,24,1,0,0
"E00033538",164,0,0,8,0,0,0,0,1,5,2,0,1,18,23,6,9,4,13,1,10,5,14,21,21,10,0,0
"E00033539",183,0,0,10,2,0,0,1,2,2,3,0,0,17,29,9,9,7,9,4,16,6,11,15,33,8,0,0
"E00033540",176,0,0,7,1,0,1,2,2,1,0,1,0,13,26,8,11,6,4,5,8,5,15,18,37,12,0,0
"E00033541",162,1,0,11,3,0,0,2,1,1,4,1,1,16,21,9,6,2,8,2,5,4,20,21,28,6,0,0
"E00033542",122,0,0,4,0,0,0,1,0,3,0,0,0,12,20,5,3,3,5,2,8,5,4,20,25,6,0,0
"E00033543",108,0,0,5,1,0,0,0,0,3,1,0,0,12,11,6,4,3,3,3,5,6,7,17,21,5,0,0
"E00033544",114,0,0,5,1,0,0,0,1,1,2,0,0,13,15,5,3,4,6,1,2,3,11,10,26,10,0,0
"E00033545",97,0,0,7,1,0,2,0,2,1,1,0,0,10,12,6,1,8,6,1,6,3,8,8,19,2,0,0
"E00033546",139,0,0,5,1,0,0,0,0,2,2,0,0,10,25,9,6,1,6,3,4,5,17,12,27,9,0,0
"E00033547",143,0,0,9,3,0,1,2,0,2,1,0,0,17,16,8,3,9,7,0,7,3,23,18,18,5,0,0
"E00033548",116,0,0,4,0,0,0,0,0,3,1,0,0,8,24,6,3,1,4,0,1,8,14,14,25,4,0,0
"E00033549",132,0,1,13,2,0,2,4,1,1,3,0,4,19,21,13,7,2,1,5,3,7,6,6,20,4,0,0
"E00033550",146,0,0,9,0,0,0,1,4,3,1,0,1,16,17,4,2,0,4,4,7,7,16,32,19,8,0,0
"E00033551",76,0,0,4,0,0,0,0,4,0,0,0,0,6,8,5,2,3,3,4,2,1,7,10,18,2,1,0
"E00033552",163,0,0,10,1,0,4,1,1,2,1,0,1,16,22,7,4,9,8,5,7,9,17,12,28,8,0,0
"E00033553",159,0,0,11,2,0,0,1,3,2,3,0,0,11,26,3,7,3,13,7,6,2,14,17,30,9,0,0
"E00033554",166,0,0,13,2,0,0,1,2,4,4,2,0,17,23,8,5,4,6,3,2,12,19,16,30,6,0,0
"E00033555",119,0,0,10,2,0,0,0,2,1,5,1,1,11,8,5,8,3,8,2,7,4,9,11,26,5,0,0
"E00033556",142,0,0,6,1,0,0,1,0,2,2,0,0,19,14,9,6,4,6,4,5,5,16,20,19,9,0,0
"E00033557",164,1,0,14,3,0,0,3,2,2,4,1,2,11,19,8,6,4,11,8,8,3,15,28,19,6,0,0
"E00033558",159,0,0,15,1,0,2,1,2,7,2,1,1,19,26,11,3,0,5,3,8,8,18,15,20,6,0,0
"E00033559",144,0,0,5,1,0,0,0,4,0,0,0,0,15,19,10,7,2,8,4,8,4,12,23,21,6,0,0
"E00033560",158,2,0,10,1,0,2,0,0,6,1,0,2,18,30,3,7,2,5,5,10,3,12,21,22,6,0,0
"E00033561",147,0,0,10,0,0,1,0,2,5,2,1,1,9,32,4,4,3,4,4,11,7,11,16,21,9,0,0
"E00033562",164,0,0,22,3,1,0,4,2,9,3,1,1,17,24,12,10,0,2,0,4,8,11,20,25,7,0,0
"E00033563",183,2,0,23,7,1,0,3,1,6,5,0,1,17,24,11,10,5,4,4,9,6,14,13,29,11,0,0
"E00033564",145,0,0,7,1,0,0,1,1,1,3,0,0,18,21,10,10,4,4,2,9,9,10,16,19,6,0,0
"E00033565",147,0,2,11,1,1,0,0,2,4,3,1,2,9,26,6,5,5,11,2,4,4,14,17,22,6,0,0
"E00033566",134,0,0,9,1,0,1,1,1,4,1,1,0,7,20,10,7,3,6,3,5,5,15,17,19,7,0,0
"E00033567",157,0,0,13,2,0,0,2,2,2,5,0,1,16,28,8,6,1,5,1,4,8,19,13,28,6,0,0
"E00033568",117,0,0,7,0,1,0,1,3,1,1,0,0,10,23,6,13,1,2,5,5,6,4,13,15,7,0,0
"E00033569",126,0,0,4,1,0,0,0,0,3,0,3,0,15,21,8,6,2,5,1,4,3,9,14,27,4,0,0
"E00033570",188,1,0,11,3,0,0,3,1,0,4,1,0,12,38,9,13,4,10,0,6,13,16,14,34,6,0,0
"E00033571",100,0,0,11,0,0,0,2,0,5,4,1,1,6,15,7,5,4,4,1,5,9,5,9,14,3,0,0
"E00033572",148,0,0,11,1,0,0,1,0,5,4,1,2,9,20,7,4,5,7,1,11,9,9,17,20,15,0,0
"E00033573",73,0,0,6,1,0,0,0,0,5,0,1,0,5,11,6,6,3,0,0,3,8,4,3,11,6,0,0
"E00033574",156,0,0,11,1,0,0,1,0,5,4,0,1,12,22,10,6,2,10,4,7,3,12,25,28,2,1,0
"E00033575",120,0,0,11,0,1,1,2,1,5,1,0,2,7,16,8,6,3,7,5,4,4,8,14,15,10,0,0
"E00033576",85,0,0,5,0,0,0,0,2,2,1,0,1,12,11,6,3,0,4,1,2,3,5,7,20,5,0,0
"E00033577",141,0,1,10,1,0,0,2,3,3,1,1,1,15,18,4,14,5,4,1,5,4,11,9,29,9,0,0
"E00033579",95,0,0,7,1,1,0,0,1,2,2,0,3,9,12,4,15,2,3,1,1,6,5,5,15,7,0,0
"E00033580",74,0,0,11,1,0,0,1,1,3,5,0,0,3,8,3,3,4,3,1,3,6,3,9,10,7,0,0
"E00033581",194,1,0,9,0,0,0,1,1,5,2,2,2,10,39,11,29,2,6,6,8,10,7,13,30,9,0,0
"E00033582",127,0,0,8,1,0,0,1,0,4,2,0,1,16,26,15,6,1,3,1,4,10,7,9,17,3,0,0
"E00033583",135,0,0,16,4,3,0,1,0,7,1,1,0,5,23,2,10,6,0,4,5,7,9,23,17,7,0,0
"E00033584",206,0,0,12,2,0,0,3,2,1,4,0,0,5,32,4,28,10,1,6,17,4,6,39,25,16,1,0
"E00033585",156,0,0,3,0,0,0,0,1,1,1,1,1,7,23,2,13,6,1,9,14,6,11,28,26,5,0,0
"E00033586",142,0,0,6,3,0,0,1,1,1,0,1,1,5,18,4,8,9,4,2,9,4,13,19,30,9,0,0
"E00033587",117,0,0,7,1,0,0,2,3,0,1,0,1,9,13,9,9,3,1,2,6,6,9,14,21,7,0,0
"E00033589",135,0,0,6,0,0,0,0,0,3,3,1,0,16,26,14,13,1,3,0,2,10,8,13,15,7,0,0
"E00033590",70,0,1,9,1,0,3,4,1,0,0,0,2,6,6,6,3,3,1,1,2,1,5,10,8,6,0,0
"E00033591",66,0,0,6,4,0,0,1,0,1,0,0,1,1,10,5,6,0,3,1,3,4,6,7,10,3,0,0
"E00033592",85,0,0,5,0,1,0,2,0,1,1,0,0,7,13,7,12,1,1,3,1,3,2,9,19,2,0,0
"E00033593",63,0,0,7,2,0,1,0,1,1,2,0,0,7,9,4,6,1,3,1,2,3,3,7,9,1,0,0
"E00033594",99,0,0,10,1,0,2,2,0,1,4,0,1,6,16,10,8,1,3,0,4,8,7,8,12,5,0,0
"E00033595",80,0,0,7,2,1,0,2,0,0,2,0,2,9,11,5,8,3,1,2,3,7,4,7,9,2,0,0
"E00033596",102,0,1,3,0,0,0,0,1,2,0,1,0,4,20,7,12,0,4,1,7,4,5,12,14,7,0,0
"E00033597",90,0,0,2,0,0,0,0,0,1,1,0,0,5,11,8,7,1,3,2,6,6,7,16,13,3,0,0
"E00033598",73,0,0,7,2,0,0,0,2,3,0,0,0,5,17,3,8,1,4,0,3,1,7,5,11,1,0,0
"E00033599",82,0,0,7,1,1,0,1,0,3,1,0,0,3,7,5,5,2,2,5,7,6,5,10,11,7,0,0
"E00033600",66,0,0,7,0,0,0,1,0,4,2,0,0,2,11,2,7,1,2,0,0,7,4,8,12,3,0,0
"E00033601",119,0,0,5,1,0,0,1,0,3,0,0,0,7,13,9,11,3,4,2,8,5,7,12,25,8,0,0
"E00033602",170,0,0,13,2,0,0,4,2,3,2,1,0,9,16,6,6,8,6,1,8,7,18,29,26,16,0,0
"E00033603",94,0,0,7,4,0,0,0,1,2,0,1,2,6,14,6,12,0,1,2,4,11,7,3,11,7,0,0
"E00033604",87,0,0,7,1,0,0,0,0,3,3,2,0,5,17,1,9,2,5,2,0,3,4,10,19,1,0,0
"E00033605",150,0,0,8,1,0,0,1,1,3,2,2,0,3,17,3,14,15,5,3,8,7,10,30,18,7,0,0
"E00033606",153,0,0,5,1,0,0,0,2,1,1,0,0,4,28,8,24,2,7,2,11,6,8,20,23,5,0,0
"E00033607",83,0,1,8,5,0,0,0,0,1,2,0,0,6,12,8,7,0,3,5,2,4,4,8,12,3,0,0
"E00033608",130,0,0,5,0,0,0,0,0,4,1,0,0,9,21,9,15,3,4,0,1,8,5,19,24,7,0,0
"E00033611",182,0,0,6,0,0,0,3,0,2,1,0,0,15,23,15,11,3,10,2,9,9,14,32,26,7,0,0
"E00033613",118,0,0,5,0,0,0,1,0,3,1,0,0,2,15,1,3,3,8,5,6,4,7,25,30,4,0,0
"E00033614",206,0,0,11,1,2,0,1,3,1,3,0,2,6,28,12,10,10,10,4,12,10,16,30,32,12,1,0
"E00033616",184,0,0,14,2,2,0,3,0,4,3,0,0,10,21,12,15,9,2,1,12,15,12,25,26,10,0,0
"E00033618",201,0,2,11,1,1,0,2,0,6,1,2,0,11,36,7,8,4,7,5,9,5,20,32,36,6,0,0
"E00033620",161,0,0,11,1,0,1,1,0,4,4,0,1,7,30,14,8,4,8,4,11,3,14,18,24,4,0,0
"E00033621",92,0,0,7,3,0,0,0,0,2,2,0,1,4,8,4,14,1,2,0,3,14,7,11,13,3,0,0
"E00033623",138,0,0,6,0,0,0,2,1,3,0,0,0,10,16,10,20,1,2,2,8,14,11,10,23,5,0,0
"E00033624",87,0,0,9,0,0,0,0,1,3,5,0,0,6,14,3,8,1,3,6,2,7,4,4,11,9,0,0
"E00033625",176,0,0,10,0,0,0,1,3,1,5,4,1,22,16,13,8,7,12,1,6,8,15,13,34,6,0,0
"E00033626",261,1,0,10,3,2,0,3,0,1,1,1,0,16,26,19,11,9,8,7,15,17,27,24,66,4,0,0
"E00033627",188,0,0,14,0,1,0,0,4,3,6,2,0,15,29,12,6,6,7,0,5,9,14,11,49,9,0,0
"E00033628",93,0,0,6,1,0,0,0,0,4,1,0,1,6,13,9,9,1,1,1,2,6,3,5,27,3,0,0
"E00033629",207,0,0,17,2,1,0,0,4,6,4,0,3,16,36,22,7,2,4,2,11,11,14,18,40,4,0,0
"E00033630",107,0,0,9,1,0,1,2,2,0,3,1,0,5,20,9,5,3,3,3,7,3,9,8,18,4,0,0
"E00033631",72,0,0,8,1,0,0,1,0,2,4,0,0,3,9,4,5,3,3,2,0,2,7,7,15,4,0,0
"E00033632",86,0,0,8,2,3,0,1,0,2,0,0,0,9,19,4,7,2,1,2,1,4,5,2,19,3,0,0
"E00033633",114,0,0,6,2,0,0,0,0,1,3,2,0,15,12,3,3,4,6,1,5,3,13,18,17,6,0,0
"E00033634",99,0,0,8,1,0,2,1,2,1,1,0,1,7,17,7,8,1,3,0,3,6,3,12,20,3,0,0
"E00033635",142,0,0,14,3,0,1,0,5,2,3,0,0,12,17,17,4,7,9,2,5,7,8,15,20,5,0,0
"E00033636",132,0,0,5,0,1,0,1,0,1,2,0,1,9,34,11,8,1,2,3,4,2,3,11,33,5,0,0
"E00033637",235,0,0,16,6,0,0,1,3,4,2,0,3,16,47,12,15,3,5,3,3,17,11,21,53,10,0,0
"E00033639",111,0,0,8,1,1,0,1,2,2,1,1,0,10,19,7,9,0,1,2,1,8,4,11,24,6,0,0
"E00033640",91,0,0,6,2,0,0,1,0,1,2,2,0,5,14,5,6,2,1,2,5,4,6,8,22,3,0,0
"E00033641",125,0,0,5,0,0,0,1,0,4,0,1,1,12,17,2,2,4,5,4,13,2,13,17,20,7,0,0
"E00033642",176,0,0,13,1,0,0,1,3,7,1,1,2,13,30,9,8,3,10,1,10,6,13,18,34,5,0,0
"E00033643",98,0,0,4,0,0,0,1,0,2,1,0,0,14,9,6,2,2,3,1,6,7,10,5,26,3,0,0
"E00033644",49,0,0,1,0,0,0,0,0,0,1,0,0,0,8,3,5,0,0,0,1,5,3,3,14,6,0,0
"E00033645",92,0,0,8,2,0,0,0,4,2,0,0,1,9,16,8,5,3,1,2,2,3,6,5,17,6,0,0
"E00033646",33,0,0,1,1,0,0,0,0,0,0,1,0,2,8,2,2,1,1,1,0,2,1,2,9,0,0,0
"E00033647",122,0,0,13,3,0,0,6,0,3,1,0,1,5,15,11,6,3,5,1,1,12,6,10,29,4,0,0
"E00033648",94,0,0,10,2,2,1,0,1,0,4,0,1,5,13,10,8,1,3,2,4,11,5,6,13,2,0,0
"E00033649",178,0,0,5,2,0,0,0,0,2,1,1,3,12,29,12,12,7,7,5,4,9,13,13,39,7,0,0
"E00033650",110,0,0,3,1,0,0,0,0,2,0,0,0,8,21,7,14,1,0,0,3,11,2,11,23,6,0,0
"E00033651",49,0,0,3,1,0,0,0,0,1,1,0,0,3,6,2,9,1,1,1,1,3,5,2,10,2,0,0
"E00033652",96,0,0,10,0,0,0,2,0,3,5,0,1,6,16,8,7,0,2,2,1,4,5,4,26,4,0,0
"E00033653",150,0,0,12,1,0,0,2,1,6,2,1,3,10,23,7,6,4,5,3,7,9,7,15,29,9,0,0
"E00033654",65,0,0,3,0,1,0,1,0,0,1,0,1,7,9,8,2,0,2,0,5,3,4,7,6,8,0,0
"E00033655",147,0,0,16,4,0,0,3,3,6,0,0,1,10,20,12,6,4,5,0,6,15,7,6,35,4,0,0
"E00033656",64,0,0,6,3,0,0,0,0,1,2,1,0,8,7,4,5,2,1,0,1,7,3,6,12,1,0,0
"E00033657",77,0,0,6,1,0,1,1,1,1,1,1,0,8,11,7,2,1,2,0,1,7,5,3,19,4,0,0
"E00033658",114,0,0,9,1,0,0,0,3,4,1,1,1,8,27,4,5,3,3,2,2,4,8,4,27,6,0,0
"E00033659",167,0,0,15,3,1,0,3,1,1,6,2,1,16,27,13,5,4,1,1,4,13,9,15,33,8,0,0
"E00033660",98,0,0,3,0,0,0,0,1,2,0,0,1,11,5,5,4,1,3,2,4,7,3,11,30,7,1,0
"E00033662",117,0,0,18,5,0,0,1,4,5,3,0,2,10,19,6,7,1,3,1,0,13,3,9,20,5,0,0
"E00033663",68,0,0,4,0,0,0,1,2,0,1,0,0,6,5,3,3,3,2,0,3,4,11,9,10,5,0,0
"E00033664",71,0,0,7,2,1,0,1,2,0,1,0,1,8,13,5,2,1,5,0,0,7,1,7,10,4,0,0
"E00033665",197,0,0,12,3,1,0,2,1,2,3,0,2,13,29,15,16,6,11,3,4,8,12,19,38,9,0,0
"E00033666",48,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,8,0,0,2,3,4,1,2,9,4,0,0
"E00033667",111,0,0,12,1,0,1,1,3,1,5,0,0,9,14,15,5,1,1,3,3,9,8,5,19,7,0,0
"E00033668",132,0,0,9,1,0,0,0,3,1,4,1,0,12,23,5,11,1,7,4,4,9,8,11,24,3,0,0
"E00033669",88,0,0,5,1,0,0,1,0,0,3,0,0,13,7,4,6,1,3,1,0,9,4,11,20,4,0,0
"E00033670",207,0,2,12,2,0,0,3,0,5,2,1,1,4,25,11,15,12,20,3,29,11,11,14,21,15,0,0
"E00033672",119,0,0,6,0,1,0,2,0,3,0,0,1,5,19,3,16,3,5,3,3,12,2,20,17,4,0,0
"E00033673",72,0,0,3,1,0,0,0,0,0,2,0,0,6,11,6,10,1,1,1,4,3,3,3,15,5,0,0
"E00033677",61,0,0,6,3,0,1,0,1,0,1,0,0,2,13,2,7,2,0,1,2,8,4,3,6,5,0,0
"E00033678",107,0,0,0,0,0,0,0,0,0,0,0,1,5,11,4,16,4,2,2,9,7,14,12,15,5,0,0
"E00033684",119,0,0,6,2,0,0,0,0,2,2,1,1,10,16,6,11,4,4,3,5,8,6,16,17,5,0,0
"E00033685",82,0,0,5,3,0,0,0,0,0,2,0,2,5,14,3,12,2,1,2,2,13,5,4,9,3,0,0
"E00033686",64,0,0,2,0,0,0,0,0,1,1,0,2,2,8,3,3,2,3,0,2,4,3,11,14,5,0,0
"E00033687",135,0,0,10,1,1,1,0,0,3,4,0,2,12,16,3,21,0,2,2,4,12,6,10,26,9,0,0
"E00033688",53,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,4,0,3,0,0,8,4,6,10,6,0,0
"E00033689",92,0,0,6,4,0,1,1,0,0,0,0,0,2,10,9,9,1,3,1,4,7,8,6,21,5,0,0
"E00033690",155,0,1,10,1,1,2,1,1,2,2,0,0,4,34,8,12,6,7,9,11,9,9,10,20,5,0,0
"E00033691",104,0,0,8,1,1,1,1,1,0,3,0,2,3,14,7,7,2,3,0,2,5,9,16,22,4,0,0
"E00033692",224,0,1,10,2,0,0,2,0,1,5,0,1,10,20,14,6,16,23,2,28,9,15,23,31,15,0,0
"E00033694",46,0,0,3,0,0,0,0,1,1,1,0,0,5,5,1,5,1,1,0,0,3,3,5,13,1,0,0
"E00033695",111,0,0,6,3,0,0,1,1,1,0,1,3,12,16,4,10,0,3,1,1,8,7,7,27,5,0,0
"E00033696",169,0,0,9,2,0,1,3,2,1,0,0,1,14,20,17,12,0,10,1,5,16,7,10,40,7,0,0
"E00033697",135,1,0,11,1,0,0,2,3,1,4,0,4,10,22,8,10,5,7,1,1,5,6,6,28,10,0,0
"E00033698",151,0,0,9,3,0,0,0,2,2,2,0,1,10,23,14,10,3,3,1,5,10,12,10,33,7,0,0
"E00033699",177,0,0,14,4,0,0,1,0,7,2,0,0,20,25,10,7,3,7,2,6,12,18,14,29,10,0,0
"E00033700",106,0,0,7,3,0,1,1,1,0,1,1,0,9,16,6,2,0,6,0,1,6,5,11,28,8,0,0
"E00033701",201,0,0,24,6,0,0,1,4,11,2,2,0,16,31,15,8,10,6,2,6,8,15,15,33,10,0,0
"E00033702",54,0,0,6,0,0,0,4,0,0,2,0,0,4,8,2,4,1,3,1,2,3,1,3,13,3,0,0
"E00033703",77,0,0,7,2,0,0,1,1,2,1,0,0,3,15,3,6,1,2,0,2,4,5,7,18,4,0,0
"E00033704",208,0,0,22,2,0,1,3,5,5,6,1,3,15,22,16,7,3,15,2,17,8,18,17,37,5,0,0
"E00033705",228,0,1,18,3,2,1,2,5,2,3,2,1,22,31,13,13,9,13,5,11,8,15,16,40,10,0,0
"E00033706",63,0,0,7,4,0,0,1,1,1,0,0,0,2,9,7,2,0,5,1,2,2,2,1,18,5,0,0
"E00033707",128,0,0,6,2,0,0,0,1,2,1,0,1,11,19,6,6,2,9,1,1,3,13,14,30,6,0,0
"E00033708",69,0,1,5,2,1,0,0,0,2,0,0,2,6,10,2,5,0,1,0,1,9,4,3,18,2,0,0
"E00033709",81,1,0,7,2,0,0,0,0,5,0,0,0,8,14,6,8,1,2,0,0,6,2,6,18,2,0,0
"E00033710",142,0,1,4,2,0,1,0,0,1,0,0,1,6,28,6,2,1,7,3,4,11,22,15,29,2,0,0
"E00033711",36,0,0,4,0,0,0,0,0,4,0,0,2,0,6,0,1,0,0,0,1,5,5,3,9,0,0,0
"E00033712",170,0,0,12,2,0,0,3,1,4,2,0,3,11,19,15,9,2,6,1,7,7,16,7,50,5,0,0
"E00033713",144,0,0,8,2,0,1,1,1,2,1,1,2,12,22,9,10,1,4,3,7,8,14,11,28,4,0,0
"E00033715",184,0,0,8,5,0,0,0,0,1,2,0,2,11,37,18,10,3,6,3,6,4,15,10,40,11,0,0
