"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E01006656",1493,1452,14,1,0,2,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01006657",1211,1157,6,0,3,3,2,4,0,12,0,1,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E01006658",1300,1227,2,0,1,6,2,1,5,13,0,0,1,0,2,1,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01006659",1765,1576,9,8,11,4,8,4,0,17,21,9,10,5,25,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,2,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006660",1433,1259,9,0,0,2,2,6,0,74,1,0,11,5,9,2,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"E01006661",1663,1548,7,0,1,0,3,5,3,7,0,0,8,0,37,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,13,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E01006662",1775,1613,10,0,0,2,7,1,2,38,1,0,9,3,27,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006663",1153,1098,4,0,0,1,0,1,0,21,0,0,3,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006664",1795,1583,7,0,12,12,6,5,0,19,7,5,25,0,27,1,3,1,0,0,0,0,1,0,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,38,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
"E01006665",1555,1465,6,1,1,2,1,7,0,15,0,0,13,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0
"E01006666",1504,1326,14,0,2,6,7,5,0,18,1,6,49,0,13,5,0,15,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,2,0,0,0,0
"E01006667",1453,1341,17,0,6,12,4,7,3,10,0,0,18,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"E01006668",1534,1438,5,0,0,8,0,9,1,11,3,0,25,0,2,0,0,11,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"E01006669",1470,1301,9,0,3,6,2,5,1,23,0,0,40,0,23,0,3,22,0,0,0,0,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006670",1526,1389,4,1,2,3,1,8,1,12,0,0,53,0,3,2,1,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
"E01006671",1355,1200,3,1,1,16,2,1,0,18,5,2,68,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006672",1955,1793,0,1,10,7,4,15,2,11,1,7,8,0,16,7,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,44,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006673",1937,698,25,0,16,83,92,35,30,16,28,26,114,1,226,50,19,170,1,9,2,0,0,0,2,1,1,0,7,53,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,8,5,2,0,0,11,0,1,1,0,0,0,21,6,4,0,1,0,3,0,2,4,4,9,28,0,9,0,0,0,0,87,2,0,4,0,0,0,3,0,0,2,0,5,0,0,2,0
"E01006674",1885,553,17,0,17,49,100,24,7,23,28,32,24,4,269,28,6,310,3,0,0,0,0,0,0,6,0,4,5,50,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,47,0,0,0,1,4,0,0,1,0,4,19,11,0,1,0,0,0,0,165,28,0,11,0,0,0,6,0,0,5,0,0,0,0,0,1
"E01006675",1824,1104,52,3,11,32,39,13,6,28,21,24,25,6,86,27,7,79,1,2,0,0,0,0,0,6,2,0,0,26,0,0,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,28,0,6,0,0,8,0,6,1,0,2,0,39,6,6,1,0,0,0,0,7,4,4,6,32,0,20,0,0,0,0,25,5,0,1,0,0,0,0,0,2,7,0,1,0,0,0,0
"E01006676",1753,767,25,1,2,76,68,11,12,42,53,39,24,3,198,27,6,124,0,12,0,0,0,1,1,13,0,0,5,67,0,0,0,0,3,3,0,0,0,1,0,3,0,0,0,3,0,12,1,1,0,0,11,0,3,0,0,1,0,22,16,4,0,0,0,0,1,2,1,1,7,3,0,5,5,0,0,0,43,11,0,3,0,0,0,3,0,0,5,0,2,0,0,0,0
"E01006677",1040,487,7,0,3,54,51,14,8,0,8,21,40,3,104,23,8,100,0,1,0,0,0,0,1,3,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,3,2,6,1,0,1,0,0,0,0,12,3,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0
"E01006678",2127,1573,26,0,5,46,65,19,19,1,11,3,34,0,84,26,4,104,4,2,0,0,0,0,1,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,12,4,0,10,0,0,0,0,3,8,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0
"E01006679",2232,422,14,1,17,68,114,24,37,15,34,29,59,8,498,28,18,366,0,0,4,0,0,0,3,11,0,0,13,68,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,1,21,0,3,0,0,2,6,52,0,6,0,0,0,0,2,2,0,14,34,5,0,2,5,3,0,0,152,42,0,2,0,0,2,3,0,0,2,0,0,0,0,0,0
"E01006680",1569,1444,11,0,3,6,0,9,1,12,10,18,28,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006681",1585,1415,14,0,1,6,14,11,3,16,13,14,26,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,2,0,4,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,1,0,0,0
"E01006682",1310,1217,35,0,1,2,2,12,0,1,0,8,12,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"E01006683",1510,1385,19,0,1,7,4,14,5,2,4,1,19,0,1,6,0,7,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,1,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E01006684",2138,1925,51,0,3,5,11,22,1,23,1,15,22,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,2,1,0,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,12,0,7,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"E01006685",1484,1355,25,0,2,1,11,9,3,10,0,0,13,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,2,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"E01006686",1433,1329,19,0,0,4,4,11,1,4,0,6,13,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006687",1952,1637,45,0,15,13,16,12,2,27,8,6,31,1,57,7,1,2,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,12,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,9,0,14,0,0,0,0,0,0,0,7,0,4,1,1,0,0,1,0,0,0,0,0,0
"E01006688",1524,1376,17,0,6,11,5,7,1,8,6,0,5,0,10,2,0,3,0,0,0,0,0,0,2,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,16,0,11,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0
"E01006689",1651,1507,24,0,4,11,10,4,2,7,8,4,4,0,5,6,5,2,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"E01006690",1492,1016,45,1,19,15,24,13,2,3,8,0,42,0,100,20,0,10,8,0,0,0,0,0,1,17,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,9,14,3,0,0,6,0,7,0,0,0,0,9,3,4,0,0,0,0,0,1,2,25,0,6,0,37,0,0,0,0,2,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0
"E01006691",1503,846,38,0,7,10,27,12,9,27,14,7,48,0,184,10,0,53,0,7,0,0,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,17,5,1,0,0,2,0,2,0,0,0,0,14,4,1,0,0,4,4,0,5,2,43,7,6,0,22,0,0,2,0,6,0,0,19,0,0,1,8,0,0,2,0,0,0,0,0,0
"E01006692",2180,1630,27,1,14,28,15,8,4,23,8,0,36,0,108,14,1,36,2,0,0,3,0,0,0,10,0,1,5,19,0,1,0,1,0,1,0,0,0,9,0,8,0,0,0,0,0,9,3,0,4,0,0,0,0,0,0,0,1,5,2,1,0,0,0,3,1,0,1,31,0,8,0,76,0,0,0,0,4,1,0,12,0,0,1,4,0,0,0,0,0,0,0,0,0
"E01006693",1511,1290,13,0,3,9,6,7,0,44,11,0,23,0,21,17,0,16,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,6,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,7,0,0,0,11,0,0,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0
"E01006694",1864,1128,24,0,24,14,24,5,7,32,2,2,40,0,363,18,0,8,1,1,0,0,0,0,0,9,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,3,0,0,3,0,1,0,0,0,4,12,0,0,0,0,0,5,0,1,0,22,0,2,0,66,0,0,0,0,2,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0
"E01006695",1821,1148,42,2,22,20,30,10,4,9,9,3,38,6,184,24,2,32,1,4,0,3,0,0,4,15,0,0,0,22,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,31,0,1,0,0,19,0,2,0,0,0,0,8,4,0,0,0,0,0,0,0,5,13,7,12,0,61,0,0,0,0,10,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0
"E01006696",1744,1194,14,0,15,14,21,8,1,86,19,9,39,1,167,9,0,21,0,1,0,0,0,0,1,2,1,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,25,0,3,0,34,0,0,0,0,2,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"E01006697",1845,1190,15,1,11,25,18,15,6,24,23,6,57,0,171,18,4,64,0,4,0,1,0,0,1,10,1,0,1,13,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,20,9,0,0,0,9,0,8,0,0,0,0,9,2,1,0,0,0,0,2,4,2,38,0,10,0,26,0,0,0,0,6,0,0,4,0,5,0,5,0,0,1,0,0,0,1,0,0
"E01006698",1716,1650,14,0,0,7,1,1,1,3,6,0,5,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006699",1594,1491,9,0,0,3,1,2,0,1,0,0,4,0,19,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006700",1438,1333,11,2,3,4,0,1,0,1,8,0,19,0,9,2,0,6,0,1,0,0,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"E01006701",1380,1286,8,0,2,12,3,1,0,1,0,0,15,0,4,5,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0
"E01006702",1618,1477,6,0,0,11,1,5,0,7,1,0,17,0,26,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,1,0,0,0,0,0
"E01006703",1561,1424,20,3,4,4,6,1,0,0,4,0,6,0,32,0,0,7,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006705",1409,1299,20,0,1,0,3,2,3,4,4,1,9,0,24,0,0,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"E01006706",1346,1277,7,0,1,5,7,5,0,1,5,0,9,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006707",1323,1238,17,0,1,10,1,10,3,6,0,0,4,1,11,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006708",1805,1716,10,0,4,9,8,2,4,0,0,0,0,0,9,5,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,4,0,7,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"E01006709",1438,1362,17,0,2,16,3,5,3,5,0,0,7,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E01006710",1496,1441,10,0,0,15,4,0,1,5,0,0,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006711",1538,1334,11,0,1,15,15,2,1,13,1,8,18,2,27,5,1,38,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0
"E01006712",1339,1214,10,0,3,7,12,12,3,41,0,0,11,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006713",1377,1276,8,0,3,6,1,7,1,36,0,2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
"E01006716",1589,1339,21,2,7,23,17,10,0,11,0,0,66,0,17,3,1,34,2,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006717",1436,1297,12,0,2,11,10,6,2,2,0,0,15,1,14,1,0,24,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"E01006718",1587,1434,18,0,7,12,10,3,4,7,2,0,11,0,13,2,0,20,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
"E01006719",1535,1466,10,0,2,10,2,3,6,4,0,1,7,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006720",2108,1004,72,3,6,40,48,21,14,33,33,53,54,11,163,21,8,151,0,8,3,1,0,0,2,5,0,0,7,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,0,1,6,0,1,0,0,0,0,10,1,5,0,0,0,6,1,5,0,109,8,8,1,61,1,0,0,0,10,3,0,17,0,1,1,4,0,0,2,0,3,0,0,0,0
"E01006721",1655,1218,47,1,5,25,37,20,13,22,11,18,27,0,48,15,3,29,0,0,0,2,0,0,0,3,0,0,2,14,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,6,0,1,0,0,0,1,22,0,0,0,0,0,0,0,0,1,8,20,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"E01006722",1793,1180,73,6,6,14,24,12,7,58,28,88,32,0,68,7,2,71,5,6,2,0,0,0,1,12,3,0,1,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,11,0,14,0,8,0,0,0,0,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01006723",1875,1294,96,5,5,38,23,21,2,63,29,27,16,1,60,21,6,35,2,5,0,0,0,0,1,3,1,0,4,14,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,24,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,2,18,0,23,0,0,0,0,1,0,0,6,0,6,4,0,0,0,0,1,0,0,0,0,0
"E01006724",1790,1400,54,1,3,12,20,26,4,30,25,14,29,0,45,19,1,11,0,7,0,1,1,0,1,1,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,13,7,1,1,0,1,0,1,0,0,0,0,0,5,4,0,0,0,0,0,7,2,1,2,14,0,1,0,0,0,0,1,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0
"E01006725",1537,1248,56,0,7,23,19,14,2,15,3,4,33,2,27,11,0,21,0,2,0,1,0,0,1,2,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,6,0,0,0,0,0,0
