"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00033483",282,40,20,20,54,33,15,5,1,0,78,48,6,7,11,6,43,11,27,5,21,11,10,0,46,36,10
"E00033484",246,40,15,25,28,19,7,0,0,2,84,45,7,13,7,12,48,7,30,11,26,7,17,2,20,6,14
"E00033485",258,39,19,20,41,14,16,11,0,0,71,40,7,6,11,7,44,10,30,4,32,6,24,2,31,16,15
"E00033486",279,40,16,24,59,35,22,2,0,0,105,65,9,15,10,6,40,11,29,0,23,7,16,0,12,8,4
"E00033487",220,17,9,8,17,11,5,1,0,0,61,40,4,6,9,2,49,29,18,2,33,22,11,0,43,28,15
"E00033488",199,36,21,15,48,31,7,7,2,1,71,51,3,4,6,7,22,8,13,1,13,6,7,0,9,8,1
"E00033489",259,44,12,32,29,16,10,0,3,0,80,35,13,12,13,7,40,10,23,7,42,5,36,1,24,15,9
"E00033490",215,34,10,24,26,12,4,7,2,1,67,31,8,11,10,7,35,7,22,6,31,3,25,3,22,13,9
"E00033491",191,28,11,17,45,25,18,1,1,0,64,52,1,2,5,4,28,15,11,2,16,9,7,0,10,8,2
"E00033492",284,36,15,21,63,41,13,5,2,2,91,66,2,2,10,11,45,14,29,2,28,11,16,1,21,13,8
"E00033493",243,41,23,18,53,38,10,3,1,1,83,49,4,9,17,4,30,6,23,1,14,4,9,1,22,10,12
"E00033494",202,31,14,17,23,9,11,3,0,0,76,35,3,17,12,9,35,6,25,4,18,7,11,0,19,10,9
"E00033495",265,60,16,44,48,27,18,3,0,0,82,35,2,11,23,11,32,10,19,3,25,8,17,0,18,11,7
"E00033496",234,40,19,21,48,20,14,11,3,0,70,51,4,8,3,4,28,11,16,1,24,9,15,0,24,13,11
"E00033497",188,27,13,14,21,13,8,0,0,0,62,37,5,7,9,4,45,6,37,2,20,4,16,0,13,7,6
"E00033498",104,20,16,4,15,13,0,2,0,0,35,33,1,1,0,0,19,17,2,0,8,6,2,0,7,5,2
"E00033501",114,11,9,2,21,16,3,0,1,1,41,37,1,2,0,1,19,14,4,1,7,6,1,0,15,13,2
"E00033502",185,27,11,16,41,21,17,3,0,0,79,43,16,6,8,6,14,3,11,0,8,4,4,0,16,9,7
"E00033503",188,27,13,14,28,12,14,2,0,0,86,36,14,16,19,1,23,2,20,1,14,5,9,0,10,5,5
"E00033504",257,45,20,25,38,15,11,8,3,1,77,37,4,9,18,9,42,7,30,5,20,4,15,1,35,8,27
"E00033505",181,24,9,15,27,15,9,0,3,0,64,33,8,13,7,3,32,6,25,1,16,4,12,0,18,9,9
"E00033506",234,45,23,22,29,14,11,1,3,0,83,45,8,12,14,4,32,10,19,3,13,2,11,0,32,14,18
"E00033507",208,26,7,19,57,44,4,9,0,0,80,55,3,3,12,7,23,5,17,1,15,8,7,0,7,2,5
"E00033508",200,25,11,14,34,22,6,3,3,0,52,31,1,3,14,3,20,3,15,2,34,18,15,1,35,31,4
"E00033509",215,34,7,27,49,26,18,2,2,1,70,30,7,8,15,10,26,2,21,3,22,4,18,0,14,6,8
"E00033510",244,41,23,18,30,21,6,1,1,1,91,50,5,12,15,9,45,10,29,6,17,3,14,0,20,12,8
"E00033511",191,37,14,23,40,29,7,4,0,0,66,42,4,9,7,4,21,3,16,2,17,7,10,0,10,5,5
"E00033512",172,36,11,25,27,11,9,2,3,2,62,28,9,10,10,5,30,6,22,2,10,0,8,2,7,3,4
"E00033513",226,39,6,33,44,18,21,4,1,0,93,45,8,15,18,7,13,3,9,1,17,4,12,1,20,9,11
"E00033514",197,26,13,13,23,6,16,1,0,0,53,25,6,7,9,6,34,12,21,1,35,14,20,1,26,14,12
"E00033515",229,32,19,13,50,33,8,8,1,0,82,60,1,15,6,0,34,5,26,3,11,0,11,0,20,7,13
"E00033516",216,27,12,15,55,40,13,2,0,0,68,40,9,4,9,6,23,2,21,0,26,0,25,1,17,11,6
"E00033517",245,42,19,23,39,30,6,3,0,0,88,52,14,9,8,5,28,3,24,1,25,6,19,0,23,11,12
"E00033518",198,36,9,27,47,26,11,5,3,2,69,34,13,9,8,5,20,10,6,4,15,5,8,2,11,8,3
"E00033519",242,32,10,22,43,19,17,6,1,0,86,40,7,22,16,1,36,7,27,2,19,5,13,1,26,14,12
"E00033520",161,16,9,7,29,20,5,3,1,0,69,43,5,10,9,2,18,5,13,0,16,7,9,0,13,4,9
"E00033521",207,45,24,21,44,25,11,6,2,0,68,59,2,1,4,2,17,5,9,3,26,8,18,0,7,3,4
"E00033522",228,41,15,26,45,27,9,8,0,1,73,46,8,3,10,6,29,9,16,4,21,7,14,0,19,8,11
"E00033523",266,42,14,28,46,19,23,4,0,0,84,50,11,13,7,3,44,6,38,0,30,3,27,0,20,12,8
"E00033524",345,46,27,19,99,61,25,11,2,0,97,63,9,12,8,5,42,12,27,3,32,14,18,0,29,16,13
"E00033525",272,43,23,20,24,12,9,1,2,0,111,58,11,20,15,7,29,2,25,2,27,4,22,1,38,14,24
"E00033526",224,27,11,16,51,29,16,2,3,1,90,48,10,11,13,8,19,1,16,2,14,6,8,0,23,4,19
"E00033527",315,49,22,27,37,20,13,4,0,0,112,51,13,27,11,10,40,6,24,10,41,14,25,2,36,20,16
"E00033528",216,17,9,8,24,17,6,1,0,0,91,52,4,17,14,4,37,8,27,2,27,9,16,2,20,10,10
"E00033530",348,63,20,43,34,22,8,2,2,0,167,58,23,35,32,19,46,3,38,5,22,0,21,1,16,4,12
"E00033531",294,40,18,22,23,11,7,1,1,3,102,37,9,25,26,5,63,8,47,8,51,5,46,0,15,3,12
"E00033532",338,53,31,22,27,17,8,1,0,1,113,53,11,16,27,6,77,8,64,5,36,8,27,1,32,18,14
"E00033533",197,25,7,18,24,12,7,3,0,2,56,21,1,5,18,11,48,7,40,1,26,6,18,2,18,6,12
"E00033534",203,20,13,7,34,32,1,0,1,0,61,43,2,3,10,3,24,4,18,2,27,7,19,1,37,17,20
"E00033535",263,35,19,16,32,25,5,1,0,1,89,42,15,14,10,8,46,5,40,1,31,7,24,0,30,8,22
"E00033536",258,35,11,24,33,20,11,2,0,0,94,41,8,19,11,15,46,8,33,5,24,6,16,2,26,11,15
"E00033537",240,34,17,17,34,17,9,8,0,0,83,41,10,14,14,4,35,14,19,2,26,7,19,0,28,15,13
"E00033538",287,37,18,19,24,17,6,0,0,1,98,49,9,9,20,11,48,5,40,3,38,5,33,0,42,17,25
"E00033539",259,41,22,19,42,27,13,0,0,2,113,64,10,19,12,8,35,4,27,4,20,5,15,0,8,2,6
"E00033540",267,44,14,30,36,26,8,1,0,1,110,52,10,9,21,18,32,3,25,4,20,5,15,0,25,8,17
"E00033541",271,34,13,21,28,25,1,2,0,0,99,37,5,30,22,5,40,5,35,0,38,11,26,1,32,9,23
"E00033542",221,27,15,12,34,24,4,5,1,0,71,30,6,23,7,5,31,8,21,2,36,9,26,1,22,8,14
"E00033543",218,33,17,16,26,20,3,2,0,1,70,40,9,12,8,1,37,8,22,7,26,5,20,1,26,17,9
"E00033544",188,28,10,18,38,16,18,3,1,0,53,31,8,6,5,3,29,5,18,6,20,3,17,0,20,6,14
"E00033545",206,12,2,10,34,24,7,2,1,0,46,25,8,10,2,1,46,6,32,8,32,7,22,3,36,18,18
"E00033546",305,46,26,20,29,24,2,2,1,0,109,57,11,11,24,6,49,12,34,3,32,8,22,2,40,15,25
"E00033547",234,28,12,16,42,22,13,5,0,2,88,49,4,19,12,4,37,6,28,3,21,3,17,1,18,6,12
"E00033548",191,22,12,10,40,21,19,0,0,0,72,41,9,5,14,3,22,10,12,0,20,3,16,1,15,7,8
"E00033549",292,35,10,25,24,17,2,1,4,0,96,48,8,22,14,4,37,5,27,5,60,17,43,0,40,14,26
"E00033550",246,27,16,11,30,15,10,2,3,0,77,22,15,19,15,6,59,6,50,3,25,4,19,2,28,17,11
"E00033551",182,19,10,9,18,13,3,1,1,0,44,16,3,12,11,2,23,4,18,1,30,9,21,0,48,29,19
"E00033552",252,22,13,9,27,16,10,0,0,1,93,36,19,16,20,2,42,6,34,2,36,7,29,0,32,11,21
"E00033553",304,41,14,27,32,18,9,2,0,3,85,30,10,20,17,8,55,11,40,4,50,23,27,0,41,30,11
"E00033554",281,49,28,21,27,20,7,0,0,0,99,49,9,13,23,5,50,3,40,7,33,5,26,2,23,5,18
"E00033555",241,28,15,13,25,16,4,0,3,2,69,41,9,4,10,5,40,9,28,3,46,14,31,1,33,17,16
"E00033556",245,32,8,24,24,12,12,0,0,0,93,32,9,25,21,6,32,6,20,6,29,5,24,0,35,7,28
"E00033557",260,30,13,17,26,13,12,0,0,1,87,32,13,18,18,6,53,3,44,6,42,6,33,3,22,12,10
"E00033558",249,34,14,20,31,21,9,1,0,0,96,37,7,28,13,11,36,2,34,0,27,2,24,1,25,8,17
"E00033559",232,32,14,18,26,21,4,0,0,1,77,42,5,5,16,9,47,4,42,1,23,6,17,0,27,12,15
"E00033560",274,46,17,29,30,16,7,1,3,3,85,33,5,20,15,12,56,5,50,1,35,4,31,0,22,5,17
"E00033561",257,49,33,16,36,26,8,2,0,0,74,36,4,7,24,3,52,5,42,5,26,4,22,0,20,11,9
"E00033562",278,37,16,21,31,21,9,0,1,0,88,45,4,14,12,13,62,4,50,8,37,3,33,1,23,8,15
"E00033563",303,38,19,19,31,23,4,1,1,2,92,43,9,18,15,7,72,4,62,6,51,7,43,1,19,2,17
"E00033564",302,42,14,28,26,16,4,3,2,1,84,33,7,11,23,10,78,6,65,7,49,9,40,0,23,9,14
"E00033565",248,35,16,19,17,14,3,0,0,0,85,40,8,12,23,2,51,4,44,3,30,2,27,1,30,8,22
"E00033566",254,35,9,26,21,10,10,0,0,1,92,33,5,16,26,12,28,10,13,5,29,12,17,0,49,36,13
"E00033567",258,34,15,19,28,12,12,4,0,0,107,38,21,29,15,4,41,5,32,4,26,4,20,2,22,10,12
"E00033568",267,41,18,23,44,18,17,8,0,1,82,42,20,8,9,3,30,8,20,2,33,9,22,2,37,15,22
"E00033569",217,35,11,24,28,18,8,0,0,2,78,34,13,14,8,9,31,5,21,5,25,6,19,0,20,8,12
"E00033570",303,40,18,22,90,46,36,5,3,0,93,56,8,12,14,3,34,5,23,6,19,6,13,0,27,14,13
"E00033571",214,22,11,11,19,13,3,2,1,0,66,40,4,9,6,7,34,3,27,4,31,9,20,2,42,21,21
"E00033572",249,34,15,19,25,13,7,3,0,2,70,37,3,9,12,9,52,5,39,8,36,9,27,0,32,13,19
"E00033573",158,27,12,15,29,17,7,4,1,0,67,50,7,6,2,2,20,11,8,1,4,1,3,0,11,3,8
"E00033574",262,35,15,20,33,19,9,3,1,1,110,43,13,31,15,8,40,5,31,4,25,6,17,2,19,6,13
"E00033575",224,38,18,20,22,17,1,2,0,2,57,27,5,9,6,10,43,4,35,4,35,10,25,0,29,19,10
"E00033576",207,24,10,14,24,16,7,0,1,0,61,39,5,3,8,6,34,6,26,2,32,14,17,1,32,12,20
"E00033577",253,41,18,23,29,19,3,5,2,0,97,52,13,9,15,8,33,5,24,4,29,10,19,0,24,11,13
"E00033579",238,44,8,36,49,29,11,5,2,2,87,29,16,13,24,5,30,10,17,3,14,4,9,1,14,4,10
"E00033580",219,18,12,6,67,56,8,2,1,0,63,42,9,9,2,1,32,8,23,1,25,5,20,0,14,9,5
"E00033581",377,76,51,25,94,48,27,15,3,1,124,73,16,15,18,2,41,13,21,7,26,10,14,2,16,6,10
"E00033582",285,43,25,18,56,43,7,5,1,0,97,71,2,7,11,6,33,8,21,4,34,12,22,0,22,9,13
"E00033583",204,31,20,11,55,45,10,0,0,0,66,38,7,9,7,5,23,1,19,3,13,4,8,1,16,7,9
"E00033584",198,22,11,11,50,41,8,0,0,1,66,40,11,7,5,3,32,5,21,6,13,5,6,2,15,7,8
"E00033585",253,43,31,12,65,56,8,0,1,0,76,40,14,7,10,5,30,6,21,3,24,6,17,1,15,6,9
"E00033586",258,48,29,19,63,53,6,2,1,1,74,47,4,9,5,9,31,9,20,2,21,9,12,0,21,12,9
"E00033587",264,16,10,6,33,24,5,1,3,0,76,55,6,9,5,1,43,11,31,1,58,18,40,0,38,12,26
"E00033589",244,41,24,17,39,21,11,6,1,0,82,48,10,9,12,3,42,5,29,8,26,3,23,0,14,5,9
"E00033590",131,16,6,10,28,15,9,1,3,0,44,23,7,6,8,0,24,5,19,0,11,4,7,0,8,5,3
"E00033591",168,26,6,20,30,13,11,6,0,0,49,17,5,8,13,6,17,4,11,2,15,4,11,0,31,9,22
"E00033592",235,48,9,39,23,9,7,1,3,3,88,25,13,16,22,12,36,3,23,10,31,8,21,2,9,1,8
"E00033593",147,19,10,9,44,19,20,5,0,0,44,28,5,6,5,0,12,4,8,0,17,8,9,0,11,8,3
"E00033594",279,51,26,25,42,9,25,6,2,0,89,53,9,13,11,3,42,10,23,9,37,9,25,3,18,7,11
"E00033595",255,42,13,29,36,20,7,5,3,1,74,39,2,10,16,7,41,20,15,6,33,18,15,0,29,24,5
"E00033596",226,39,17,22,50,28,18,4,0,0,68,35,10,3,17,3,29,6,22,1,26,15,11,0,14,11,3
"E00033597",184,18,11,7,34,15,13,5,1,0,66,40,8,7,10,1,31,8,21,2,23,4,19,0,12,4,8
"E00033598",178,23,8,15,39,19,18,1,0,1,61,49,5,4,2,1,23,8,14,1,16,9,6,1,16,10,6
"E00033599",171,23,9,14,42,24,12,4,2,0,54,35,3,9,7,0,26,12,12,2,16,7,8,1,10,8,2
"E00033600",204,18,6,12,22,14,1,5,2,0,56,27,4,12,12,1,37,18,19,0,38,22,16,0,33,24,9
"E00033601",212,35,20,15,61,40,17,4,0,0,66,37,4,6,11,8,27,8,19,0,12,5,7,0,11,5,6
"E00033602",253,36,28,8,67,60,6,1,0,0,77,56,6,6,7,2,40,5,31,4,15,3,11,1,18,6,12
"E00033603",235,32,10,22,42,22,16,3,1,0,77,40,7,17,9,4,44,15,23,6,21,10,10,1,19,12,7
"E00033604",211,42,26,16,50,36,8,6,0,0,59,39,4,3,7,6,29,13,10,6,17,10,6,1,14,9,5
"E00033605",248,46,24,22,61,55,5,0,1,0,87,45,11,15,8,8,24,4,19,1,18,4,13,1,12,6,6
"E00033606",218,49,39,10,84,61,18,3,0,2,50,35,1,1,8,5,23,6,14,3,11,6,4,1,1,1,0
"E00033607",168,21,7,14,43,15,22,6,0,0,54,32,5,4,6,7,27,12,15,0,14,9,4,1,9,7,2
"E00033608",271,46,20,26,60,38,18,3,1,0,85,45,13,4,18,5,31,8,20,3,25,11,13,1,24,12,12
"E00033611",273,56,40,16,87,79,6,1,1,0,66,40,13,3,6,4,29,7,19,3,20,3,17,0,15,4,11
"E00033613",227,38,29,9,64,51,9,3,1,0,38,20,8,4,2,4,22,8,12,2,18,7,11,0,47,35,12
"E00033614",294,56,36,20,99,81,14,3,0,1,85,56,4,12,10,3,27,3,19,5,17,3,14,0,10,6,4
"E00033616",310,58,29,29,45,30,8,6,0,1,106,55,12,17,12,10,61,3,53,5,22,5,17,0,18,6,12
"E00033618",318,42,28,14,56,41,8,3,4,0,95,48,8,15,18,6,75,11,62,2,31,8,23,0,19,7,12
"E00033620",263,42,22,20,51,33,17,0,0,1,91,42,19,11,12,7,41,5,31,5,16,3,11,2,22,10,12
"E00033621",208,43,22,21,44,30,9,3,2,0,72,35,10,10,14,3,27,6,13,8,12,4,5,3,10,3,7
"E00033623",310,62,40,22,85,62,14,6,1,2,75,44,3,13,8,7,38,14,22,2,23,9,14,0,27,7,20
"E00033624",234,36,14,22,30,16,8,4,2,0,72,41,11,8,5,7,41,10,27,4,35,9,24,2,20,10,10
"E00033625",253,33,13,20,29,10,17,1,1,0,114,47,20,22,18,7,40,4,36,0,26,5,21,0,11,6,5
"E00033626",312,29,10,19,112,36,64,10,2,0,136,61,37,21,11,6,23,5,13,5,7,3,4,0,5,1,4
"E00033627",245,21,10,11,79,36,35,7,0,1,119,55,36,18,9,1,8,0,7,1,12,1,11,0,6,2,4
"E00033628",233,49,21,28,28,6,13,8,0,1,91,43,8,10,22,8,22,8,13,1,14,7,7,0,29,11,18
"E00033629",349,57,26,31,74,35,28,5,6,0,135,66,16,20,23,10,36,8,23,5,26,7,19,0,21,3,18
"E00033630",203,28,15,13,34,25,5,2,2,0,76,49,9,7,8,3,30,11,18,1,16,9,5,2,19,7,12
"E00033631",189,22,7,15,29,21,4,3,1,0,48,19,8,8,12,1,30,16,11,3,30,21,6,3,30,23,7
"E00033632",228,50,20,30,57,20,19,16,1,1,71,37,7,13,10,4,23,10,11,2,20,7,12,1,7,6,1
"E00033633",194,20,9,11,26,16,6,4,0,0,62,20,12,20,4,6,33,4,27,2,30,2,26,2,23,13,10
"E00033634",280,56,16,40,42,18,12,8,4,0,75,38,11,7,13,6,41,15,20,6,43,16,25,2,23,12,11
"E00033635",237,32,8,24,30,22,8,0,0,0,93,49,5,17,10,12,29,5,22,2,24,6,17,1,29,14,15
"E00033636",302,63,27,36,69,23,31,10,4,1,101,52,8,15,17,9,37,5,30,2,19,8,10,1,13,5,8
"E00033637",351,57,26,31,83,40,36,7,0,0,147,75,28,18,23,3,36,9,21,6,19,6,10,3,9,6,3
"E00033639",225,32,16,16,46,15,21,5,4,1,86,47,16,6,13,4,28,4,23,1,22,3,19,0,11,8,3
"E00033640",235,45,15,30,44,14,20,6,3,1,79,37,10,9,11,12,30,8,19,3,19,8,10,1,18,8,10
"E00033641",261,34,15,19,11,7,2,0,2,0,97,45,6,15,25,6,47,7,37,3,46,8,38,0,26,9,17
"E00033642",309,43,19,24,37,33,3,0,1,0,91,37,17,17,13,7,57,8,44,5,35,10,25,0,46,15,31
"E00033643",176,21,9,12,42,23,14,5,0,0,61,28,9,13,8,3,24,5,18,1,17,6,11,0,11,5,6
"E00033644",162,31,12,19,31,10,12,8,1,0,60,27,6,11,7,9,20,4,15,1,11,6,4,1,9,4,5
"E00033645",188,36,14,22,37,16,17,3,1,0,60,38,7,8,7,0,24,6,18,0,24,11,13,0,7,3,4
"E00033646",78,14,3,11,15,6,7,2,0,0,29,15,5,3,5,1,7,2,2,3,9,1,5,3,4,3,1
"E00033647",199,34,18,16,36,16,14,3,3,0,78,36,11,15,11,5,34,5,29,0,10,5,5,0,7,4,3
"E00033648",223,33,19,14,29,15,12,2,0,0,88,68,2,2,7,9,20,5,13,2,24,9,14,1,29,13,16
"E00033649",213,26,12,14,67,30,31,4,2,0,102,40,23,25,12,2,16,5,8,3,2,0,0,2,0,0,0
"E00033650",236,47,15,32,38,15,11,4,5,3,82,46,8,8,12,8,30,10,19,1,16,3,10,3,23,15,8
"E00033651",103,21,11,10,21,5,7,8,1,0,37,17,1,11,6,2,7,1,5,1,5,1,3,1,12,4,8
"E00033652",219,42,16,26,36,11,15,3,6,1,76,45,3,6,17,5,23,4,14,5,21,9,12,0,21,9,12
"E00033653",198,21,11,10,59,24,29,3,3,0,93,38,14,23,18,0,18,5,13,0,3,1,1,1,4,0,4
"E00033654",162,36,8,28,24,14,9,1,0,0,59,25,10,6,13,5,24,3,20,1,10,5,5,0,9,1,8
"E00033655",310,47,13,34,77,27,32,11,6,1,114,45,14,23,24,8,26,11,11,4,27,7,18,2,19,9,10
"E00033656",155,27,11,16,36,15,15,5,1,0,52,23,6,14,9,0,17,4,11,2,11,4,7,0,12,6,6
"E00033657",153,25,9,16,23,2,14,7,0,0,60,34,8,4,12,2,16,2,14,0,19,6,12,1,10,4,6
"E00033658",228,40,18,22,53,24,12,12,5,0,79,32,15,9,21,2,36,9,23,4,9,1,7,1,11,4,7
"E00033659",307,54,25,29,55,24,23,6,1,1,111,58,13,15,17,8,36,9,24,3,20,6,14,0,31,7,24
"E00033660",238,33,15,18,29,11,15,1,2,0,86,38,6,11,24,7,31,6,23,2,25,3,19,3,34,10,24
"E00033662",289,61,27,34,38,14,12,4,5,3,99,54,11,7,16,11,25,5,16,4,28,8,18,2,38,13,25
"E00033663",189,26,15,11,42,31,8,2,1,0,55,39,3,4,6,3,37,15,20,2,19,9,9,1,10,7,3
"E00033664",204,21,8,13,26,11,9,5,1,0,65,43,3,5,9,5,22,14,8,0,35,17,17,1,35,26,9
"E00033665",323,50,19,31,89,43,30,14,2,0,110,42,16,14,31,7,34,5,22,7,18,7,11,0,22,8,14
"E00033666",180,26,9,17,26,11,9,4,2,0,48,29,3,5,9,2,24,13,7,4,15,8,6,1,41,29,12
"E00033667",248,36,12,24,26,18,3,4,0,1,85,57,2,9,10,7,36,11,22,3,36,6,27,3,29,13,16
"E00033668",235,32,20,12,33,22,9,2,0,0,89,54,13,10,5,7,40,10,30,0,23,4,17,2,18,5,13
"E00033669",240,49,21,28,37,18,13,5,1,0,84,43,8,8,15,10,23,7,14,2,22,8,14,0,25,10,15
"E00033670",267,47,37,10,111,102,7,2,0,0,83,74,3,1,5,0,20,9,9,2,6,4,2,0,0,0,0
"E00033672",293,75,41,34,77,41,24,9,3,0,76,35,6,14,15,6,34,9,19,6,16,2,14,0,15,12,3
"E00033673",201,23,12,11,34,13,10,10,1,0,72,44,4,15,3,6,30,9,18,3,27,9,17,1,15,6,9
"E00033677",206,18,10,8,19,12,4,2,1,0,58,43,0,3,8,4,46,14,26,6,26,12,13,1,39,17,22
"E00033678",287,73,67,6,82,77,4,1,0,0,50,39,1,5,3,2,32,18,9,5,24,14,9,1,26,22,4
"E00033684",362,60,32,28,67,52,11,3,0,1,105,64,7,12,16,6,55,21,34,0,36,16,20,0,39,24,15
"E00033685",235,44,19,25,24,7,8,7,2,0,72,27,11,16,12,6,45,10,27,8,37,10,23,4,13,7,6
"E00033686",207,24,7,17,30,6,16,5,3,0,79,45,6,12,13,3,31,11,18,2,27,10,17,0,16,9,7
"E00033687",301,57,32,25,65,40,17,4,3,1,102,56,11,18,13,4,42,15,25,2,27,8,15,4,8,5,3
"E00033688",203,32,9,23,39,16,15,6,1,1,58,34,8,5,5,6,37,10,22,5,28,10,18,0,9,6,3
"E00033689",252,44,15,29,36,14,8,9,5,0,70,27,8,11,18,6,39,10,25,4,39,17,20,2,24,13,11
"E00033690",306,61,41,20,81,61,8,7,1,4,76,50,11,7,1,7,36,10,26,0,31,13,18,0,21,12,9
"E00033691",187,28,17,11,42,35,5,1,1,0,62,34,7,11,6,4,32,7,23,2,13,4,7,2,10,4,6
"E00033692",289,26,25,1,107,104,3,0,0,0,94,87,4,1,1,1,49,16,29,4,12,8,4,0,1,0,1
"E00033694",174,29,12,17,29,13,10,5,1,0,68,35,5,6,19,3,29,12,12,5,10,6,3,1,9,4,5
"E00033695",238,40,19,21,45,11,16,16,0,2,77,41,5,14,13,4,35,8,26,1,24,4,20,0,17,8,9
"E00033696",352,50,27,23,61,34,15,5,6,1,107,64,5,14,20,4,56,16,37,3,35,10,25,0,43,20,23
"E00033697",269,27,11,16,48,24,18,4,2,0,88,39,12,14,21,2,48,13,26,9,32,13,17,2,26,6,20
"E00033698",325,42,19,23,43,16,21,2,4,0,123,65,12,9,28,9,50,9,37,4,30,5,24,1,37,10,27
"E00033699",269,40,22,18,58,29,18,5,6,0,91,52,12,7,18,2,33,6,27,0,25,9,16,0,22,10,12
"E00033700",168,21,12,9,30,19,7,3,1,0,58,30,6,14,6,2,24,5,19,0,26,8,18,0,9,4,5
"E00033701",284,43,14,29,52,24,19,8,0,1,118,45,13,19,25,16,43,5,34,4,10,3,6,1,18,6,12
"E00033702",145,15,3,12,18,13,4,0,1,0,43,27,1,4,8,3,20,8,11,1,16,12,4,0,33,26,7
"E00033703",243,18,9,9,27,11,14,2,0,0,61,49,2,4,4,2,46,26,19,1,38,18,20,0,53,28,25
"E00033704",279,53,12,41,52,24,22,4,2,0,145,46,23,43,28,5,20,1,12,7,5,0,5,0,4,1,3
"E00033705",294,43,21,22,54,30,23,0,0,1,125,50,23,24,15,13,56,4,49,3,9,3,6,0,7,2,5
"E00033706",206,31,11,20,29,16,10,3,0,0,68,39,6,10,9,4,21,10,9,2,26,6,18,2,31,11,20
"E00033707",204,34,17,17,50,30,17,3,0,0,58,42,3,0,7,6,36,7,28,1,12,5,7,0,14,8,6
"E00033708",178,23,20,3,22,16,5,0,1,0,50,45,1,2,0,2,27,8,16,3,39,16,23,0,17,6,11
"E00033709",151,26,7,19,23,5,14,1,3,0,59,28,8,7,14,2,12,3,8,1,17,4,12,1,14,8,6
"E00033710",245,49,25,24,54,26,23,4,1,0,79,41,15,6,8,9,27,7,19,1,20,8,10,2,16,12,4
"E00033711",104,14,3,11,15,10,3,0,1,1,36,24,0,6,3,3,11,4,7,0,18,8,9,1,10,2,8
"E00033712",289,50,21,29,30,14,10,3,2,1,122,53,13,25,19,12,36,2,33,1,26,4,20,2,25,6,19
"E00033713",224,23,6,17,40,23,17,0,0,0,86,39,16,14,11,6,33,10,21,2,24,5,19,0,18,8,10
"E00033715",278,44,15,29,63,37,19,7,0,0,124,64,9,16,24,11,25,8,14,3,8,1,7,0,14,3,11
"E00033716",175,14,7,7,23,12,9,0,2,0,73,56,6,4,6,1,29,16,9,4,13,9,4,0,23,17,6
"E00033717",174,17,1,16,29,7,19,3,0,0,93,34,17,24,13,5,21,9,9,3,10,6,4,0,4,0,4
"E00033718",252,27,9,18,45,26,16,2,0,1,130,54,20,36,13,7,32,6,23,3,17,2,14,1,1,0,1
"E00033719",257,42,14,28,63,34,20,6,2,1,119,40,23,28,23,5,27,4,19,4,6,2,4,0,0,0,0
"E00033720",279,38,19,19,33,19,9,5,0,0,97,49,9,16,8,15,53,5,47,1,36,9,27,0,22,9,13
"E00033721",235,33,7,26,22,11,7,3,1,0,145,52,31,19,32,11,18,2,9,7,11,1,10,0,6,1,5
"E00033722",183,20,9,11,22,15,7,0,0,0,52,21,4,10,13,4,45,3,38,4,27,8,19,0,17,9,8
"E00033723",288,35,19,16,57,37,16,3,1,0,103,36,16,29,15,7,38,1,35,2,24,5,19,0,31,12,19
"E00033724",267,46,16,30,43,23,11,6,1,2,101,50,11,15,16,9,29,5,21,3,24,8,16,0,24,17,7
"E00033725",265,33,19,14,60,32,22,3,2,1,99,60,6,13,15,5,27,8,17,2,24,6,18,0,22,10,12
"E00033726",194,34,22,12,34,20,13,0,1,0,68,46,10,6,3,3,24,4,19,1,22,3,17,2,12,6,6
"E00033727",251,52,23,29,36,17,14,5,0,0,78,37,7,11,15,8,29,7,21,1,25,9,16,0,31,15,16
"E00033728",349,71,30,41,32,18,10,3,1,0,172,73,16,37,32,14,56,2,48,6,15,0,14,1,3,0,3
"E00033729",181,34,18,16,40,18,18,4,0,0,62,32,11,8,8,3,21,4,16,1,17,5,12,0,7,5,2
"E00033730",240,38,15,23,50,19,25,5,0,1,79,40,12,7,15,5,29,7,19,3,20,3,17,0,24,12,12
"E00033731",125,10,8,2,42,26,11,4,1,0,49,31,9,1,8,0,8,5,3,0,11,7,4,0,5,1,4
"E00033732",233,23,14,9,52,28,18,5,1,0,78,48,6,13,11,0,36,6,26,4,22,6,15,1,22,6,16
"E00033733",192,35,21,14,34,14,12,5,2,1,66,42,3,7,10,4,26,5,20,1,15,4,11,0,16,5,11
"E00033734",171,25,12,13,45,26,10,5,4,0,52,25,10,7,9,1,19,12,5,2,15,4,10,1,15,6,9
"E00033735",111,3,1,2,2,2,0,0,0,0,9,7,0,0,0,2,16,10,6,0,30,25,5,0,51,42,9
"E00033736",206,24,16,8,52,32,17,3,0,0,60,39,10,4,5,2,36,9,23,4,19,8,8,3,15,6,9
