"GeographyCode","QS108EW0001","QS108EW0002","QS108EW0003","QS108EW0004","QS108EW0005","QS108EW0006","QS108EW0007","QS108EW0008","QS108EW0009","QS108EW0010","QS108EW0011"
"E00034061",284,132,92,36,4,152,106,1,10,20,15
"E00034062",417,80,64,16,0,337,290,5,7,19,16
"E00034063",432,62,44,18,0,370,344,4,2,10,10
"E00034064",469,48,36,10,2,421,392,10,2,10,7
"E00034065",248,130,110,18,2,118,72,6,6,12,22
"E00034066",234,92,60,30,2,142,87,5,8,17,25
"E00034067",249,122,74,48,0,127,88,0,12,10,17
"E00034068",247,74,46,24,4,173,123,6,7,21,16
"E00034069",371,80,66,12,2,291,237,12,9,23,10
"E00034070",273,90,64,22,4,183,136,14,12,14,7
"E00034071",317,108,72,34,2,209,152,1,10,28,18
"E00034072",251,78,56,20,2,173,95,2,12,31,33
"E00034073",233,56,36,18,2,177,150,9,4,9,5
"E00034074",269,96,58,38,0,173,125,5,6,21,16
"E00034075",210,76,52,20,4,134,87,2,4,21,20
"E00034076",246,64,44,16,4,182,132,11,5,16,18
"E00034077",203,54,34,20,0,149,107,2,8,15,17
"E00034078",219,52,20,30,2,167,119,1,9,21,17
"E00034079",248,62,32,30,0,186,144,3,6,23,10
"E00034080",207,60,38,20,2,147,120,5,3,9,10
"E00034081",326,82,40,40,2,244,192,1,6,26,19
"E00034082",194,70,42,22,6,124,87,1,6,14,16
"E00034083",224,74,48,26,0,150,125,3,6,7,9
"E00034084",217,48,38,10,0,169,138,6,11,7,7
"E00034085",220,72,44,22,6,148,110,4,4,21,9
"E00034086",122,40,30,8,2,82,63,1,2,9,7
"E00034087",229,46,22,22,2,183,162,3,5,4,9
"E00034088",243,76,42,34,0,167,121,3,8,27,8
"E00034089",271,68,40,24,4,203,181,3,4,8,7
"E00034090",283,56,48,8,0,227,191,3,5,11,17
"E00034091",207,44,38,6,0,163,141,4,2,8,8
"E00034092",207,38,34,2,2,169,148,7,3,4,7
"E00034093",350,72,50,22,0,278,253,3,4,9,9
"E00034094",380,58,42,14,2,322,277,6,8,16,15
"E00034095",224,78,40,36,2,146,98,2,6,23,17
"E00034096",317,66,44,20,2,251,212,5,6,15,13
"E00034097",314,74,54,18,2,240,215,2,5,6,12
"E00034098",309,78,44,32,2,231,201,6,3,9,12
"E00034099",301,58,52,6,0,243,218,3,4,8,10
"E00034100",270,112,78,34,0,158,124,3,6,16,9
"E00034101",240,94,50,38,6,146,90,3,7,28,18
"E00034102",215,76,44,28,4,139,98,2,8,15,16
"E00034104",274,118,92,20,6,156,106,2,3,28,17
"E00034105",302,72,54,14,4,230,187,7,11,15,10
"E00034106",182,96,64,30,2,86,68,1,3,11,3
"E00034107",276,96,74,18,4,180,146,4,8,14,8
"E00034108",165,34,24,8,2,131,78,1,5,19,28
"E00034109",153,60,28,32,0,93,64,1,8,13,7
"E00034110",267,116,72,38,6,151,115,3,6,14,13
"E00034111",210,72,60,12,0,138,94,6,6,17,15
"E00034113",247,98,78,20,0,149,117,0,5,11,16
"E00034114",263,108,92,16,0,155,108,3,11,17,16
"E00034115",228,104,68,32,4,124,78,4,3,24,15
"E00034116",254,100,66,34,0,154,103,1,13,20,17
"E00034117",222,92,74,18,0,130,89,1,8,17,15
"E00034118",165,80,68,12,0,85,58,2,3,13,9
"E00034119",239,98,68,28,2,141,90,4,7,18,22
"E00034120",213,74,54,20,0,139,90,8,10,13,18
"E00034121",228,114,94,20,0,114,82,1,3,13,15
"E00034122",246,117,78,37,2,129,85,2,4,20,18
"E00034123",247,80,48,32,0,167,123,2,3,27,12
"E00034124",239,94,62,30,2,145,96,2,5,21,21
"E00034125",221,86,62,18,6,135,91,4,8,12,20
"E00034126",307,176,140,36,0,131,99,1,6,14,11
"E00034127",267,142,104,34,4,125,92,0,4,20,9
"E00034130",233,94,70,24,0,139,93,2,3,20,21
"E00034131",310,112,92,18,2,198,132,2,15,25,24
"E00034132",156,64,48,16,0,92,61,1,4,15,11
"E00034133",195,82,56,22,4,113,70,2,6,15,20
"E00034134",248,86,52,30,4,162,103,2,11,27,19
"E00034135",187,76,58,18,0,111,68,2,9,13,19
"E00034136",265,118,80,38,0,147,97,3,5,21,21
"E00034137",187,60,52,8,0,127,83,1,12,16,15
"E00034138",224,80,50,30,0,144,98,0,11,21,14
"E00034139",249,98,88,10,0,151,105,1,8,16,21
"E00034140",201,84,72,12,0,117,81,3,3,17,13
"E00034141",171,64,42,20,2,107,60,3,6,20,18
"E00034142",299,140,108,32,0,159,111,2,8,8,30
"E00034143",262,130,114,16,0,132,90,5,6,9,22
"E00034144",282,120,80,40,0,162,114,1,5,18,24
"E00034145",188,80,54,26,0,108,66,1,8,11,22
"E00034146",214,70,54,12,4,144,95,4,10,15,20
"E00034147",195,71,44,27,0,124,65,6,9,13,31
"E00034148",266,94,62,30,2,172,117,7,11,17,20
"E00034149",210,70,46,24,0,140,100,5,7,13,15
"E00034150",165,66,48,18,0,99,58,0,10,9,22
"E00034151",223,88,66,20,2,135,85,4,11,19,16
"E00034152",242,110,90,20,0,132,84,2,7,13,26
"E00034153",222,82,58,24,0,140,100,1,11,12,16
"E00034154",275,120,90,26,4,155,107,1,7,17,23
"E00034155",277,110,62,44,4,167,108,5,14,21,19
"E00034156",167,58,24,34,0,109,61,0,5,28,15
"E00034157",234,82,54,28,0,152,104,2,2,19,25
"E00034158",279,118,80,38,0,161,108,4,3,17,29
"E00034159",232,130,98,30,2,102,65,4,4,11,18
"E00034160",224,114,84,28,2,110,71,1,1,16,21
"E00034161",216,84,58,22,4,132,85,6,10,19,12
"E00034162",267,138,96,38,4,129,92,1,8,20,8
"E00034163",200,90,64,26,0,110,77,0,6,11,16
"E00034164",267,90,80,8,2,177,118,1,9,28,21
"E00034165",171,56,30,26,0,115,74,0,8,23,10
"E00034167",324,114,82,26,6,210,123,2,13,48,24
"E00034168",269,142,112,30,0,127,93,1,3,21,9
"E00034169",247,94,62,32,0,153,103,1,16,23,10
"E00034170",255,120,100,20,0,135,100,1,2,13,19
"E00034171",211,82,64,18,0,129,79,8,7,14,21
"E00034172",230,104,70,32,2,126,96,0,4,15,11
"E00034173",187,72,40,28,4,115,84,1,4,18,8
"E00034174",198,94,68,26,0,104,67,2,6,15,14
"E00034175",201,90,72,18,0,111,71,0,7,17,16
"E00034176",128,60,38,20,2,68,47,0,4,10,7
"E00034177",226,102,72,28,2,124,84,2,6,10,22
"E00034178",254,118,70,48,0,136,101,0,8,17,10
"E00034180",283,136,90,46,0,147,110,3,5,16,13
"E00034182",110,42,16,26,0,68,34,1,7,8,18
"E00034184",194,70,38,26,6,124,76,5,4,19,20
"E00034185",197,80,52,28,0,117,71,1,4,13,28
"E00034187",193,54,38,14,2,139,91,2,12,23,11
"E00034188",255,106,72,32,2,149,101,2,8,18,20
"E00034189",225,88,58,30,0,137,91,1,7,22,16
"E00034190",185,78,46,30,2,107,70,2,6,12,17
"E00034191",197,82,50,32,0,115,68,3,11,17,16
"E00034192",275,108,72,36,0,167,113,2,7,18,27
"E00034193",225,102,68,34,0,123,77,4,5,20,17
"E00034194",197,94,60,34,0,103,72,0,6,11,14
"E00034195",188,63,36,27,0,125,78,1,4,28,14
"E00034196",259,106,82,24,0,153,104,3,5,21,20
"E00034197",260,106,76,30,0,154,111,3,5,17,18
"E00034199",245,66,56,10,0,179,114,2,10,27,26
"E00034200",294,40,26,12,2,254,187,9,4,33,21
"E00034201",237,62,46,16,0,175,127,1,10,24,13
"E00034202",234,88,72,14,2,146,91,4,4,16,31
"E00034203",352,72,48,24,0,280,234,6,6,16,18
"E00034208",215,68,52,10,6,147,90,3,6,22,26
"E00034209",160,24,20,4,0,136,76,6,16,24,14
"E00034211",220,52,34,14,4,168,131,3,5,14,15
"E00034212",219,44,36,6,2,175,130,0,8,25,12
"E00034213",374,148,120,28,0,226,135,6,6,36,43
"E00034215",111,22,18,4,0,89,74,3,1,9,2
"E00034216",350,134,90,44,0,216,156,4,12,26,18
"E00034219",221,72,42,24,6,149,106,2,9,18,14
"E00034221",233,104,88,16,0,129,80,1,14,16,18
"E00034222",329,70,50,18,2,259,202,9,11,22,15
"E00034223",219,54,38,14,2,165,92,15,13,27,18
"E00034224",337,85,52,31,2,252,219,4,5,11,13
"E00034225",287,64,50,12,2,223,178,1,7,21,16
"E00034227",324,46,32,12,2,278,238,2,10,18,10
"E00034228",375,54,40,12,2,321,279,7,3,16,16
"E00034230",386,92,66,24,2,294,266,7,6,5,10
"E00034231",331,58,50,8,0,273,229,9,7,11,17
"E00034234",264,102,80,22,0,162,118,5,8,14,17
"E00034235",245,98,68,30,0,147,110,1,9,18,9
"E00034236",248,104,78,26,0,144,104,2,5,23,10
"E00034237",245,90,62,28,0,155,110,1,10,14,20
"E00034238",108,52,44,8,0,56,37,1,2,5,11
"E00034239",261,100,76,24,0,161,110,3,10,26,12
"E00034240",228,90,70,20,0,138,85,1,6,29,17
"E00034241",232,94,68,26,0,138,94,5,6,19,14
"E00034242",206,94,56,34,4,112,66,2,5,18,21
"E00034243",303,112,78,30,4,191,134,2,15,29,11
"E00034244",233,110,86,24,0,123,86,1,4,17,15
"E00034245",225,80,52,28,0,145,82,5,13,25,20
"E00034246",207,78,56,22,0,129,86,3,10,15,15
"E00034247",204,78,56,22,0,126,77,1,9,17,22
"E00034248",177,56,38,18,0,121,46,1,9,29,36
"E00034249",213,66,42,22,2,147,89,2,8,21,27
"E00034250",284,112,72,38,2,172,116,1,11,29,15
"E00034251",240,74,46,26,2,166,103,9,12,19,23
"E00034252",333,160,112,48,0,173,128,0,6,16,23
"E00034253",287,120,70,48,2,167,123,4,7,22,11
"E00034254",232,96,64,30,2,136,90,2,8,17,19
"E00034255",241,94,58,36,0,147,97,4,8,18,20
"E00034256",247,114,92,20,2,133,92,1,6,18,16
"E00034257",255,68,40,28,0,187,116,6,15,29,21
"E00034258",246,96,66,30,0,150,117,1,3,12,17
"E00034259",222,82,54,28,0,140,102,0,8,18,12
"E00034260",184,72,48,22,2,112,72,0,5,17,18
"E00034261",217,114,84,30,0,103,68,1,8,12,14
"E00034262",240,114,82,32,0,126,93,1,7,14,11
"E00034263",193,58,42,16,0,135,77,1,8,26,23
"E00034264",247,100,72,26,2,147,98,0,11,23,15
"E00034265",454,260,212,48,0,194,133,1,6,22,32
"E00034266",246,108,80,28,0,138,93,0,4,24,17
"E00034267",229,116,100,14,2,113,89,0,5,7,12
"E00034268",363,149,114,32,3,214,148,8,12,29,17
"E00034269",162,72,56,14,2,90,59,4,3,16,8
"E00034270",298,116,74,38,4,182,147,4,5,17,9
"E00034271",243,110,80,30,0,133,98,2,3,17,13
"E00034272",265,68,40,28,0,197,148,10,11,18,10
"E00034273",142,36,28,8,0,106,78,7,7,14,0
"E00034274",189,64,50,14,0,125,93,3,8,17,4
"E00034275",260,160,144,16,0,100,78,4,3,7,8
"E00034276",260,116,84,30,2,144,98,0,7,25,14
"E00034277",209,120,102,16,2,89,59,3,2,8,17
"E00034278",268,118,92,22,4,150,116,1,10,14,9
"E00034279",281,68,26,38,4,213,155,7,12,34,5
"E00034280",138,10,2,6,2,128,76,9,11,20,12
"E00034281",165,36,22,14,0,129,99,3,13,11,3
"E00034282",327,124,98,24,2,203,153,9,5,23,13
"E00034283",301,138,98,38,2,163,121,6,9,13,14
"E00034284",231,102,80,22,0,129,72,1,18,25,13
"E00034285",257,100,80,20,0,157,101,1,5,15,35
"E00034286",251,102,76,20,6,149,103,3,7,14,22
"E00034287",205,68,34,32,2,137,99,2,9,12,15
"E00034288",249,116,86,30,0,133,95,3,6,17,12
"E00034289",178,68,52,14,2,110,67,4,6,18,15
"E00034290",219,104,58,44,2,115,76,3,7,17,12
"E00034291",168,62,36,26,0,106,72,4,5,14,11
"E00034292",207,92,68,22,2,115,80,1,11,16,7
"E00034293",214,88,60,24,4,126,74,2,11,23,16
"E00034294",416,204,128,74,2,212,145,12,17,23,15
"E00034295",172,64,40,24,0,108,73,3,6,20,6
"E00034296",243,114,86,28,0,129,80,1,12,21,15
"E00034297",228,68,46,22,0,160,97,6,6,30,21
"E00034298",268,126,106,20,0,142,94,1,10,15,22
"E00034299",195,66,52,14,0,129,91,2,8,16,12
"E00034300",196,82,64,16,2,114,70,1,2,22,19
"E00034301",214,66,38,26,2,148,90,4,5,33,16
"E00034302",224,98,78,14,6,126,95,1,3,12,15
"E00034303",220,94,68,24,2,126,81,5,7,16,17
"E00034304",208,80,58,20,2,128,99,0,9,14,6
"E00034305",239,92,82,8,2,147,95,5,8,16,23
"E00034306",241,74,46,26,2,167,125,6,4,18,14
"E00034307",203,62,38,20,4,141,93,2,10,25,11
"E00034308",284,126,94,30,2,158,104,2,7,24,21
"E00034309",212,68,46,16,6,144,102,3,7,21,11
"E00034310",262,84,58,22,4,178,128,3,18,19,10
"E00034311",249,58,38,18,2,191,157,3,3,15,13
"E00034312",244,106,60,32,14,138,97,4,7,15,15
"E00034313",248,108,72,34,2,140,89,9,13,20,9
"E00034314",202,70,46,24,0,132,85,5,6,16,20
"E00034315",218,54,44,8,2,164,65,2,5,31,61
"E00034316",211,78,52,24,2,133,87,1,9,18,18
"E00034317",286,86,50,32,4,200,127,6,16,29,22
"E00034318",217,76,66,10,0,141,87,2,11,19,22
"E00034319",247,102,76,26,0,145,80,3,6,27,29
"E00034320",149,52,40,12,0,97,59,1,3,20,14
"E00034321",81,26,16,10,0,55,36,1,1,8,9
"E00034322",240,90,66,24,0,150,96,1,8,24,21
"E00034323",245,68,52,16,0,177,116,0,7,32,22
"E00034324",237,80,68,10,2,157,93,0,9,32,23
"E00034325",208,92,78,14,0,116,63,0,5,25,23
"E00034326",234,136,120,16,0,98,55,0,5,16,22
"E00034327",226,130,120,10,0,96,64,2,5,12,13
"E00034328",267,162,148,14,0,105,74,2,6,10,13
"E00034329",218,94,84,8,2,124,75,1,8,24,16
"E00034330",194,98,78,20,0,96,53,3,4,14,22
"E00034331",220,82,66,14,2,138,90,1,4,22,21
"E00034332",254,116,64,46,6,138,89,3,8,20,18
"E00034333",254,110,80,30,0,144,80,0,9,25,30
"E00034334",182,38,30,6,2,144,64,0,8,29,43
"E00034335",186,76,44,32,0,110,72,2,5,16,15
"E00034336",198,78,64,14,0,120,68,2,4,29,17
"E00034337",292,188,154,30,4,104,67,1,7,13,16
"E00034338",220,130,104,20,6,90,56,6,5,11,12
"E00034339",250,146,136,8,2,104,75,3,3,9,14
"E00034340",191,124,96,26,2,67,47,0,1,8,11
"E00034341",277,142,124,14,4,135,84,2,2,27,20
"E00034342",184,112,92,18,2,72,46,2,1,13,10
"E00034343",208,132,118,14,0,76,46,1,2,15,12
"E00034344",235,144,126,18,0,91,62,3,7,11,8
"E00034345",183,116,102,12,2,67,52,1,2,9,3
"E00034346",107,24,18,4,2,83,38,0,6,12,27
"E00034347",201,82,54,26,2,119,66,0,6,27,20
"E00034348",209,84,66,18,0,125,78,3,2,18,24
"E00034349",212,66,48,16,2,146,108,2,8,14,14
"E00034350",203,38,28,6,4,165,96,4,8,19,38
"E00034351",268,78,42,36,0,190,130,3,12,29,16
"E00034352",211,68,46,22,0,143,102,5,6,19,11
"E00034353",224,72,56,16,0,152,95,2,18,23,14
"E00034354",222,52,42,8,2,170,107,4,15,31,13
"E00034355",267,60,48,10,2,207,124,3,6,46,28
"E00034356",113,14,8,6,0,99,58,3,7,19,12
"E00034358",296,96,56,36,4,200,146,2,11,26,15
"E00034359",210,88,66,16,6,122,92,3,11,10,6
"E00034360",130,46,40,6,0,84,56,2,5,14,7
"E00034361",176,58,48,10,0,118,76,0,8,15,19
"E00034362",177,40,32,6,2,137,70,2,6,36,23
"E00034363",222,90,72,18,0,132,97,4,1,13,17
"E00034364",193,68,48,18,2,125,90,0,7,12,16
"E00034365",262,68,42,22,4,194,117,4,8,43,22
"E00034366",283,80,52,26,2,203,120,3,10,45,25
"E00034368",226,80,42,36,2,146,86,9,5,26,20
"E00034369",221,72,56,16,0,149,103,5,6,19,16
"E00034371",199,52,42,8,2,147,89,4,9,29,16
"E00034372",216,66,52,12,2,150,97,4,13,17,19
"E00034373",181,38,28,8,2,143,106,0,7,14,16
"E00034374",220,68,56,10,2,152,99,3,6,23,21
"E00034375",358,232,196,32,4,126,93,2,2,10,19
"E00034376",271,134,112,18,4,137,85,4,6,12,30
"E00034377",266,152,128,24,0,114,79,7,4,17,7
"E00034378",256,130,98,30,2,126,87,1,5,18,15
"E00034379",286,138,102,36,0,148,93,6,9,21,19
"E00034380",269,174,134,38,2,95,65,2,4,14,10
"E00034381",427,270,208,60,2,157,106,2,6,18,25
"E00034382",294,124,86,34,4,170,122,1,9,25,13
"E00034383",353,184,142,42,0,169,123,3,9,19,15
"E00034384",248,114,80,32,2,134,91,5,10,14,14
"E00034386",339,100,78,18,4,239,179,5,23,21,11
"E00034387",206,60,40,16,4,146,99,1,10,26,10
"E00034388",212,60,44,16,0,152,87,3,4,32,26
"E00034389",182,108,90,18,0,74,52,1,2,8,11
"E00034390",296,132,106,24,2,164,114,3,13,14,20
"E00034391",317,190,150,40,0,127,87,2,8,18,12
"E00034392",248,142,108,32,2,106,70,4,7,14,11
"E00034393",215,122,104,18,0,93,56,0,2,21,14
"E00034394",243,138,114,22,2,105,76,0,5,17,7
"E00034395",185,78,46,30,2,107,68,4,10,21,4
"E00034396",248,118,96,22,0,130,97,2,7,12,12
"E00034397",261,136,102,34,0,125,82,3,5,18,17
"E00034398",246,130,96,34,0,116,74,0,8,20,14
"E00034399",281,142,102,40,0,139,85,0,5,31,18
"E00034400",224,90,64,22,4,134,89,1,6,20,18
"E00034401",290,116,88,26,2,174,115,4,7,31,17
"E00034402",248,112,88,22,2,136,93,6,5,14,18
"E00034403",267,140,108,30,2,127,79,4,4,26,14
"E00034404",226,128,104,20,4,98,65,1,5,12,15
"E00034405",291,150,110,38,2,141,101,0,6,19,15
"E00034406",282,144,94,50,0,138,98,0,7,16,17
"E00034409",320,168,144,24,0,152,91,4,4,21,32
"E00034410",249,134,102,28,4,115,71,0,2,26,16
"E00034412",288,74,62,10,2,214,153,12,9,31,9
"E00034413",209,100,82,18,0,109,73,3,4,12,17
"E00034414",221,102,62,36,4,119,75,4,5,15,20
"E00034415",283,80,56,16,8,203,148,4,15,23,13
"E00034416",289,155,134,21,0,134,90,3,5,16,20
"E00034417",208,74,42,30,2,134,90,0,13,20,11
"E00034418",332,184,134,50,0,148,112,5,6,13,12
"E00034419",204,100,78,22,0,104,72,2,4,16,10
"E00034420",205,118,94,24,0,87,56,1,1,17,12
"E00034421",250,144,118,22,4,106,73,4,3,15,11
"E00034422",247,108,80,28,0,139,83,4,11,15,26
"E00034424",209,76,64,10,2,133,79,3,7,17,27
"E00034425",260,114,94,18,2,146,94,6,4,19,23
"E00034426",347,112,60,46,6,235,170,5,14,30,16
"E00034427",206,68,52,12,4,138,69,2,9,31,27
"E00034428",266,116,86,28,2,150,116,3,6,18,7
"E00034429",224,80,62,18,0,144,82,1,10,27,24
"E00034430",227,72,54,14,4,155,106,0,9,26,14
"E00034431",198,113,68,41,4,85,51,1,4,17,12
"E00034432",305,148,100,46,2,157,109,4,12,16,16
"E00034433",241,156,140,16,0,85,54,6,4,11,10
"E00034434",319,216,200,14,2,103,82,3,1,5,12
"E00034435",274,186,162,24,0,88,55,1,4,9,19
"E00034436",265,154,132,20,2,111,62,7,4,16,22
"E00034437",304,126,92,32,2,178,116,0,10,24,28
"E00034438",214,132,108,20,4,82,44,1,4,11,22
"E00034439",246,130,92,34,4,116,72,2,8,16,18
"E00034440",244,138,114,24,0,106,69,2,5,8,22
"E00034441",243,154,132,22,0,89,50,2,4,10,23
"E00034442",244,140,106,30,4,104,68,0,9,15,12
"E00034443",248,138,124,14,0,110,64,4,4,12,26
"E00034444",249,152,124,26,2,97,53,1,6,17,20
"E00034445",242,150,132,16,2,92,62,2,5,9,14
"E00034446",361,216,192,24,0,145,86,9,4,16,30
"E00034447",269,180,158,22,0,89,66,6,1,4,12
"E00034448",225,158,144,14,0,67,49,0,1,9,8
"E00034449",155,88,78,10,0,67,30,3,3,6,25
"E00034451",220,80,52,26,2,140,91,3,12,20,14
"E00034453",231,100,70,30,0,131,70,2,6,21,32
"E00034454",276,74,58,12,4,202,64,0,9,68,61
"E00034455",209,128,106,22,0,81,53,0,3,8,17
"E00034456",219,126,96,30,0,93,65,2,5,6,15
"E00034457",211,138,122,16,0,73,42,1,2,7,21
"E00034458",188,106,94,12,0,82,41,3,1,15,22
"E00034459",254,146,136,10,0,108,57,4,6,16,25
"E00034460",191,128,118,10,0,63,23,2,3,11,24
"E00034461",154,56,48,8,0,98,50,6,7,21,14
"E00034462",216,142,128,10,4,74,41,1,6,9,17
"E00034463",194,138,134,4,0,56,35,1,3,1,16
"E00034464",235,148,134,14,0,87,49,5,3,6,24
"E00034465",236,158,154,4,0,78,47,2,1,2,26
"E00034466",249,166,142,22,2,83,45,3,3,13,19
"E00034467",245,174,160,14,0,71,49,3,0,8,11
"E00034468",249,150,116,32,2,99,63,4,4,10,18
"E00034469",227,170,160,8,2,57,47,0,1,2,7
"E00034470",281,196,178,18,0,85,62,2,1,5,15
"E00034471",256,166,146,20,0,90,50,2,3,8,27
"E00034472",263,108,74,32,2,155,112,2,9,21,11
"E00034473",273,188,172,14,2,85,53,1,2,6,23
"E00034474",281,88,60,28,0,193,125,3,14,22,29
"E00034475",209,82,52,30,0,127,79,2,7,33,6
"E00034476",224,126,96,28,2,98,43,2,6,11,36
"E00034477",260,176,156,18,2,84,51,3,2,13,15
"E00034478",295,130,98,26,6,165,77,2,7,29,50
"E00034479",278,182,160,22,0,96,65,2,3,9,17
"E00034480",201,64,54,6,4,137,47,1,12,55,22
"E00034481",202,60,48,12,0,142,95,1,8,23,15
"E00034482",164,42,30,12,0,122,32,2,6,41,41
"E00034483",254,98,74,22,2,156,109,0,7,19,21
"E00034484",248,94,72,22,0,154,100,4,9,23,18
"E00034485",242,126,94,32,0,116,74,1,3,14,24
"E00165671",314,142,104,34,4,172,121,5,13,19,14
"E00165713",108,68,60,8,0,40,26,3,3,3,5
"E00165714",123,70,64,6,0,53,38,1,3,3,8
"E00165715",339,92,54,32,6,247,187,10,15,25,10
"E00165716",266,72,50,22,0,194,138,3,15,26,12
"E00165717",138,80,72,6,2,58,38,1,0,11,8
"E00165718",348,214,168,44,2,134,88,2,3,15,26
"E00165719",192,62,48,10,4,130,84,2,7,31,6
"E00165720",268,112,74,32,6,156,125,2,6,8,15
"E00165721",113,82,72,8,2,31,21,1,0,5,4
"E00165722",291,106,72,30,4,185,149,2,2,20,12
"E00165723",183,102,86,16,0,81,55,4,5,7,10
"E00165724",306,150,100,46,4,156,110,2,6,25,13
"E00165725",153,100,82,16,2,53,31,3,3,7,9
"E00165726",384,148,124,22,2,236,147,5,13,33,38
"E00165727",149,70,54,16,0,79,53,1,7,8,10
"E00165729",277,168,154,14,0,109,65,0,7,18,19
"E00165730",374,240,212,26,2,134,100,7,4,12,11
"E00165731",224,94,50,36,8,130,104,4,5,7,10
"E00165758",140,88,76,10,2,52,34,0,4,3,11
"E00165759",190,108,84,24,0,82,54,3,5,13,7
"E00165760",185,52,34,12,6,133,58,1,5,30,39
"E00165762",294,152,118,30,4,142,94,2,6,18,22
"E00165763",200,70,50,20,0,130,80,1,8,19,22
"E00176596",205,82,48,32,2,123,78,2,8,19,16
"E00176597",230,88,72,14,2,142,79,4,7,32,20
"E00176598",188,122,80,36,6,66,51,2,4,8,1
"E00176599",169,70,56,14,0,99,69,2,3,13,12
"E00176600",160,64,30,32,2,96,77,0,6,12,1
"E00176601",270,186,138,44,4,84,60,6,5,7,6
"E00176602",109,24,10,14,0,85,71,5,2,4,3
"E00176603",169,68,24,40,4,101,86,1,0,12,2
"E00176604",146,54,14,34,6,92,79,3,2,7,1
"E00176605",191,82,24,52,6,109,95,1,4,8,1
"E00176606",174,66,30,30,6,108,86,2,9,6,5
"E00176607",174,62,18,40,4,112,102,2,3,4,1
"E00176608",202,88,26,52,10,114,89,1,5,18,1
"E00176609",231,66,58,8,0,165,97,10,13,24,21
"E00176610",276,60,44,14,2,216,133,5,14,36,28
"E00176611",186,20,14,6,0,166,160,2,1,1,2
"E00176612",308,64,48,16,0,244,225,2,4,4,9
"E00176613",218,34,8,26,0,184,166,8,5,4,1
"E00176614",526,54,34,20,0,472,453,3,4,6,6
"E00176615",272,48,28,18,2,224,210,2,2,8,2
"E00176616",151,44,2,38,4,107,97,4,1,5,0
"E00176617",846,20,14,6,0,826,817,3,0,6,0
"E00176618",171,58,42,16,0,113,83,4,2,10,14
"E00176619",235,58,24,24,10,177,164,1,3,7,2
"E00176620",250,64,36,24,4,186,161,1,4,11,9
"E00176621",134,44,12,24,8,90,83,2,2,3,0
"E00176622",168,56,24,30,2,112,96,1,5,10,0
"E00176623",98,28,12,16,0,70,62,1,2,5,0
"E00176624",190,46,20,22,4,144,109,1,9,12,13
"E00176625",160,58,26,26,6,102,86,3,8,5,0
"E00176626",221,76,30,44,2,145,118,11,8,8,0
"E00176627",183,56,34,22,0,127,98,3,2,16,8
"E00176628",194,46,10,32,4,148,135,4,0,9,0
"E00176629",190,48,22,18,8,142,130,4,3,5,0
"E00176630",265,150,128,22,0,115,77,1,6,12,19
"E00176631",172,82,68,12,2,90,61,1,3,8,17
"E00176632",185,114,86,28,0,71,54,2,1,6,8
"E00176633",139,48,28,18,2,91,79,1,4,4,3
"E00176634",418,14,6,4,4,404,396,4,1,2,1
"E00176635",215,50,20,26,4,165,154,6,2,3,0
"E00176636",164,42,18,24,0,122,112,3,3,4,0
"E00176637",119,22,10,8,4,97,84,2,2,8,1
"E00176638",202,72,32,38,2,130,100,7,2,17,4
"E00176639",115,12,4,8,0,103,97,2,1,3,0
"E00176640",322,120,90,28,2,202,161,5,5,16,15
"E00176641",102,16,12,2,2,86,65,3,3,9,6
"E00176642",277,104,26,76,2,173,149,9,6,8,1
"E00176643",193,56,20,34,2,137,122,4,7,3,1
"E00176644",181,40,18,22,0,141,121,7,6,7,0
"E00176645",172,56,12,38,6,116,99,7,6,2,2
"E00176646",164,42,14,26,2,122,110,5,4,3,0
"E00176647",201,54,24,26,4,147,136,5,3,3,0
"E00176648",381,184,148,32,4,197,144,6,3,29,15
"E00176649",180,62,46,16,0,118,64,4,11,20,19
"E00176650",187,72,28,38,6,115,100,3,5,6,1
"E00176651",188,78,62,16,0,110,69,4,10,16,11
"E00176652",209,46,12,32,2,163,155,0,1,7,0
"E00176653",410,108,28,56,24,302,273,10,9,7,3
"E00176654",182,70,40,28,2,112,81,5,6,18,2
"E00176655",169,22,12,8,2,147,123,6,6,10,2
"E00176656",194,74,38,36,0,120,89,9,10,11,1
"E00176657",194,52,10,34,8,142,126,11,2,3,0
"E00176658",216,48,4,32,12,168,163,2,0,3,0
"E00176659",161,48,16,26,6,113,89,9,1,12,2
"E00176660",164,56,14,38,4,108,92,4,3,7,2
"E00176661",191,24,22,2,0,167,159,7,0,1,0
"E00176662",238,130,108,22,0,108,80,2,8,11,7
"E00176663",233,84,48,36,0,149,121,8,4,11,5
"E00176664",182,86,64,22,0,96,68,1,1,17,9
"E00176665",348,100,72,26,2,248,139,7,21,48,33
"E00176666",146,76,30,40,6,70,44,5,5,6,10
"E00176667",298,140,86,50,4,158,108,7,10,20,13
"E00176668",396,190,142,48,0,206,140,1,11,33,21
"E00176669",182,76,48,24,4,106,70,2,9,7,18
"E00176670",239,118,66,50,2,121,85,2,7,16,11
"E00176671",272,106,84,20,2,166,101,6,10,18,31
"E00176672",128,40,14,24,2,88,68,3,4,11,2
"E00176673",158,50,28,18,4,108,75,1,5,20,7
"E00176674",191,54,10,38,6,137,125,6,2,4,0
"E00176675",349,110,38,50,22,239,214,9,5,9,2
